OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 13, 14, 15, 16, 17, 18, 19, 20)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#615224	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2; FASPS2		17q25.3		
#615228	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 4; MC5DN4		18q21.1		
#615244	NEPHROTIC SYNDROME, TYPE 8; NPHS8		17q25.3		
#615268	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 4; CAMRQ4		13q12.13		
#615271	HYPOGONADOTROPIC HYPOGONADISM 21 WITH OR WITHOUT ANOSMIA; HH21		20p12.1		
#615279	CARDIOFACIOCUTANEOUS SYNDROME 3; CFC3		15q22.31		
#615280	CARDIOFACIOCUTANEOUS SYNDROME 4; CFC4		19p13.3		
#615286	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 36; MRT36		19p13.3		
#615314	CRANIOSYNOSTOSIS 3; CRS3		15q21.3		
#615328	SHAHEEN SYNDROME; SHNS		13q14.11		
#615338	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 16; DEE16		16p13.3		
#615361	HYPOCALCEMIA, AUTOSOMAL DOMINANT 2; HYPOC2		19p13.3		
#615368	LETHAL CONGENITAL CONTRACTURE SYNDROME 5; LCCS5		19p13.2		
#615369	EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET; EEOC		15q26.1		
#615397	MECKEL SYNDROME, TYPE 11; MKS11		16q23.1		
#615398	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3; MCAHS3		20q13.12		
#615399	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2; PNH2		20q13.12		
#615401	IMMUNODEFICIENCY 8; IMD8		16p11.2		
#615412	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4; CDCBM4		17q21.2		
#615419	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1; IHPRF1		13q32.3-q33.1		
#615440	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17; COXPD17		17p12		
#615473	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 17; DEE17		16q13		
#615485	BAINBRIDGE-ROPERS SYNDROME; BRPS		18q12.1		
#615501	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP C; MOCODC		14q23.3		
#615502	MENTAL RETARDATION, AUTOSOMAL DOMINANT 21; MRD21		16q22.1		
#615516	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38; MRT38		15q13.1		
#615547	SCHAAF-YANG SYNDROME; SHFYNG		15q11.2		
#615560	OTOFACIOCERVICAL SYNDROME 2; OTFCS2		20p11.22		
#615582	LOEYS-DIETZ SYNDROME 5; LDS5		14q24.3		
#615604	L-FERRITIN DEFICIENCY; LFTD		19q13.33		
#615637	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 41; MRT41		19q13.32		
#615643	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 6; NBIA6		17q21.2		
#615656	CHROMOSOME 15q11.2 DELETION SYNDROME		15q11.2	15:20500000-25500000	
#615663	WARBURG MICRO SYNDROME 4; WARBM4		20p13		
#615685	SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE; SPG61		16p12.3		
#615716	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 4; HPMRS4		17q12		
#615751	CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO; CA5AD		16q24.2		
#615768	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16; SCAR16		16p13.3		
#615777	DESBUQUOIS DYSPLASIA 2; DBQD2		16p12.3		
#615779	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4; CHTD4		15q26.2		
#615830	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4; PPNAD4	ACTH-INDEPENDENT ADRENAL CUSHING SYNDROME, SOMATIC, INCLUDED	19p13		
#615851	PONTOCEREBELLAR HYPOPLASIA, TYPE 2E; PCH2E		17p13.3		
#615873	HELSMOORTEL-VAN DER AA SYNDROME; HVDAS		20q13.13		
#615895	POLYGLUCOSAN BODY MYOPATHY 1 WITH OR WITHOUT IMMUNODEFICIENCY; PGBM1		20p13		
#615905	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 25, WITH AMELOGENESIS IMPERFECTA; DEE25		17p13.1		
#615919	ATAXIA-TELANGIECTASIA-LIKE DISORDER 2; ATLD2		20p12.3		
#615926	WEBB-DATTANI SYNDROME; WEDAS		15q25.1		
#615942	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 44; MRT44		17q25.1		
#615954	ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2; AIMAH2		16p11.2		
#615960	PORETTI-BOLTSHAUSER SYNDROME; PTBHS		18p11.31		
#615979	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 45; MRT45		16q24.2		
#615981	BARDET-BIEDL SYNDROME 2; BBS2		16q13		
#615982	BARDET-BIEDL SYNDROME 4; BBS4		15q24.1		
#615985	BARDET-BIEDL SYNDROME 8; BBS8		14q31.3		
#615990	BARDET-BIEDL SYNDROME 13; BBS13		17q22		
#616025	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 11; GPIBD11		17q12		
#616045	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22; COXPD22		18q21.1		
#616053	SPINOCEREBELLAR ATAXIA 40; SCA40		14q32.11-q32.12		
#616056	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 26; DEE26		20q13.13		
#616078	MENTAL RETARDATION, AUTOSOMAL DOMINANT 29; MRD29		18q12.3		
#616081	PONTOCEREBELLAR HYPOPLASIA, TYPE 1C; PCH1C		13q13.3		
#616108	RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME; RDJCSS		14q24.1		
#616113	POLYENDOCRINE-POLYNEUROPATHY SYNDROME; PEPNS		15q21.2		
#616145	CATEL-MANZKE SYNDROME; CATMANS		13q32.1		
#616172	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9; GEFSP9		16p11.2		
#616192	ATAXIA, COMBINED CEREBELLAR AND PERIPHERAL, WITH HEARING LOSS AND DIABETES MELLITUS; ACPHD		13q32.1		
#616198	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 23; COXPD23		19p13.11		
#616202	CEREBELLOFACIODENTAL SYNDROME; CFDS		14q32.33		
#616211	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 28; DEE28		16q23.1-q23.2		
#616212	LISSENCEPHALY 6 WITH MICROCEPHALY; LIS6		16q21		
#616222	TEMPLE SYNDROME		14q32	14:89300000-107043718	
#616230	EPILEPSY, PROGRESSIVE MYOCLONIC, 8; EPM8		19p13.11		
#616260	TENORIO SYNDROME; TNORS		18q12.1		
#616263	NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET; IMNEPD		17q23.1		
#616266	CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY; CLIFAHDD		13q32.3-q33.1		
#616267	ATAXIA-OCULOMOTOR APRAXIA 4; AOA4		19q13.33		
#616281	NEURODEVELOPMENTAL DISORDER WITH SPASTIC PARAPLEGIA AND MICROCEPHALY; NEDSPM		16q11.2		
#616282	SPASTIC PARAPLEGIA 73, AUTOSOMAL DOMINANT; SPG73		19q13.33		
#616286	LETHAL CONGENITAL CONTRACTURE SYNDROME 7; LCCS7		17q21.2		
#616313	MYASTHENIC SYNDROME, CONGENITAL, 2A, SLOW-CHANNEL; CMS2A		17p13.1		
#616324	MYASTHENIC SYNDROME, CONGENITAL, 4B, FAST-CHANNEL; CMS4B		17p13.2		
#616330	MYASTHENIC SYNDROME, CONGENITAL, 18; CMS18		20p12.2		
#616335	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3; MCCRP3		15q15.3		
#616339	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 29; DEE29		16q22.1		
#616353	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6; DKCB6		16p13.12		
#616362	MENTAL RETARDATION, AUTOSOMAL DOMINANT 36; MRD36		19q13.41		
#616370	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 4; MMDS4		14q24.3		
#616393	MENTAL RETARDATION, AUTOSOMAL DOMINANT 38; MRD38		20q13.33		
#616409	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 33; DEE33		20q13.33		
#616449	BASEL-VANAGAITE-SMIRIN-YOSEF SYNDROME; BVSYS		19q13.33		
#616460	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 50; MRT50		15q24.1		
#616490	JOUBERT SYNDROME 23; JBTS23		14q23.1		
#616491	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2V; CMT2V		17q21.2		
#616532	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 7; IIAE7		19q13.33		
#616539	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26; COXPD26		14q23.1		
#616540	EPILEPSY, PROGRESSIVE MYOCLONIC, 9; EPM9		19p13.3		
#616546	SHORT-RIB THORACIC DYSPLASIA 14 WITH POLYDACTYLY; SRTD14		14q23.1		
#616553	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 6; DKCA6	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 7, INCLUDED; DKCB7, INCLUDED	16q22.1		
#616559	NOONAN SYNDROME 9; NS9		14q21.3		
#616570	CEREBROOCULOFACIOSKELETAL SYNDROME 3; COFS3		13q33.1		
#616579	MENTAL RETARDATION, AUTOSOMAL DOMINANT 40; MRD40		13q34		
#616606	RING CHROMOSOME 14 SYNDROME		Chr.14		
#616645	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 34; DEE34		20q13.12		
#616647	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 35; DEE35		20p13		
#616652	YUAN-HAREL-LUPSKI SYNDROME; YUHAL		17p12-p11.2	17:10800000-22700000	
#616668	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X; CMT2X		15q21.1		
#616672	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27; COXPD27		13q34		
#616680	SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE; SPG75		19q13.12		
#616685	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14; EIG14		20q13.12		
#616723	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, FADEN-ALKURAYA TYPE; SEMDFA		16q13		
#616733	COENZYME Q10 DEFICIENCY, PRIMARY, 8; COQ10D8		16p12.3		
#616734	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2; CSCSC2		18q12.1-q12.2		
#616763	LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA; LDAMD		19q13.2		
#616784	JOUBERT SYNDROME 26; JBTS26		16p12.1		
#616795	SPINOCEREBELLAR ATAXIA 42; SCA42		17q21.33		
#616829	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp; CDG2P		17q11.2		
#616840	PARKINSON DISEASE 23, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK23		15q22.2		
#616843	LYMPHATIC MALFORMATION 6; LMPHM6		16q24.3		
#616859	SPASTICITY, CHILDHOOD-ONSET, WITH HYPERGLYCINEMIA; SPAHGC		14q32.13		
#616863	HAO-FOUNTAIN SYNDROME; HAFOUS	CHROMOSOME 16p13.2 DELETION SYNDROME, INCLUDED	16p13.2		
#616866	SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1; SMABF1		15q22.31		
#616898	CHROMOSOME 15q14 DELETION SYNDROME		15q14	15:33400000-39800000	
#616901	DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FACIAL FEATURES, AND SPARSE HAIR; DEDSSH		17p13.3		
#616914	MARFANOID-PROGEROID-LIPODYSTROPHY SYNDROME; MFLS		15q21.1		
#616920	HEART AND BRAIN MALFORMATION SYNDROME; HBMS		19q13.31		
#616938	COFFIN-SIRIS SYNDROME 5; CSS5		17q21.2		
#616954	YOU-HOOVER-FONG SYNDROME; YHFS		16p13.3		
#617011	MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION; MDFPMR		15q22.31		
#617030	MYOPATHY, DISTAL, 5; MPD5		14q32.33		
#617050	HERMANSKY-PUDLAK SYNDROME 10; HPS10		19p13.3		
#617054	STRIATONIGRAL DEGENERATION, CHILDHOOD-ONSET; SNDC		16q22.1-q22.2		
#617062	OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME; OCNDS		20p13		
#617066	MUSCULAR DYSTROPHY, CONGENITAL, DAVIGNON-CHAUVEAU TYPE; MDCDC		15q22.31		
#617102	SHORT-RIB THORACIC DYSPLASIA 16 WITH OR WITHOUT POLYDACTYLY; SRTD16		20q13.12		
#617106	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 42; DEE42		19p13.13		
#617113	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 43; DEE43		15q12		
#617118	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 3; FFEVF3		16p13.3		
#617120	JOUBERT SYNDROME 27; JBTS27		17p11.2		
#617121	JOUBERT SYNDROME 28; JBTS28		17q22		
#617125	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 56; MRT56		14q31.3		
#617127	OROFACIODIGITAL SYNDROME XV; OFD15		17p13.1		
#617146	ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH; DAIPT		18p11.22-p11.21		
#617157	SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES; SBIDDS		16q22.1		
#617162	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 46; DEE46		19q13.33		
#617169	SOTOS SYNDROME 3; SOTOS3		19p13.3		
#617173	INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA; IDDCA		15q21.2		
#617180	CHITAYAT SYNDROME; CHYTS		19q13.2		
#617182	LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA; LADCI		15q21.2		
#617188	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 57; MRT57		19q13.42		
#617193	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM; PEBAT		17q25.3		
#617194	LETHAL CONGENITAL CONTRACTURE SYNDROME 11; LCCS11		15q21.2		
#617201	PERIVENTRICULAR NODULAR HETEROTOPIA 7; PVNH7		18q21.31		
#617219	CHROMOSOME 19q13.11 DELETION SYNDROME, PROXIMAL		19q13.11	19:31900000-35100000	
#617228	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31; COXPD31		13q12.12		
#617237	IMMUNODEFICIENCY 49; IMD49		14q32.2		
#617241	LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME; LICS		15q13.1		
#617244	FANCONI ANEMIA, COMPLEMENTATION GROUP R; FANCR		15q15.1		
#617270	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58; MRT58		18q12.2		
#617276	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 48; DEE48		15q25.2		
#617284	DYSTONIA 28, CHILDHOOD-ONSET; DYT28		19q13.12		
#617350	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 52; DEE52		19q13.11		
#617364	CONGENITAL HEART DEFECTS AND ECTODERMAL DYSPLASIA; CHDED		14q12		
#617393	NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, CATARACTS, FEEDING DIFFICULTIES, AND DELAYED BRAIN MYELINATION; NECFM		19p13.13		
#617404	MUSCULAR DYSTROPHY, CONGENITAL, WITH CATARACTS AND INTELLECTUAL DISABILITY; MDCCAID		17p13.3		
#617439	CRANIOSYNOSTOSIS 7; CRS7		15q22.31		
#617450	JANSEN-DE VRIES SYNDROME; JDVS		17q23.2		
#617468	ARTHROGRYPOSIS MULTIPLEX CONGENITA 1, NEUROGENIC, WITH MYELIN DEFECT; AMC1		19q13.12		
#617475	SPECIFIC GRANULE DEFICIENCY 2; SGD2		17q23.3		
#617478	STRUCTURAL HEART DEFECTS AND RENAL ANOMALIES SYNDROME; SHDRA		14q22.3		
#617493	NEURODEVELOPMENTAL DISORDER WITH INVOLUNTARY MOVEMENTS; NEDIM		16q13		
#617516	STANKIEWICZ-ISIDOR SYNDROME; STISS		17q24.2		
#617519	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEUROPATHY, AND DEAFNESS; NEDHND		19q13.2		
#617542	GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS 2, WITH IMPAIRED INTELLECTUAL DEVELOPMENT; HGPPS2		18q21.2		
#617557	GABRIELE-DE VRIES SYNDROME; GADEVS		14q32.2		
#617562	MECKEL SYNDROME 13; MKS13	JOUBERT SYNDROME 29, INCLUDED; JBTS29, INCLUDED	17p13.1		
#617563	OROFACIODIGITAL SYNDROME XVI; OFD16		17p13.1		
#617600	MENTAL RETARDATION, AUTOSOMAL DOMINANT 45; MRD45		19q13.2		
#617629	SCHIZOPHRENIA 19; SCZD19		20q11.22		
#617633	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 26; SCAR26		19q13.31		
#617664	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32; COXPD32		16p13.3		
#617672	NEURODEGENERATION, CHILDHOOD-ONSET, WITH BRAIN ATROPHY; CONDBA		17q21.31		
#617694	AL KAISSI SYNDROME; ALKAS		16q24.3		
#617698	3-METHYLGLUTACONIC ACIDURIA, TYPE IX; MGCA9		19q13.2		
#617713	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33; COXPD33		17p13.2		
#617721	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IX; HMN9		14q32.2		
#617729	GALLOWAY-MOWAT SYNDROME 3; GAMOS3		14q11.2		
#617730	GALLOWAY-MOWAT SYNDROME 4; GAMOS4		20q13.12		
#617732	FACIAL PALSY, CONGENITAL, WITH PTOSIS AND VELOPHARYNGEAL DYSFUNCTION; FPVEPD		18p11.21		
#617755	NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMB ANOMALIES; NEDDFL		17q24.2		
#617767	JOUBERT SYNDROME 33; JBTS33		13q21.3-q22.1		
#617770	SPINOCEREBELLAR ATAXIA 46; SCA46		19q13.2		
#617780	COMBINED IMMUNODEFICIENCY AND MEGALOBLASTIC ANEMIA WITH OR WITHOUT HYPERHOMOCYSTEINEMIA; CIMAH		14q23.3		
#617781	RETINITIS PIGMENTOSA 80; RP80		16p13.3		
#617784	FANCONI ANEMIA, COMPLEMENTATION GROUP W; FANCW		16q23.1		
#617807	NEURODEVELOPMENTAL DISORDER WITH ATAXIC GAIT, ABSENT SPEECH, AND DECREASED CORTICAL WHITE MATTER; NDAGSCW		19p13.2		
#617854	MENTAL RETARDATION, AUTOSOMAL DOMINANT 56; MRD56		17q23.1		
#617862	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, EPILEPSY, AND BRAIN ATROPHY; NEDMEBA		14q21.1		
#617866	SHORT-RIB THORACIC DYSPLASIA 18 WITH POLYDACTYLY; SRTD18		14q24.3		
#617872	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34; COXPD34		17q25.1		
#617877	SHORT STATURE, FACIAL DYSMORPHISM, AND SKELETAL ANOMALIES WITH OR WITHOUT CARDIAC ANOMALIES; SSFSC		20p12.3		
#617883	FANCONI ANEMIA, COMPLEMENTATION GROUP S; FANCS		17q21.31		
#617899	LEUKODYSTROPHY, HYPOMYELINATING, 14; HLD14		13q13.3		
#617913	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CATARACTS, AND RENAL ABNORMALITIES; NEDMCR		17p13.3		
#617941	SHWACHMAN-DIAMOND SYNDROME 2; SDS2		15q25.2		
#617967	HYDROCEPHALUS, CONGENITAL, 3, WITH BRAIN ANOMALIES; HYC3		17p13.3		
#617977	NEURODEVELOPMENTAL DISORDER WITH SPASTIC QUADRIPLEGIA AND BRAIN ABNORMALITIES WITH OR WITHOUT SEIZURES; NEDSBAS		17q25.3		
#617994	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 3; HFTC3		13q13.1		
#618005	CONGENITAL DISORDER OF GLYCOSYLATION WITH DEFECTIVE FUCOSYLATION 1; CDGF1		14q23.3		
#618009	INTELLECTUAL DEVELOPMENTAL DISORDER 61; MRD61		17q23.2		
#618010	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 17; GPIBD17		14q24.1		
#618050	MENTAL RETARDATION, AUTOSOMAL DOMINANT 57; MRD57		17q23.2		
#618060	INTELLECTUAL DEVELOPMENTAL DISORDER WITH OR WITHOUT EPILEPSY OR CEREBELLAR ATAXIA; IDDECA		15q22.2		
#618067	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 66; EIEE66		14q32.33		
#618074	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 6; FAME6		16p12.1		
#618087	SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS; SCA42ND		17q21.33		
#618088	NEURODEVELOPMENTAL DISORDER WITH REGRESSION, ABNORMAL MOVEMENTS, LOSS OF SPEECH, AND SEIZURES; NEDAMSS		14q24.3		
#618092	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA		14q32.2		
#618093	SPINOCEREBELLAR ATAXIA 48; SCA48		16p13.3		
#618097	MICROCEPHALY, GROWTH RESTRICTION, AND INCREASED SISTER CHROMATID EXCHANGE 2; MGRISCE2		17p11.2		
#618098	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 5; PEOB5		17p11.2		
#618103	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 64; MRT64		15q24.3		
#618120	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 5; MC5DN5		19p13.3		
#618129	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 4; LGMDD4		15q15.1		
#618142	MICROCEPHALY, FACIAL DYSMORPHISM, RENAL AGENESIS, AND AMBIGUOUS GENITALIA SYNDROME; MFRG		16q24.3		
#618143	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 18; GPIBD18		17q11.2		
#618147	INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPERTELORISM AND DISTINCTIVE FACIES; IDDHDF	CHROMOSOME 14q32 DELETION SYNDROME, INCLUDED	14q32.2		
#618150	SAUL-WILSON SYNDROME; SWILS		16q22.1		
#618164	CARDIAC, FACIAL, AND DIGITAL ANOMALIES WITH DEVELOPMENTAL DELAY; CAFDADD		16p13.3		
#618165	BONE MARROW FAILURE SYNDROME 5; BMFS5		17p13.1		
#618176	NEPHROTIC SYNDROME, TYPE 17; NPHS17		17q25.1		
#618182	ORTHOSTATIC HYPOTENSION 2; ORTHYP2		17q23.3		
#618186	NEUROPATHY, CONGENITAL HYPOMYELINATING, 3; CHN3		17q21.2		
#618195	INTELLECTUAL DEVELOPMENTAL DISORDER AND RETINITIS PIGMENTOSA; IDDRP		15q24.3		
#618198	MYASTHENIC SYNDROME, CONGENITAL, 24, PRESYNAPTIC; CMS24		15q23		
#618205	SNIJDERS BLOK-CAMPEAU SYNDROME; SNIBCPS		17p13.1		
#618213	INFLAMMATORY BOWEL DISEASE, IMMUNODEFICIENCY, AND ENCEPHALOPATHY; IBDIMDE		19q13.2		
#618223	VERTEBRAL ANOMALIES AND VARIABLE ENDOCRINE AND T-CELL DYSFUNCTION; VETD		17q23.2		
#618224	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 3; MC1DN3		19p13.3		
#618229	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 7; MC1DN7		18p11.22		
#618234	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 11; MC1DN11		15q15.1		
#618236	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 14; MC1DN14		19p13.3		
#618238	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 16; MC1DN16		20p12.1		
#618242	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 21; MC1DN21		14q12		
#618248	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 27; MC1DN27		15q22.31		
#618249	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 28; MC1DN28		19p13.11		
#618264	MIRROR MOVEMENTS 4; MRMV4		17p13.1		
#618266	PONTOCEREBELLAR HYPOPLASIA, TYPE 12; PCH12		17q21.2		
#618268	TRICHOHEPATONEURODEVELOPMENTAL SYNDROME; THNS		17q23.3		
#618272	GLOBAL DEVELOPMENTAL DELAY, LUNG CYSTS, OVERGROWTH, AND WILMS TUMOR; GLOW		14q32.13		
#618273	MEGA-CORPUS-CALLOSUM SYNDROME WITH CEREBELLAR HYPOPLASIA AND CORTICAL MALFORMATIONS; MCCCHCM		19p13.13		
#618282	HYPER-IgE RECURRENT INFECTION SYNDROME 3, AUTOSOMAL RECESSIVE; HIES3		20q11.22		
#618302	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 68; MRT68		19p13.13		
#618316	INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC DEFECTS AND DYSMORPHIC FACIES; IDDCDF		17q25.1		
#618321	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 2; PEBEL2		13q34		
#618324	CONGENITAL DISORDER OF GLYCOSYLATION WITH DEFECTIVE FUCOSYLATION 2; CDGF2		16q22.1		
#618329	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37; COXPD37		19p13.3		
#618331	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH EPISODIC RHABDOMYOLYSIS; PEERB		16q24.3		
#618332	MENKE-HENNEKAM SYNDROME 1; MKHK1		16p13.3		
#618360	BRAIN SMALL VESSEL DISEASE 3; BSVD3		19p13.11		
#618367	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, EPILEPSY, AND HYPOMYELINATION; NEDMEHM		15q25.1		
#618371	TURNPENNY-FRY SYNDROME; TPFS		17q12		
#618374	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 72; EIEE72		17q12		
