OMIM Search - '+cs_neurologic:("language impairment" OR "language delay" OR "Language development deficit" OR "Poor language" OR "No language" OR "Poor language development " OR "Absence of language development " OR "Delayed language development " OR "No language development " OR "Language difficulties" OR "Deficits in language expression" OR "Language delayed" OR "Delayed speech development" OR "Delayed linguistic development" OR "Delayed verbal development" OR "Speech limited" OR "Lack of verbal communication" OR "Impaired expressive speech" OR "Verbal delay" OR "Poor speech" OR "Speech delay" OR "Absent language" OR "Speech and language disorders" OR "No speech or language development" OR "Language disabilities" OR "Speech impairment" OR "Delayed speech and language" OR "Speech and language regression" OR "Impaired language development" OR "Lack of language development" OR "Limited memory, attention, language" OR "Language limited to short repetitive phrases" OR "Delayed language acquisition" OR "Limited expressive language" OR "Language development limited to a few words" OR "Delayed language" OR "Limited language acquisition" OR "No acquisition of language milestones" OR "Delayed speech" OR "Speech deficits" OR "Lack of expressive speech" OR "poor expressive speech" OR "Poor or absent speech" OR "absent speech" OR "Impaired speech" OR "Loss of speech" OR "Lack of speech" OR "Speech disability" OR "Loss of language" OR "Disorganized speech" OR "Speech disturbance" OR "Verbal outbursts" OR "language deterioration" OR "sparing of language" OR "Social, language, and cognitive development impaired" OR "Limited memory, attention, language" OR "Specific severe delayed spoken language development" OR "Language acquisition difficulties" OR "Speech defects" OR "Speech deterioration" OR "Slow speech" OR "Speech disorder" OR "Speech abnormality" OR "No speech acquisition" OR "Speech problems" OR "No or limited speech" OR "Expressive speech absent" OR "Speech, learning and behavior modifier" OR "No speech development" OR "Unintelligible speech" OR "Delayed motor and speech development" OR "No speech" OR "Speech sound disorder" OR "Speech never acquired" OR "Absent or limited speech development" OR "Speech absent or delayed" OR "Speech difficulties" OR "Speech development delayed" OR "No expressive speech" OR "Decreased speech" OR "Absence of speech" OR "Speech severely limited or absent" OR "Speech articulation disorder" OR "Speech apraxia" OR "Speech articulation defects" OR "Limited speech" OR "No communication") (Search in: Prefixes: #)'
Downloaded:	Nov 17, 2020
#272750	GM2-GANGLIOSIDOSIS, AB VARIANT		5q33.1		
#607625	NIEMANN-PICK DISEASE, TYPE C2; NPC2		14q24.3		
#614458	THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE); THMD5		7q35		
#615010	AICARDI-GOUTIERES SYNDROME 6; AGS6		1q21.3		
#615889	LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE; LKENP		6p21.1		
#617595	BIRK-LANDAU-PEREZ SYNDROME; BILAPES		4p13		
#618088	NEURODEVELOPMENTAL DISORDER WITH REGRESSION, ABNORMAL MOVEMENTS, LOSS OF SPEECH, AND SEIZURES; NEDAMSS		14q24.3		
#618321	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 2; PEBEL2		13q34		
#103050	ADENYLOSUCCINASE DEFICIENCY; ADSLD		22q13.1		
#615516	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38; MRT38		15q13.1		
#615817	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43; MRT43		12q23.3		
#617665	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 56; DEE56		7q11.23		
#618360	BRAIN SMALL VESSEL DISEASE 3; BSVD3		19p13.11		
#618504	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 71; MRT71		11q22.3		
#618653	INTELLECTUAL DEVELOPMENTAL DISORDER WITH IMPAIRED LANGUAGE AND DYSMORPHIC FACIES; IDDILF		11q23.3		
#617107	THAUVIN-ROBINET-FAIVRE SYNDROME; TROFAS		11q13.1		
#617053	MIRAGE SYNDROME; MIRAGE		7q21.2		
#617802	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICAL ATROPHY; NDMSCA		6p21.33		
#618186	NEUROPATHY, CONGENITAL HYPOMYELINATING, 3; CHN3		17q21.2		
#618840	ALOPECIA-MENTAL RETARDATION SYNDROME 4; APMR4		21q22.3		
#605899	GLYCINE ENCEPHALOPATHY; GCE	HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED; TNH, INCLUDED	3p21.31, 9p24.1, 16q23.2		
#615637	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 41; MRT41		19q13.32		
#117550	SOTOS SYNDROME 1; SOTOS1		5q35.3		
#122470	CORNELIA DE LANGE SYNDROME 1; CDLS1		5p13.2		
#220110	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 1; MC4DN1		9q34.2		
#220111	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 5; MC4DN5		2p21		
#135900	COFFIN-SIRIS SYNDROME 1; CSS1		6q25.3		
#136140	FLOATING-HARBOR SYNDROME; FLHS		16p11.2		
#230350	GALACTOSEMIA III; GALAC3		1p36.11		
#238700	HYPERLYSINEMIA, TYPE I		7q31.32		
#268305	ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES		17q25.3		
#300321	FG SYNDROME 2; FGS2		Xq28		
#300352	CEREBRAL CREATINE DEFICIENCY SYNDROME 1; CCDS1		Xq28		
#300990	MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, AND NEPHROCALCINOSIS; MFHIEN		Xq23		
#301022	MULLEGAMA-KLEIN-MARTINEZ SYNDROME; MKMS		Xq25		
#612582	CHROMOSOME 6pter-p24 DELETION SYNDROME		6pter-p24		
#613563	NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA; NSLL		11q23.3		
#609625	CHROMOSOME 10q26 DELETION SYNDROME		10q26	10:117300000-133797422	
#613886	OBESITY, HYPERPHAGIA, AND DEVELOPMENTAL DELAY; OBHD		9q21.33		
#614306	COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA; CIAT		12q13.13		
#615578	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18; COXPD18		10q26.11		
#615633	SHORT-RIB THORACIC DYSPLASIA 11 WITH OR WITHOUT POLYDACTYLY; SRTD11		9q34.11		
#616902	CHROMOSOME 11p13 DELETION SYNDROME, DISTAL		11p13	11:31000000-36400000	
#617450	JANSEN-DE VRIES SYNDROME; JDVS		17q23.2		
#617694	AL KAISSI SYNDROME; ALKAS		16q24.3		
#617695	PONTOCEREBELLAR HYPOPLASIA, TYPE 11; PCH11		3q12.1-q12.2		
#617831	MENTAL RETARDATION, AUTOSOMAL DOMINANT 55, WITH SEIZURES; MRD55		6q22.1		
#618050	MENTAL RETARDATION, AUTOSOMAL DOMINANT 57; MRD57		17q23.2		
#618188	HYPERPARATHYROIDISM, TRANSIENT NEONATAL; HRPTTN		7q34		
#618284	MICROCEPHALY, CATARACTS, IMPAIRED INTELLECTUAL DEVELOPMENT, AND DYSTONIA WITH ABNORMAL STRIATUM; MCIDDS		11p14.1		
#618347	GALLOWAY-MOWAT SYNDROME 6; GAMOS6		21q22.3		
#618354	NEURODEVELOPMENTAL DISORDER AND LANGUAGE DELAY WITH OR WITHOUT STRUCTURAL BRAIN ABNORMALITIES; NEDLBA		5q31.1		
#618604	SNIJDERS BLOK-FISHER SYNDROME; SNIBFIS		2q12.1		
#618725	INTELLECTUAL DEVELOPMENTAL DISORDER WITH BEHAVIORAL ABNORMALITIES AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT SEIZURES; IDDBCS		11p11.2		
#618752	NEUTROPENIA, SEVERE CONGENITAL, 8, AUTOSOMAL DOMINANT; SCN8		14q13.2		
#618779	COFFIN-SIRIS SYNDROME 11; CSS11		12q13.12		
#618793	INTELLECTUAL DEVELOPMENTAL DISORDER 62; MRD62		17p13.1		
#618870	SKELETAL DYSPLASIA, MILD, WITH JOINT LAXITY AND ADVANCED BONE AGE; SDJLABA		8p21.3		
#618891	MICROCEPHALY, DEVELOPMENTAL DELAY, AND BRITTLE HAIR SYNDROME; MDBH		11p15.4		
#618914	NEURODEVELOPMENTAL, JAW, EYE, AND DIGITAL SYNDROME; NEDJED		5q35.1		
#618918	PERIVENTRICULAR NODULAR HETEROTOPIA 9; PVNH9		5q13.2		
#618929	AGENESIS OF CORPUS CALLOSUM, CARDIAC, OCULAR, AND GENITAL SYNDROME; ACOGS		18q12.1		
#619000	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEIZURES AND LANGUAGE DELAY; IDDSELD		12q24.31		
#619063	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 19; MC4DN19		20p11.23		
#221770	POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY 1; PLOSL1		19q13.12		
#235800	HISTIDINEMIA		12q23.1		
#613161	BETA-UREIDOPROPIONASE DEFICIENCY; UPB1D		22q11.23		
#613675	CHROMOSOME 17q11.2 DELETION SYNDROME, 1.4-MB		17q11.2	17:27400000-33500000	
#614298	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4; NBIA4		19q12		
#614947	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15		15q22.31		
#617054	STRIATONIGRAL DEGENERATION, CHILDHOOD-ONSET; SNDC		16q22.1-q22.2		
#618113	ENCEPHALITIS/ENCEPHALOPATHY, MILD, WITH REVERSIBLE MYELIN VACUOLIZATION; MMERV		11q12.2		
#619061	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 17; MC4DN17		14q32.33		
#200110	ABLEPHARON-MACROSTOMIA SYNDROME; AMS		2q37.3		
#616127	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17; SCAR17		10q24.31		
#616944	MENTAL RETARDATION, AUTOSOMAL DOMINANT 41; MRD41		3q26.32		
#618688	LEUKODYSTROPHY, HYPOMYELINATING, 19, TRANSIENT INFANTILE; HLD19		1q42.12		
#616835	MEIER-GORLIN SYNDROME 6; MGORS6		6p22.3		
#248510	MANNOSIDOSIS, BETA A, LYSOSOMAL; MANSB		4q24		
#613604	CHROMOSOME 16p12.2-p11.2 DELETION SYNDROME, 7.1- TO 8.7-MB		16p12.2-p11.2	16:21200000-35300000	
#615075	NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV		3p22.1		
#613717	TREACHER COLLINS SYNDROME 2; TCS2		13q12.2		
#603736	OHDO SYNDROME, SBBYS VARIANT; SBBYSS		10q22.2		
#248500	MANNOSIDOSIS, ALPHA B, LYSOSOMAL; MANSA		19p13.13		
#617575	NEPHROTIC SYNDROME, TYPE 14; NPHS14		10q22.1		
#617709	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ATAXIA, AND SEIZURES; NEDMAS		1p13.3		
#618213	INFLAMMATORY BOWEL DISEASE, IMMUNODEFICIENCY, AND ENCEPHALOPATHY; IBDIMDE		19q13.2		
#224050	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 1; CAMRQ1		9p24.2		
#602541	MUSCULAR DYSTROPHY, CONGENITAL, MEGACONIAL TYPE; MDCMC		22q13.33		
#603585	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F		6q15		
#604317	MICROCEPHALY 2, PRIMARY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CORTICAL MALFORMATIONS; MCPH2		19q13.12		
#245348	PYRUVATE DEHYDROGENASE E2 DEFICIENCY; PDHDD		11q23.1		
#253220	MUCOPOLYSACCHARIDOSIS, TYPE VII; MPS7		7q11.21		
#261990	ABNORMAL HAIR, JOINT LAXITY, AND DEVELOPMENTAL DELAY; HJDD		11q21		
#300232	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINKED, WITH HYPOMYELINATING LEUKODYSTROPHY; SEMDHL		Xq26.1		
#300590	CORNELIA DE LANGE SYNDROME 2; CDLS2		Xp11.22		
#300801	CHROMOSOME Xp11.23-p11.22 DUPLICATION SYNDROME		Xp11.23-p11.22	X:47600000-54800000	
#300923	MENTAL RETARDATION, X-LINKED 100; MRX100		Xq13.1		
#300963	RITSCHER-SCHINZEL SYNDROME 2; RTSC2		Xp11.23		
#309530	MENTAL RETARDATION, X-LINKED 1; MRX1		Xp11.22		
#311510	WAISMAN SYNDROME; WSMN		Xq28		
#608776	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il; CDG1L		11q23.1		
#608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2		1q42.13		
#612313	GLASS SYNDROME; GLASS		2q33.1		
#612438	LEUKODYSTROPHY, HYPOMYELINATING, 6; HLD6		19p13.3		
#612780	SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, AND ELECTROLYTE IMBALANCE; SESAMES		1q23.2		
#612951	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY		6q27		
#613320	SPONDYLOMETAPHYSEAL DYSPLASIA, MEGARBANE-DAGHER-MELKI TYPE; SMDMDM		16p13.3		
#610443	KOOLEN-DE VRIES SYNDROME; KDVS		17q21.31		
#610759	CORNELIA DE LANGE SYNDROME 3 WITH OR WITHOUT MIDLINE BRAIN DEFECTS; CDLS3		10q25.2		
#613818	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 9; MDDGC9		3p21.31		
#614300	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY		10q22.2		
#614340	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27; MRT27		15q26.3		
#614702	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10		6q13		
#615249	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 12; MDDGA12		8p11.21		
#615328	SHAHEEN SYNDROME; SHNS		13q14.11		
#615824	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7; MC3DN7		6p21.31		
#616116	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 46; MRT46		5q33.1		
#616193	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47; MRT47		1q43		
#616204	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18; SCAR18		4q22.1-q22.2		
#616402	MICROCEPHALY 14, PRIMARY, AUTOSOMAL RECESSIVE; MCPH14		1p21.2		
#616457	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 50; DEE50		2p23.3		
#616539	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26; COXPD26		14q23.1		
#616580	AU-KLINE SYNDROME; AUKS		9q21.32		
#616606	RING CHROMOSOME 14 SYNDROME		Chr.14		
#616632	SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME; SCBMS		5q31.3		
#616652	YUAN-HAREL-LUPSKI SYNDROME; YUHAL		17p12-p11.2	17:10800000-22700000	
#616789	MENTAL RETARDATION AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS; MRFACD		12q24.21		
#616801	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2; IHPRF2		2q34		
#616803	LAMB-SHAFFER SYNDROME; LAMSHF		12p12.1		
#616816	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION; IHPMR		3p25.1		
#616900	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3; IHPRF3		4q24		
#616939	CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION; COCPMR		1p21.2		
#617008	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3; CPSQ3		10q25.1-q25.2		
#617126	ALAZAMI-YUAN SYNDROME; ALYUS		7q22.1		
#617169	SOTOS SYNDROME 3; SOTOS3		19p13.3		
#617260	GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES; GDACCF		3q21.2		
#617290	EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT; EPVB6D		8p11.23		
#617600	MENTAL RETARDATION, AUTOSOMAL DOMINANT 45; MRD45		19q13.2		
#617643	CEREBELLAR ATROPHY, DEVELOPMENTAL DELAY, AND SEIZURES; CADEDS		10q22.3		
#617816	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 16; GPIBD16		1q24.3		
#617914	MICROCEPHALY 20, PRIMARY, AUTOSOMAL RECESSIVE; MCPH20		1q32.1		
#617950	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36; COXPD36		9q34.3		
#618158	INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD		11q13.5-q14.1		
#618170	NEURODEGENERATION, CHILDHOOD-ONSET, STRESS-INDUCED, WITH VARIABLE ATAXIA AND SEIZURES; CONDSIAS		1p34.3		
#618226	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5; MC1DN5		2q33.3		
#618241	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 19; MC1DN19		11q24.2		
#618242	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 21; MC1DN21		14q12		
#618249	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 28; MC1DN28		19p13.11		
#618253	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 33; MC1DN33		22q13.2		
#618367	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, EPILEPSY, AND HYPOMYELINATION; NEDMEHM		15q25.1		
#618381	FACIAL DYSMORPHISM, HYPERTRICHOSIS, EPILEPSY, INTELLECTUAL/DEVELOPMENTAL DELAY, AND GINGIVAL OVERGROWTH SYNDROME; FHEIG		11q13.1		
#618453	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE AND VARIABLE SKELETAL ANOMALIES; IDDSSA		7p22.1		
#618523	HYPER-IgE RECURRENT INFECTION SYNDROME 4, AUTOSOMAL RECESSIVE; HIES4		5q11.2		
#618587	INTELLECTUAL DEVELOPMENTAL DISORDER 60 WITH SEIZURES; MRD60		3q27.1		
#618709	NEURODEVELOPMENTAL DISORDER WITH NONSPECIFIC BRAIN ABNORMALITIES AND WITH OR WITHOUT SEIZURES; NEDBAS		6q27		
#618768	SPASTIC PARAPLEGIA 81, AUTOSOMAL RECESSIVE; SPG81		2p23.3		
#618798	BECK-FAHRNER SYNDROME; BEFAHRS		2p13.1		
#618825	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 63, WITH MACROCEPHALY; MRD63		5p15.2		
#618855	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 44; COXPD44		2q33.3		
#230400	GALACTOSEMIA I; GALAC1	GALACTOSEMIA, DUARTE VARIANT, INCLUDED	9p13.3		
#231000	GAUCHER DISEASE, TYPE III; GD3	GAUCHER DISEASE, TYPE IIIA, INCLUDED	1q22		
#234200	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 1; NBIA1		20p13		
#613603	CHROMOSOME 4q32.1-q32.2 TRIPLICATION SYNDROME		4q32.1-q32.2	4:154600000-163600000	
#160900	MYOTONIC DYSTROPHY 1; DM1		19q13.32		
#123450	CRI-DU-CHAT SYNDROME				
#222748	DIHYDROPYRIMIDINASE DEFICIENCY; DPYSD		8q22.3		
#154400	ACROFACIAL DYSOSTOSIS 1, NAGER TYPE; AFD1		1q21.2		
#156610	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1; CSCSC1		6p21.33		
#158170	CHROMOSOME 9p DELETION SYNDROME		9p		
#166250	OSTEOGLOPHONIC DYSPLASIA; OGD		8p11.23		
#180849	RUBINSTEIN-TAYBI SYNDROME 1; RSTS1		16p13.3		
#182290	SMITH-MAGENIS SYNDROME; SMS	SMITH-MAGENIS SYNDROME CHROMOSOME REGION, INCLUDED; SMCR, INCLUDED	17p11.2		
#201470	ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF; ACADSD		12q24.31		
#204750	2-AMINOADIPIC 2-OXOADIPIC ACIDURIA; AMOXAD		10p14		
#208400	ASPARTYLGLUCOSAMINURIA; AGU		4q34.3		
#213000	CEREBELLAR HYPOPLASIA/ATROPHY, EPILEPSY, AND GLOBAL DEVELOPMENTAL DELAY; CHEGDD		8q23.1		
#601321	NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS		17q11.2		
#601675	TRICHOTHIODYSTROPHY 1, PHOTOSENSITIVE; TTD1		19q13.32		
#602342	PIERPONT SYNDROME; PRPTS		3q26.32		
#604321	MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE; MCPH4		15q15.1		
#604369	SALLA DISEASE; SD		6q13		
#605130	WIEDEMANN-STEINER SYNDROME; WDSTS		11q23.3		
#231070	GERODERMA OSTEODYSPLASTICUM; GO		1q24.2		
#241800	PALLISTER-HALL-LIKE SYNDROME; PHLS		7p14.1, 7q32.1		
#248000	MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE; MGCPH		6p24.1		
#250410	RETINITIS PIGMENTOSA WITH OR WITHOUT SKELETAL ANOMALIES; RPSKA		5q12.3		
#263520	SHORT-RIB THORACIC DYSPLASIA 6 WITH OR WITHOUT POLYDACTYLY; SRTD6		4q33		
#266100	EPILEPSY, PYRIDOXINE-DEPENDENT; EPD		5q23.2		
#269880	SHORT SYNDROME		5q13.1		
#270450	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO; IGF1RES	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO, DUE TO INCREASED BINDING PROTEIN, INCLUDED	15q26.3		
#277590	WEAVER SYNDROME; WVS		7q36.1		
#278250	WRINKLY SKIN SYNDROME; WSS		12q24.31		
#300373	OSTEOPATHIA STRIATA WITH CRANIAL SCLEROSIS; OSCS		Xq11.2		
#300438	HSD10 MITOCHONDRIAL DISEASE; HSD10MD		Xp11.22		
#300486	MENTAL RETARDATION, X-LINKED, WITH CEREBELLAR HYPOPLASIA AND DISTINCTIVE FACIAL APPEARANCE		Xq12		
#300653	PHOSPHOGLYCERATE KINASE 1 DEFICIENCY		Xq21.1		
#300659	MENTAL RETARDATION, X-LINKED 93; MRX93		Xq21.1		
#300799	INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, RAYMOND TYPE; MRXSR		Xq26.1		
#300803	MENTAL RETARDATION, X-LINKED 97; MRX97		Xq21.1		
#300831	CK SYNDROME		Xq28		
#300844	MENTAL RETARDATION, X-LINKED 19; MRX19		Xp22.12		
#300872	AUTISM, SUSCEPTIBILITY TO, X-LINKED 6; AUTSX6		Xq28		
#300888	HYPOTHYROIDISM, CENTRAL, WITH TESTICULAR ENLARGEMENT; CHTE		Xq26.1		
#300968	MENTAL RETARDATION, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED; MRXS99F		Xp11.4		
#301006	GALLOWAY-MOWAT SYNDROME 2, X-LINKED; GAMOS2		Xq28		
#301024	INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 108; MRX108		Xp11.3		
#301029	SHUKLA-VERNON SYNDROME; SHUVER		Xq26.1		
#301039	INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, HACKMANN-DI DONATO TYPE; MRXSHD		Xq24		
#309510	PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME; PRTS		Xp21.3		
#309548	MENTAL RETARDATION, X-LINKED, ASSOCIATED WITH FRAGILE SITE FRAXE		Xq28		
#314580	WIEACKER-WOLFF SYNDROME; WRWF		Xq11.2		
#605407	SEGAWA SYNDROME, AUTOSOMAL RECESSIVE		11p15.5		
#608363	CHROMOSOME 22q11.2 DUPLICATION SYNDROME		22q11.2	22:17400000-25500000	
#611867	CHROMOSOME 22q11.2 DELETION SYNDROME, DISTAL		22q11.2	22:17400000-25500000	
#612718	CEREBRAL CREATINE DEFICIENCY SYNDROME 3; CCDS3		15q21.1		
#610217	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2B; NBIA2B	KARAK SYNDROME, INCLUDED	22q13.1		
#610536	MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE; MFDGA		17q21.31		
#610883	POTOCKI-LUPSKI SYNDROME; PTLS		17p11.2	17:16100000-22700000	
#611209	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIg; CDG2G		17q25.1		
#613684	RUBINSTEIN-TAYBI SYNDROME 2; RSTS2		22q13.2		
#613990	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 3; DKCA3		14q12		
#614020	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14; MRT14		19p13.12		
#614527	CHROMOSOME 17q12 DELETION SYNDROME		17q12	17:33500000-39800000	
#614607	COFFIN-SIRIS SYNDROME 2; CSS2	CHROMOSOME 1p36.11 DUPLICATION SYNDROME, INCLUDED	1p36.11		
#614613	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS2		5q11.2-q12.1		
#614744	FACIAL PARESIS, HEREDITARY CONGENITAL, 3; HCFP3		17q21.32		
#614753	SOTOS SYNDROME 2; SOTOS2		19p13.13		
#614756	CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION; CANPMR		1p36.31-p36.23		
#615145	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9; MCOPCB9	MICROPHTHALMIA, SYNDROMIC 15, INCLUDED; MCOPS15, INCLUDED	4q34.3-q35.1		
#615386	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14; SCAR14		11q13.2		
#615432	SPECIFIC LANGUAGE IMPAIRMENT 5; SLI5		2q36.3		
#615433	CHROMOSOME 3q13.31 DELETION SYNDROME		3q13.31	3:113700000-117600000	
#615541	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39; MRT39		8p12		
#615656	CHROMOSOME 15q11.2 DELETION SYNDROME		15q11.2	15:20500000-25500000	
#615668	CHROMOSOME 5q12 DELETION SYNDROME		5q12	5:59600000-67400000	
#615777	DESBUQUOIS DYSPLASIA 2; DBQD2		16p12.3		
#615834	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26; MRD26		7q11.22		
#616083	MENTAL RETARDATION, AUTOSOMAL DOMINANT 30; MRD30		10p15.3		
#616222	TEMPLE SYNDROME		14q32	14:89300000-107043718	
#616266	CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY; CLIFAHDD		13q32.3-q33.1		
#616507	OSTEOGENESIS IMPERFECTA, TYPE XVII; OI17		5q33.1		
#616521	MENTAL RETARDATION, AUTOSOMAL DOMINANT 39; MRD39	CHROMOSOME 2p25.3 DELETION SYNDROME, INCLUDED	2p25.3		
#616541	SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION; SSMED		5q14.2		
#616734	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2; CSCSC2		18q12.1-q12.2		
#616831	LUSCAN-LUMISH SYNDROME; LLS		3p21.31		
#616875	CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION; CAVIPMR		1p36.13		
#617173	INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA; IDDCA		15q21.2		
