OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 1, 2)'
Downloaded:	Nov 17, 2020
#613206	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE; SPG44		1q42.13		
#613217	DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL; DIAR5		2p21		
#613224	NOONAN SYNDROME 6; NS6		1p13.2		
#613235	FACTOR XIII, B SUBUNIT, DEFICIENCY OF		1q31.3		
#613280	HYPERMANGANESEMIA WITH DYSTONIA 1; HMNDYT1		1q41		
#613471	REYNOLDS SYNDROME		1q42.12		
#613480	LYMPHATIC MALFORMATION 3; LMPHM3		1q42.13		
#613517	MICROPHTHALMIA, ISOLATED 6; MCOP6		2q37.1		
#613573	ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1; EDSS1		1q23.3		
#609227	GRISCELLI SYNDROME, TYPE 3; GS3		2q37.3		
#609260	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2A; CMT2A2A		1p36.22		
#609284	NEMALINE MYOPATHY 1; NEM1	CAP MYOPATHY 1, INCLUDED; CAPM1, INCLUDED	1q21.3		
#609583	JOUBERT SYNDROME 4; JBTS4		2q13		
#609634	MIGRAINE, FAMILIAL HEMIPLEGIC, 3; FHM3		2q24.3		
#609734	OBESITY, EARLY-ONSET, WITH ADRENAL INSUFFICIENCY AND RED HAIR; OBAIRH		2p23.3		
#609814	COMPLEMENT FACTOR H DEFICIENCY; CFHD		1q31.3		
#609820	ERYTHROCYTOSIS, FAMILIAL, 3; ECYT3		1q42.2		
#609913	RETINITIS PIGMENTOSA 32; RP32		1p13.3		
#610015	GLUTAMINE DEFICIENCY, CONGENITAL		1q25.3		
#610021	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 7; HHF7		1p13.2		
#610100	GIANT AXONAL NEUROPATHY 2, AUTOSOMAL DOMINANT; GAN2		1q23.2		
#610140	HEART-HAND SYNDROME, SLOVENIAN TYPE		1q22		
#610163	IMMUNODEFICIENCY 25; IMD25		1q24.2		
#610205	ALAGILLE SYNDROME 2; ALGS2		1p12		
#610220	DEAFNESS, AUTOSOMAL RECESSIVE 59; DFNB59		2q31.2		
#610250	SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT; SPG31		2p11.2		
#610256	ANTERIOR SEGMENT DYSGENESIS 2; ASGD2		1p33		
#610282	RETINITIS PIGMENTOSA 35; RP35		1q22		
#610283	CONE-ROD DYSTROPHY 10; CORD10		1q22		
#610293	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 1; GPIBD1		1q23.2		
#610357	SPASTIC PARAPLEGIA 30, AUTOSOMAL DOMINANT; SPG30	SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE, INCLUDED	2q37.3		
#610475	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2; PPNAD2		2q31.2		
#610542	MYASTHENIC SYNDROME, CONGENITAL, 12; CMS12		2p13.3		
#610612	LEBER CONGENITAL AMAUROSIS 12; LCA12		1q32.3		
#610644	PALMOPLANTAR HYPERKERATOSIS WITH SQUAMOUS CELL CARCINOMA OF SKIN AND 46,XX SEX REVERSAL	PALMOPLANTAR HYPERKERATOSIS AND TRUE HERMAPHRODITISM, INCLUDED	1p34.3		
#610651	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP B; XPB	XERODERMA PIGMENTOSUM B/COCKAYNE SYNDROME, INCLUDED	2q14.3		
#610733	NOONAN SYNDROME 4; NS4		2p22.1		
#610738	NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE; SCN3		1q21.3		
#610798	IMMUNODEFICIENCY DUE TO DEFECT IN MAPBP-INTERACTING PROTEIN		1q22		
#610805	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 1; CAKUT1		1q32.1		
#610829	HOLOPROSENCEPHALY 9; HPE9		2q14.2		
#610915	OSTEOGENESIS IMPERFECTA, TYPE VIII; OI8		1p34.2		
#611067	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 4; DSMA4		1p36.31		
#611090	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 12; MRT12		1p34.1		
#611105	LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION; LBSL		1q25.1		
#611390	SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE; SPAX3		2q33.1		
#613589	LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6; LDLCQ6		1p13.3		
#613610	CRANIOECTODERMAL DYSPLASIA 2; CED2		2p24.1		
#613611	CHOANAL ATRESIA AND LYMPHEDEMA; CATLPH		1q32-q41		
#613617	RETINITIS PIGMENTOSA 58; RP58		2p23.3		
#613652	C1q DEFICIENCY; C1QD		1p36.12, 1p36.12, 1p36.12		
#613658	RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 1; RILDBC1		2q36.1		
#613681	CHROMOSOME 2q31.1 DUPLICATION SYNDROME		2q31.1	2:168900000-177100000	
#613697	CARDIOMYOPATHY, DILATED, 1V; CMD1V		1q42.13		
#613705	OROFACIAL CLEFT 10; OFC10		2q33.1		
#613721	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 11; DEE11		2q24.3		
#613724	LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY; LKDMN		1p32.3		
#613735	BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS; BRMUTD	CHROMOSOME 1p32-p31 DELETION SYNDROME, INCLUDED	1p31.3		
#613765	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9; CMH9		2q31.2		
#613789	COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II; C8D2		1p32.2		
#613790	COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I; C8D1		1p32.2		
#613791	MASP2 DEFICIENCY		1p36.22		
#613793	BLOOD GROUP, CROMER SYSTEM; CROM		1q32.2		
#613794	RETINITIS PIGMENTOSA 20; RP20		1p31.3		
#613796	IMMUNODEFICIENCY 31B; IMD31B		2q32.2		
#613800	MEIER-GORLIN SYNDROME 2; MGORS2		2q23.1		
#613819	SHORT-RIB THORACIC DYSPLASIA 4 WITH OR WITHOUT POLYDACTYLY; SRTD4		2q24.3		
#613820	NEPHRONOPHTHISIS 12; NPHP12	JOUBERT SYNDROME 11, INCLUDED; JBTS11, INCLUDED	2q24.3		
#613835	LEBER CONGENITAL AMAUROSIS 8; LCA8		1q31.3		
#613855	EPISODIC ATAXIA, TYPE 5; EA5		2q23.3		
#613860	FICOLIN 3 DEFICIENCY		1p36.11		
#613861	RETINITIS PIGMENTOSA 59; RP59	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ibb, INCLUDED; CDG1BB, INCLUDED	1p36.11		
#613862	RETINITIS PIGMENTOSA 38; RP38		2q13		
#613863	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 7; GEFSP7	FEBRILE SEIZURES, FAMILIAL, 3B, INCLUDED; FEB3B, INCLUDED	2q24.3		
#613870	HIRSCHSPRUNG DISEASE, CARDIAC DEFECTS, AND AUTONOMIC DYSFUNCTION; HCAD		1p36.12		
#613876	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 20; CMH20		1p31.1		
#614049	ATRIAL FIBRILLATION, FAMILIAL, 11; ATFB11		1q21.2		
#614066	SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47		1p13.2		
#614083	FANCONI ANEMIA, COMPLEMENTATION GROUP L; FANCL		2p16.1		
#614091	SHORT-RIB THORACIC DYSPLASIA 7 WITH OR WITHOUT POLYDACTYLY; SRTD7	SHORT-RIB THORACIC DYSPLASIA 7/20 WITH POLYDACTYLY, DIGENIC, INCLUDED; SRTD7/20, INCLUDED	2p24.1		
#614102	IMMUNOGLOBULIN KAPPA LIGHT CHAIN DEFICIENCY; IGKCD		2p11.2		
#614122	CHITOTRIOSIDASE DEFICIENCY; CHITD		1q32.1		
#614162	IMMUNODEFICIENCY 31C; IMD31C		2q32.2		
#614167	MYOPIA 21, AUTOSOMAL DOMINANT; MYP21		1p22.2		
#614186	LEBER CONGENITAL AMAUROSIS 16; LCA16		2q37.1		
#614204	PSORIASIS 14, PUSTULAR; PSORS14		2q14.1		
#614212	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 4; IIAE4		1p32.3		
#614213	NEUROPATHY, HEREDITARY SENSORY, TYPE IIC; HSN2C		2q37.3		
#614225	WARBURG MICRO SYNDROME 2; WARBM2		1q41		
#614229	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11; SCAR11		1q32.2		
#614255	NESCAV SYNDROME; NESCAVS		2q37.3		
#614261	MICROCEPHALY-CAPILLARY MALFORMATION SYNDROME; MICCAP		2p13.1		
#614284	STICKLER SYNDROME, TYPE V; STL5		1p34.2		
#614299	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA; MMDS2		2p13.1		
#614325	PITT-HOPKINS-LIKE SYNDROME 2; PTHSL2		2p16.3		
#614328	INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 1; NISBD1		2p25.1		
#614350	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 5; HNPCC5		2p16.3		
#614389	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 1; RPRGL1		1q24.2		
#614424	JOUBERT SYNDROME 14; JBTS14		2q33.1		
#614470	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER; RALD		1p13.2, 12p12.1		
#614493	WISKOTT-ALDRICH SYNDROME 2; WAS2		2q31.1		
#614496	PSEUDOHYPOALDOSTERONISM, TYPE IIE; PHA2E		2q36.2		
#614497	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7; MCOPCB7		2q35		
#614501	PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM; PMRED		1p34.3		
#614507	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ir; CDG1R		1p36.12		
#614607	COFFIN-SIRIS SYNDROME 2; CSS2	CHROMOSOME 1p36.11 DUPLICATION SYNDROME, INCLUDED	1p36.11		
#614662	CORTISONE REDUCTASE DEFICIENCY 2; CORTRD2		1q32.2		
#614699	IMMUNODEFICIENCY, COMMON VARIABLE, 7; CVID7		1q32.2		
#614751	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VB; HMN5B		2p11.2		
#614756	CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION; CANPMR		1p36.31-p36.23		
#614800	SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY; SOPH		2p24.3		
#614809	CFHR5 DEFICIENCY		1q31.3		
#614816	LOEYS-DIETZ SYNDROME 4; LDS4		1q41		
#614842	HYPOGONADOTROPIC HYPOGONADISM 13 WITH OR WITHOUT ANOSMIA; HH13		1q32.1		
#614847	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12; EIG12		1p34.2		
#614870	PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER); PBD6A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 7, INCLUDED; CG7, INCLUDED	1p36.32		
#614871	PEROXISOME BIOGENESIS DISORDER 6B; PBD6B		1p36.32		
#614880	HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA; HH15		2q14.3		
#614881	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5; DSMA5		2q35		
#614883	PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER); PBD11A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 13, INCLUDED; CG13, INCLUDED	2p15		
#614885	PEROXISOME BIOGENESIS DISORDER 11B; PBD11B		2p15		
#614886	PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER); PBD12A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 14, INCLUDED	1q23.2		
#614887	PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER); PBD13A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP K, INCLUDED; CGK, INCLUDED	1p36.22		
#614892	IMMUNODEFICIENCY 31A; IMD31A		2q32.2		
#614920	PEROXISOME BIOGENESIS DISORDER 14B; PEX14B		1q21.1		
#614921	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE It; CDG1T		1p31.3		
#614932	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13; COXPD13		2p16.1		
#614934	DEAFNESS, AUTOSOMAL RECESSIVE 70; DFNB70		2p16.1		
#614940	ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT; ECTD11A		1q42-q43		
#614941	ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE; ECTD11B		1q42-q43		
#614963	LEPTIN RECEPTOR DEFICIENCY; LEPRD		1p31.3		
#614969	PONTOCEREBELLAR HYPOPLASIA, TYPE 7; PCH7		1p34.1		
#615006	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 15; DEE15		1p34.1		
#615010	AICARDI-GOUTIERES SYNDROME 6; AGS6		1q21.3		
#615059	HYPOTRICHOSIS 11; HYPT11		1q32.1		
#615065	ARTHROGRYPOSIS, DISTAL, TYPE 5D; DA5D		2q37.1		
#615074	GAND SYNDROME; GAND		1q21.3		
#615112	UROFACIAL SYNDROME 2; UFS2		1p13.2		
#615120	MYASTHENIC SYNDROME, CONGENITAL, 8; CMS8		1p36.33		
#615181	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11; MDDGA11		1q42.3		
#615188	CATARACT 39, MULTIPLE TYPES; CTRCT39		2q33.3		
#615234	ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 2; AHMIO2		2q14.2		
#615264	BLOOD GROUP, VEL SYSTEM; VEL	VEL-NULL PHENOTYPE, INCLUDED	1p36.32		
#615281	HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY; HBSL		2q21.3		
#615282	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2; CDCBM2		2q23.1-q23.2		
#615285	NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE; SCN5		1q21.2		
#615294	CILIARY DYSKINESIA, PRIMARY, 21; CILD21		2p23.3		
#615330	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 3; MMDS3		1q42.13		
#615344	PULMONARY HYPERTENSION, PRIMARY, 4; PPH4		2p23.3		
#615349	EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2; EDSSPD2		1p36.33		
#615355	NOONAN SYNDROME 8; NS8		1q22		
#615373	LEFT VENTRICULAR NONCOMPACTION 8; LVNC8	CARDIOMYOPATHY, DILATED, 1LL, INCLUDED; CMD1LL, INCLUDED	1p36.32		
#615376	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE C; CMTRIC		1p36.31		
#615395	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 16; COXPD16		2q36.1		
#615400	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5; FAME5		1q32.1		
#615402	DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3; DUH3		2q35		
#615429	DEAFNESS, AUTOSOMAL RECESSIVE 88; DFNB88		2p11.2		
#615432	SPECIFIC LANGUAGE IMPAIRMENT 5; SLI5		2q36.3		
#615476	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 18; DEE18		1p34.2		
#615510	ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME; AAMR		2q35		
#615511	MYOPATHY DUE TO MYOADENYLATE DEAMINASE DEFICIENCY; MMDD		1p13.2		
#615513	IMMUNODEFICIENCY 14; IMD14		1p36.22		
#615515	AMYOTROPHIC LATERAL SCLEROSIS 19; ALS19		2q34		
#615528	PARKINSON DISEASE 19A, JUVENILE-ONSET; PARK19A	PARKINSON DISEASE 19B, EARLY-ONSET, INCLUDED; PARK19B, INCLUDED	1p31.3		
#615553	ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES; AMRS		1p21.2		
#615558	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 1; FHBL1	LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 4, INCLUDED; LDLCQ4, INCLUDED	2p24.1		
#615565	RETINITIS PIGMENTOSA 67; RP67		1q32.3		
#615593	IMMUNODEFICIENCY 16; IMD16		1p36.33		
#615630	SHORT-RIB THORACIC DYSPLASIA 10 WITH OR WITHOUT POLYDACTYLY; SRTD10		2p23.3		
#615665	JOUBERT SYNDROME 22; JBTS22		2q37.1		
#615686	SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE; SPG63		1p13.3		
#615707	IMMUNODEFICIENCY 20; IMD20		1q23.3		
#615724	PREMATURE OVARIAN FAILURE 9; POF9		1p22.2		
#615731	NEMALINE MYOPATHY 9; NEM9		2q31.1		
#615745	ATRIAL STANDSTILL 2; ATRST2		1p36.22		
#615758	IMMUNODEFICIENCY 22; IMD22		1p35.2		
#615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES; SSMCF		2p21		
#615802	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42; MRT42		2q33.1		
#615809	PONTOCEREBELLAR HYPOPLASIA, TYPE 9; PCH9		1p13.3		
#615829	XIA-GIBBS SYNDROME; XIGIS		1p36.1-p35.3		
#615846	AICARDI-GOUTIERES SYNDROME 7; AGS7		2q24.2		
#615849	CULLER-JONES SYNDROME; CJS		2q14.2		
#615859	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 23; DEE23		1p31.3		
#615866	COFFIN-SIRIS SYNDROME 9; CSS9		2p25.2		
#615879	TATTON-BROWN-RAHMAN SYNDROME; TBRS		2p23.3		
#615897	IMMUNODEFICIENCY 24; IMD24		1p34.2		
#615918	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21; COXPD21		1q21.2		
#615937	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 2; MPPH2		1q43-q44		
#615945	SPINOCEREBELLAR ATAXIA 37; SCA37		1p32.2-p32.1		
#615959	MYOPATHY, CENTRONUCLEAR, 5; CNM5		2q35		
#615983	BARDET-BIEDL SYNDROME 5; BBS5		2q31.1		
#615992	BARDET-BIEDL SYNDROME 15; BBS15		2p15		
#615993	BARDET-BIEDL SYNDROME 16; BBS16		1q43-q44		
#616001	BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 2; BNAH2		1p34.2		
#616007	CATARACTS, GROWTH HORMONE DEFICIENCY, SENSORY NEUROPATHY, SENSORINEURAL HEARING LOSS, AND SKELETAL DYSPLASIA; CAGSSS		1q41		
#616040	MYASTHENIC SYNDROME, CONGENITAL, 7, PRESYNAPTIC; CMS7		1q32.1		
#616050	AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS; AIFEC		2p22.3		
#616095	MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY; MCT1D		1p13.2		
#616098	IMMUNODEFICIENCY 37; IMD37		1p22.3		
#616100	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE V; ALPS5		2q33.2		
#616106	PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO; PSORS15		2q36.1		
#616115	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 4; FCAS4		2p22.3		
#616117	CARDIAC CONDUCTION DISEASE WITH OR WITHOUT DILATED CARDIOMYOPATHY; CCDD		1p31.1		
#616126	IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION; IMD38		1p36.33		
#616193	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47; MRT47		1q43		
#616200	RUIJS-AALFS SYNDROME; RJALS		1q42.2		
#616208	AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA; ALS22		2q35		
#616221	AMELOGENESIS IMPERFECTA, TYPE IH; AI1H		2q24.2		
#616224	MYASTHENIC SYNDROME, CONGENITAL, 22; CMS22		2p21		
#616227	MYASTHENIC SYNDROME, CONGENITAL, 15; CMS15		1p21.3		
#616231	MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES; VMCQA		1q23.2		
#616249	LONG QT SYNDROME 15; LQT15		2p21		
#616258	MECKEL SYNDROME 12; MKS12		1q32.1		
#616269	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 48; MRT48		1p13.3		
#616278	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 5; CBAS5		1p21.3		
#616291	LICHTENSTEIN-KNORR SYNDROME; LIKNS		1p36.11		
#616299	LIPOYLTRANSFERASE 1 DEFICIENCY; LIPT1D		2q11.2		
#616321	MYASTHENIC SYNDROME, CONGENITAL, 3A, SLOW-CHANNEL; CMS3A		2q37.1		
#616322	MYASTHENIC SYNDROME, CONGENITAL, 3B, FAST-CHANNEL; CMS3B		2q37.1		
#616323	MYASTHENIC SYNDROME, CONGENITAL, 3C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS3C		2q37.1		
#616331	ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2; DRS2		1p36.33		
#616364	WHITE-SUTTON SYNDROME; WHSUS		1q21.3		
#616366	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 32; DEE32		1p13.3		
#616390	TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE; TTD2		2q14.3		
#616394	RETINITIS PIGMENTOSA 71; RP71		2p23.3		
#616399	BRUGADA SYNDROME 9; BRGDA9		1p13.2		
#616402	MICROCEPHALY 14, PRIMARY, AUTOSOMAL RECESSIVE; MCPH14		1p21.2		
#616411	DYSTONIA 27; DYT27		2q37.3		
#616413	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6; IBGC6		1q25.3		
#616414	AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE; AILJK		1q23.2		
#616420	LEUKODYSTROPHY, HYPOMYELINATING, 10; HLD10		1q42.12		
#616430	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25; COXPD25		2q33.1		
#616435	FANCONI ANEMIA, COMPLEMENTATION GROUP T; FANCT		1q32.1		
#616451	SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSIVE; SPG74		1q42.13		
#616457	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 50; DEE50		2p23.3		
#616462	ACROFACIAL DYSOSTOSIS, CINCINNATI TYPE; AFDCIN		2p11.2		
#616479	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2; PEOB2		2p25.3		
#616483	INFANTILE LIVER FAILURE SYNDROME 2; ILFS2		2p24.3		
#616486	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN IMAGING ABNORMALITIES; NEDMISBA		1p34.2		
#616500	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 9; MC4DN9		2q11.2		
#616501	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 13; MC4DN13		1q42.2		
#616502	CONE-ROD DYSTROPHY 21; CORD21		1p13.3		
#616516	EMERY-DREIFUSS MUSCULAR DYSTROPHY 3, AUTOSOMAL RECESSIVE; EDMD3		1q22		
#616517	ACHROMATOPSIA 7; ACHM7		1q23.3		
#616521	MENTAL RETARDATION, AUTOSOMAL DOMINANT 39; MRD39	CHROMOSOME 2p25.3 DELETION SYNDROME, INCLUDED	2p25.3		
#616622	IMMUNODEFICIENCY 42; IMD42		1q21.3		
#616629	SENIOR-LOKEN SYNDROME 9; SLSN9		2q37.3		
#616631	POROKERATOSIS 9, MULTIPLE TYPES; POROK9		1q22		
#616638	SMITH-KINGSMORE SYNDROME; SKS		1p36.22		
#616651	ROIFMAN SYNDROME; RFMN		2q14.2		
#616657	SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY; SPATCCM		2p14		
#616728	CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES; CPRF		1p36.12		
#616737	TAKENOUCHI-KOSAKI SYNDROME; TKS		1p36.12		
#616739	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51; MRT51		2q22.1		
#616781	JOUBERT SYNDROME 25; JBTS25		1p36.32		
#616801	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2; IHPRF2		2q34		
#616817	MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 2; MSSGM2		1q32.1		
#616827	MUSCULAR DYSTROPHY, AUTOSOMAL RECESSIVE, WITH CARDIOMYOPATHY AND TRIANGULAR TONGUE; MDRCMTT		2q14.3		
#616828	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIo; CDG2O		2q21.1		
#616833	PAGET DISEASE OF BONE 6; PDB6		1q21.3		
#616852	MYOPATHY, SCAPULOHUMEROPERONEAL; SHPM		1q42.13		
#616875	CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION; CAVIPMR		1p36.13		
#616882	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3; FASPS3		1p36.23		
#616887	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 52; MRT52		2q11.2		
#616890	SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY; SFMMP		2q31.1		
#616910	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 3; ICF3		2q31.1		
#616939	CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION; COCPMR		1p21.2		
#616948	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 22; SCAR22		2q11.2		
#616973	MENTAL RETARDATION, AUTOSOMAL DOMINANT 42; MRD42		1p36.33		
#616975	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART; NEDBEH		1p36.23		
#617006	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 2; ADMIO2		2q11.2		
#617014	NEUTROPENIA, SEVERE CONGENITAL, 7, AUTOSOMAL RECESSIVE; SCN7		1p34.3		
#617020	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 38; DEE38		1q42.2		
#617023	RETINITIS PIGMENTOSA 75; RP75		2p23.3		
#617026	PONTOCEREBELLAR HYPOPLASIA, TYPE 2F; PCH2F		1q25.3		
#617068	PORTAL HYPERTENSION, NONCIRRHOTIC; NCPH		2p13.1		
#617070	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4; PEOB4		2p13.1		
