OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 6, 7, 8, 9)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#610265	DEAFNESS, AUTOSOMAL RECESSIVE 67; DFNB67		6p21.31		
#610353	EPILEPSY, NOCTURNAL FRONTAL LOBE, 4; ENFL4	SEIZURES, BENIGN FAMILIAL INFANTILE, 6, INCLUDED; BFIS6, INCLUDED	8p21.2		
#610356	RETINAL CONE DYSTROPHY 3B; RCD3B		9p24.2		
#610442	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, GENEVIEVE TYPE; SEMDG		9q22.33		
#610455	TUMORAL CALCINOSIS, NORMOPHOSPHATEMIC, FAMILIAL; NFTC		7q21.2		
#610460	THIOPURINES, POOR METABOLISM OF, 1; THPM1		6p22.3		
#610532	LEUKODYSTROPHY, HYPOMYELINATING, 5; HLD5		7p15.3		
#610600	CORTICOSTERONE METHYLOXIDASE TYPE II DEFICIENCY		8q24.3		
#610688	JOUBERT SYNDROME 6; JBTS6		8q22.1		
#610743	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8		6q25.2		
#610768	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Im; CDG1M		9q34.11		
#610828	HOLOPROSENCEPHALY 7; HPE7		9q22.32		
#610852	CILIARY DYSKINESIA, PRIMARY, 6; CILD6		7p14.1		
#610913	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 2; SMDP2		8p21.3		
#610992	PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY; PSATD		9q21.2		
#611092	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6; MRT6		6q16.3		
#611093	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7; MRT7		8p22		
#611225	SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE; SPG18		8p11.23		
#611228	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J; CMT4J		6q21		
#611376	MUNGAN SYNDROME; MGS		8q23-q24	8:105100000-145138636	
#611383	USHER SYNDROME, TYPE IID; USH2D		9q32		
#613612	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIi; CDG2I		7q22.3		
#613647	SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE; SPG48		7p22.1		
#613671	MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS; MRAMS		6q21		
#613674	VESICOURETERAL REFLUX 3; VUR3		8q11.23		
#613688	LONG QT SYNDROME 2; LQT2	LONG QT SYNDROME 2, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED	7q36.1, 12q12		
#613703	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6; MCOPCB6		8q22.1, 12p13.31		
#613706	NOONAN SYNDROME 7; NS7		7q34		
#613707	LEOPARD SYNDROME 3; LPRD3		7q34		
#613723	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 17; LGMDR17		8q24.3		
#613812	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 3; CBAS3		8q12.3		
#613837	LEBER CONGENITAL AMAUROSIS 11; LCA11		7q32.1		
#613843	LEBER CONGENITAL AMAUROSIS 15; LCA15	RETINITIS PIGMENTOSA, JUVENILE, TULP1-RELATED, INCLUDED	6p21.31		
#613865	DEAFNESS, AUTOSOMAL RECESSIVE 61; DFNB61		7q22.1		
#613874	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 18; CMH18		6q22.31		
#613886	OBESITY, HYPERPHAGIA, AND DEVELOPMENTAL DELAY; OBHD		9q21.33		
#613887	CATARACT 36; CTRCT36		9q22.33		
#613957	SPERMATOGENIC FAILURE 8; SPGF8		9q33.3		
#614023	PHOSPHOSERINE PHOSPHATASE DEFICIENCY; PSPHD		7p11.2		
#614052	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2; MC5DN2		8q21.11		
#614065	MYOPATHY, DISTAL, 4; MPD4		7q32.1		
#614069	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 2; ICF2		6q21		
#614076	HERMANSKY-PUDLAK SYNDROME 7; HPS7		6p22.3		
#614078	CHONDRODYSPLASIA WITH JOINT DISLOCATIONS, GPAPP TYPE		8q12.1		
#614096	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8; COXPD8		6p21.1		
#614113	MENTAL RETARDATION, AUTOSOMAL DOMINANT 2; MRD2		9p24		
#614115	CORTICAL MALFORMATIONS, OCCIPITAL; OCCM		9q34.12		
#614135	EPIPHYSEAL DYSPLASIA, MULTIPLE, 6; EDM6		6q13		
#614156	HYPERBILIVERDINEMIA; HBLVD		7p13		
#614181	RETINITIS PIGMENTOSA 62; RP62		6p24.2		
#614188	CRANIOSYNOSTOSIS AND DENTAL ANOMALIES; CRSDA		9p13.3		
#614202	RAFIQ SYNDROME; RAFQS		9q34.3		
#614230	CHROMOSOME 8q21.11 DELETION SYNDROME		8q21.11	8:72000000-74600000	
#614249	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 18; MRT18		6q23.2		
#614250	NARCOLEPSY 7; NRCLP7		6p22.1		
#614254	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL DOMINANT; NDHMSD		9q34.3		
#614278	PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE DEFICIENCY; PAFAD		6p12.3		
#614293	HYDATIDIFORM MOLE, RECURRENT, 2; HYDM2		6q13		
#614373	AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE; ALS16		9p13.3		
#614380	COMPLEMENT COMPONENT 4A DEFICIENCY; C4AD		6p21.33		
#614409	SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE; SPG46		9p13.3		
#614411	GLYCEROL QUANTITATIVE TRAIT LOCUS; GLYCQTL	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 17, INCLUDED; BMIQ17, INCLUDED	9p13.3		
#614417	EPILEPSY, FAMILIAL TEMPORAL LOBE, 5; ETL5		8q13.2		
#614418	FEBRILE SEIZURES, FAMILIAL, 11; FEB11		8q13.2		
#614429	VENTRICULAR SEPTAL DEFECT 1; VSD1		8p23.1		
#614430	ATRIOVENTRICULAR SEPTAL DEFECT 4; AVSD4		8p23.1		
#614431	VENTRICULAR SEPTAL DEFECT 2; VSD2		6q24.1		
#614433	ATRIAL SEPTAL DEFECT 8; ASD8		6q24.1		
#614436	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P; CMT2P		9q33.3-q34.1		
#614457	ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION; ISQMR		6q14.1		
#614458	THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE); THMD5		7q35		
#614464	JOUBERT SYNDROME 15; JBTS15	JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED	7q32.2		
#614485	TRIGONOCEPHALY 2; TRIGNO2		9p22.3		
#614498	RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL; RMFSL		7p22.3		
#614500	CONE-ROD DYSTROPHY 16; CORD16	RETINITIS PIGMENTOSA 64, INCLUDED; RP64, INCLUDED	8q22.1		
#614521	THROMBOCYTHEMIA 3; THCYT3		9p24.1		
#614524	FIBROCHONDROGENESIS 2; FBCG2		6p21.32		
#614557	EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2; EDSKSCL2		7p14.3		
#614602	TRICHOHEPATOENTERIC SYNDROME 2; THES2		6p21.33		
#614643	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 7; MDDGA7		7p21.2		
#614652	COENZYME Q10 DEFICIENCY, PRIMARY, 3; COQ10D3		6q21		
#614653	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI; HSAN6		6p12.1		
#614672	CARDIOMYOPATHY, DILATED, 2B; CMD2B		7q21.2		
#614678	PONTOCEREBELLAR HYPOPLASIA, TYPE 1B; PCH1B		9p13.2		
#614691	CATARACT 38; CTRCT38		7q34		
#614701	CORNELIA DE LANGE SYNDROME 4 WITH OR WITHOUT MIDLINE BRAIN DEFECTS; CDLS4		8q24.11		
#614702	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10; COXPD10		6q13		
#614707	BROWN-VIALETTO-VAN LAERE SYNDROME 2; BVVLS2		8q24.3		
#614739	3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDEL		6q25.3		
#614741	MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY; MPYCD		6q27		
#614749	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2; HPMRS2		9p13.3		
#614831	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13; SCAR13		6q24.3		
#614838	HYPOGONADOTROPIC HYPOGONADISM 9 WITH OR WITHOUT ANOSMIA; HH9		9q34.3		
#614841	HYPOGONADOTROPIC HYPOGONADISM 12 WITH OR WITHOUT ANOSMIA; HH12		8p21.2		
#614856	OSTEOGENESIS IMPERFECTA, TYPE XIII; OI13		8p21.3		
#614862	PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER); PBD4A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 4, INCLUDED; CG4, INCLUDED	6p21.1		
#614863	PEROXISOME BIOGENESIS DISORDER 4B; PBD4B		6p21.1		
#614866	PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER); PBD5A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 5, INCLUDED; CG5, INCLUDED	8q21.13		
#614867	PEROXISOME BIOGENESIS DISORDER 5B; PBD5B		8q21.13		
#614874	CILIARY DYSKINESIA, PRIMARY, 18; CILD18		7p22.3		
#614879	PEROXISOME BIOGENESIS DISORDER 9B; PBD9B	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 11, INCLUDED; CG11, INCLUDED	6q23.3		
#614882	PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER); PBD10A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 12, INCLUDED; CG12, INCLUDED	6q24.2		
#614897	HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA; HH16		7q21.11		
#614898	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE; SPG53		8p22		
#614922	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11		6q25.1		
#614935	CILIARY DYSKINESIA, PRIMARY, 19; CILD19		8q24.22		
#614946	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14; COXPD14		6p25.1		
#614959	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 14; DEE14		9q34.3		
#614962	LEPTIN DEFICIENCY OR DYSFUNCTION; LEPD		7q32.1		
#614972	CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3; ICP3		7q21.12		
#614980	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2; CHTD2		6q25.1		
#615005	EPILEPSY, NOCTURNAL FRONTAL LOBE, 5; ENFL5		9q34.3		
#615024	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 10; ARCI10		6p21.31		
#615033	SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE; SPG54		8p11.23		
#615040	EPISODIC PAIN SYNDROME, FAMILIAL, 1; FEPS1		8q21.11		
#615042	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iu; CDG1U		9q34.11		
#615082	C3HEX, ABILITY TO SMELL		6p22.1		
#615085	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 8; OPTB8		7p15.2		
#615155	STEEL SYNDROME; STLS		9q32		
#615158	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 3; MC3DN3		8q22.1		
#615191	LISSENCEPHALY 5; LIS5		7q31.1		
#615206	IMMUNODEFICIENCY 11; IMD11A		7p22.2		
#615219	HYDROCEPHALUS, CONGENITAL, 2, WITH OR WITHOUT BRAIN OR EYE ANOMALIES; HYC2		9p23		
#615235	CARDIOMYOPATHY, DILATED, 1JJ; CMD1JJ		6q21		
#615249	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 12; MDDGA12		8p11.21		
#615270	HYPOGONADOTROPIC HYPOGONADISM 20 WITH OR WITHOUT ANOSMIA; HH20		8p21.3		
#615290	SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2A, CHILDHOOD ONSET, AUTOSOMAL DOMINANT; SMALED2A		9q22.31		
#615343	PULMONARY HYPERTENSION, PRIMARY, 3; PPH3		7q31.2		
#615360	LEBER CONGENITAL AMAUROSIS 17; LCA17		8q22.1		
#615363	ESTROGEN RESISTANCE; ESTRR		6q25.1-q25.2		
#615382	NEPHRONOPHTHISIS 16; NPHP16		9q22.33		
#615425	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2; EBSB2		6p12.1		
#615441	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS; CPVT5		6q22.31		
#615453	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 6; MC3DN6		8q24.3		
#615457	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 18; BMIQ18		6q14.2		
#615465	HARTSFIELD SYNDROME; HRTFDS		8p11.23		
#615471	MITOCHONDRIAL DNA DEPLETION SYNDROME 13 (ENCEPHALOMYOPATHIC TYPE); MTDPS13		6q16.1-q16.2		
#615503	SHORT-RIB THORACIC DYSPLASIA 8 WITH OR WITHOUT POLYDACTYLY; SRTD8		7q36.3		
#615505	CILIARY DYSKINESIA, PRIMARY, 28; CILD28		8q22.2		
#615522	COLE DISEASE; COLED		6q23.2		
#615527	CANDIDIASIS, FAMILIAL, 8; CANDF8		6q21		
#615539	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 2; EDSMC2		6q22.1		
#615541	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39; MRT39		8p12		
#615542	TESTICULAR ANOMALIES WITH OR WITHOUT CONGENITAL HEART DISEASE; TACHD		8p23.1		
#615544	PERIVENTRICULAR NODULAR HETEROTOPIA 6; PVNH6		6q27		
#615561	COMPLEMENT FACTOR B DEFICIENCY; CFBD		6p21.33		
#615574	ASPARAGINE SYNTHETASE DEFICIENCY; ASNSD		7q21.3		
#615583	VERHEIJ SYNDROME; VRJS		8q24.3		
#615592	IMMUNODEFICIENCY 15B; IMD15B		8p11.21		
#615595	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19; COXPD19		6p25.1		
#615599	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 40; MRT40		8q24.12		
#615629	DEAFNESS, AUTOSOMAL DOMINANT 56; DFNA56		9q33.1		
#615633	SHORT-RIB THORACIC DYSPLASIA 11 WITH OR WITHOUT POLYDACTYLY; SRTD11		9q34.11		
#615636	JOUBERT SYNDROME 21; JBTS21		8q13.1-q13.2		
#615706	AURICULOCONDYLAR SYNDROME 3; ARCND3		6p24.1		
#615709	SACRAL AGENESIS WITH VERTEBRAL ANOMALIES; SAVA		6q27		
#615710	MITCHELL-RILEY SYNDROME; MTCHRS		6q22.1		
#615715	BONE MARROW FAILURE SYNDROME 2; BMFS2		9q22.32		
#615721	RENAL HYPODYSPLASIA/APLASIA 2; RHDA2		8p22		
#615723	PREMATURE OVARIAN FAILURE 8; POF8		7q22.1		
#615749	ECULIZUMAB, POOR RESPONSE TO		9q33.2		
#615763	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 5; CDCBM5		6p25.2		
#615771	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6; CDCBM6		6p21.33		
#615816	IMMUNODEFICIENCY 23; IMD23		6q14.1		
#615821	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTH AGENESIS; DCWHKTA		6p24.3		
#615824	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7; MC3DN7		6p21.31		
#615834	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26; MRD26		7q11.22		
#615848	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 10; CMM10		7q31.33		
#615863	DIARRHEA 7, PROTEIN-LOSING ENTEROPATHY TYPE; DIAR7		8q24.3		
#615878	CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 4; PFIC4		9q21.11		
#615889	LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE; LKENP		6p21.1		
#615917	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20; COXPD20		6p21.33		
#615922	RETINITIS PIGMENTOSA 70; RP70		9q32		
#615923	EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE; ECDM		9p13.3		
#615947	HYPERLIPOPROTEINEMIA, TYPE ID		8q24.3		
#615957	SPINOCEREBELLAR ATAXIA 38; SCA38		6p12.1		
#615963	VESICOURETERAL REFLUX 8; VUR8		6p21.33-p21.32		
#615966	IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES; IMD26		8q11.21		
#615978	IMMUNODEFICIENCY 27B; IMD27B		6q23.3		
#615986	BARDET-BIEDL SYNDROME 9; BBS9		7p14.3		
#615988	BARDET-BIEDL SYNDROME 11; BBS11		9q33.1		
#615991	BARDET-BIEDL SYNDROME 14; BBS14		8q22.1, 12q21.32		
#616028	ADAMS-OLIVER SYNDROME 5; AOS5		9q34.3		
#616029	ECTODERMAL DYSPLASIA/SHORT STATURE SYNDROME; ECTDS		8q22.3		
#616030	HYPOGONADOTROPIC HYPOGONADISM 22 WITH OR WITHOUT ANOSMIA; HH22		7q31.32		
#616032	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8; FSGS8		7p14.2		
#616038	NEU-LAXOVA SYNDROME 2; NLS2		9q21.2		
#616042	DEAFNESS, AUTOSOMAL RECESSIVE 103; DFNB103		6p21.1		
#616052	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 7; MDDGC7		7p21.2		
#616067	46,XY SEX REVERSAL 9; SRXY9		8q23.1		
#616069	INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 2; NISBD2		7p11.2		
#616080	MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE; MCPH12		7q21.2		
#616094	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 12; MDDGC12		8p11.21		
#616151	MACULAR DYSTROPHY, VITELLIFORM, 4; VMD4		6q14.1		
#616176	BLEEDING DISORDER, PLATELET-TYPE, 19; BDPLT19		9q21.11		
#616185	OVARIAN DYSGENESIS 4; ODG4		6q22.31		
#616217	NEPHRONOPHTHISIS 19; NPHP19		6p22.3		
#616220	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 9; FSGS9		9q33.3		
#616228	MYASTHENIC SYNDROME, CONGENITAL, 14; CMS14		9q22.33		
#616255	SHORT STATURE WITH NONSPECIFIC SKELETAL ABNORMALITIES; SNSK		9p13.3		
#616268	ARBOLEDA-THAM SYNDROME; ARTHS		8p11.21		
#616276	COENZYME Q10 DEFICIENCY, PRIMARY, 7; COQ10D7		9q34.11		
#616298	SINGLETON-MERTEN SYNDROME 2; SGMRT2		9p21.1		
#616325	MYASTHENIC SYNDROME, CONGENITAL, 9, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS9		9q31.3		
#616342	LISSENCEPHALY 7 WITH CEREBELLAR HYPOPLASIA; LIS7		7q36.1		
#616346	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 31; DEE31		9q34.11		
#616354	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 20; SCAR20		6q14.3		
#616355	MENTAL RETARDATION, AUTOSOMAL DOMINANT 35; MRD35		6p21.1		
#616436	EPILEPSY, FAMILIAL TEMPORAL LOBE, 7; ETL7		7q22.1		
#616452	B-CELL EXPANSION WITH NFKB AND T-CELL ANERGY; BENTA		7p22.2		
#616455	ZIMMERMANN-LABAND SYNDROME 2; ZLS2		8p21.3		
#616471	BETHLEM MYOPATHY 2; BTHLM2		6q13-q14		
#616481	CILIARY DYSKINESIA, PRIMARY, 32; CILD32		6q25.3		
#616487	EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY; EBSND		8q24.3		
#616488	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VIII; HSAN8		9q34.12		
#616494	LEUKODYSTROPHY, HYPOMYELINATING, 11; HLD11		6p21.1		
#616503	LETHAL CONGENITAL CONTRACTURE SYNDROME 9; LCCS9		6q24.2		
#616515	DEAFNESS, AUTOSOMAL RECESSIVE 104; DFNB104		6p22.3		
#616534	THYROID CANCER, NONMEDULLARY, 4; NMTC4		9q22.33		
#616544	RETINITIS PIGMENTOSA 73; RP73		8p11.2-p11.1		
#616566	SPONDYLOCOSTAL DYSOSTOSIS 6, AUTOSOMAL RECESSIVE; SCDO6		6q14.2		
#616568	GLIOMA SUSCEPTIBILITY 9; GLM9		7q31.33		
#616580	AU-KLINE SYNDROME; AUKS		9q21.32		
#616617	HEIMLER SYNDROME 2; HMLR2		6p21.1		
#616684	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4K; CMT4K		9q34.2		
#616687	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Y; CMT2Y		9p13.3		
#616705	DEAFNESS, AUTOSOMAL RECESSIVE 97; DFNB97		7q31.2		
#616710	PARKINSON DISEASE 22, AUTOSOMAL DOMINANT; PARK22		7p11.2		
#616722	RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT; RDICC		9q21.12		
#616732	OPTIC ATROPHY 10 WITH OR WITHOUT ATAXIA, MENTAL RETARDATION, AND SEIZURES; OPA10		6q21		
#616744	AUTOINFLAMMATORY SYNDROME, FAMILIAL, BEHCET-LIKE; AISBL		6q23.3		
#616756	SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES; SPPRS		6q16.3		
#616812	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 25; LGMDR25		6q21		
#616835	MEIER-GORLIN SYNDROME 6; MGORS6		6p22.3		
#616839	EXERCISE INTOLERANCE, RIBOFLAVIN-RESPONSIVE; RREI		8q22.3		
#616873	IMMUNODEFICIENCY, COMMON VARIABLE, 13; CVID13		7p12.2		
#616893	NEPHROTIC SYNDROME, TYPE 13; NPHS13		7q33		
#616921	DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET; IOLOD		6q27		
#616922	STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2; ADSD2		6q27		
#616943	TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE; TTD6		8p12		
#616949	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 23; SCAR23		6p22.3		
#616969	DEAFNESS, AUTOSOMAL DOMINANT 66; DFNA66		6q21		
#616977	MENTAL RETARDATION, AUTOSOMAL DOMINANT 43; MRD43		6q24.2		
#616981	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 37; DEE37		9q31.3		
#617004	POLYCYSTIC LIVER DISEASE 2 WITH OR WITHOUT KIDNEY CYSTS; PCLD2		6q21		
#617013	HYPERMANGANESEMIA WITH DYSTONIA 2; HMNDYT2		8p21.3		
#617035	PATENT DUCTUS ARTERIOSUS 2; PDA2		6p12.3		
#617046	SPASTIC PARAPLEGIA 77, AUTOSOMAL RECESSIVE; SPG77		6p25.1		
#617047	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 26; CMH26	CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 5, INCLUDED; RCM5, INCLUDED	7q32.1		
#617053	MIRAGE SYNDROME; MIRAGE		7q21.2		
#617055	PERCHING SYNDROME; PERCHING		7p15.3		
#617082	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iaa; CDG1AA		6q22.1		
#617093	GROWTH RETARDATION, IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND HEPATOPATHY; GRIDHH		9q22.31		
#617119	BARDET-BIEDL SYNDROME 20; BBS20		9p21.2		
#617126	ALAZAMI-YUAN SYNDROME; ALYUS		7q22.1		
#617137	FRONTOMETAPHYSEAL DYSPLASIA 2; FMD2		6q15		
#617205	HETEROTAXY, VISCERAL, 8, AUTOSOMAL; HTX8		7p12.3		
#617236	CONE-ROD DYSTROPHY AND HEARING LOSS 1; CRDHL1		9q21.2		
#617247	FANCONI ANEMIA, COMPLEMENTATION GROUP U; FANCU		7q36.1		
#617253	SECKEL SYNDROME 10; SCKL10		8q24.13		
#617272	GLAUCOMA 3, PRIMARY CONGENITAL, E; GLC3E		9p21.2		
#617290	EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT; EPVB6D		8p11.23		
#617300	LYMPHATIC MALFORMATION 7; LMPHM7		7q22.1		
#617323	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 59; MRT59		8q21.13		
#617339	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 51; DEE51		7q11.23		
#617343	HYPERPARATHYROIDISM 4; HRPT4		6p24.2		
#617360	CONGENITAL HEART DEFECTS, DYSMORPHIC FACIAL FEATURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER; CHDFIDD		7p14.1		
#617370	PEROXISOME BIOGENESIS DISORDER 10B; PBD10B		6q24.2		
#617394	SCLEROSING CHOLANGITIS, NEONATAL; NSC		6p22.3		
#617396	ANAUXETIC DYSPLASIA 2; ANXD2		8q22.2		
#617406	BARDET-BIEDL SYNDROME 21; BBS21		8q22.1		
#617425	IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES; ISDNA		8p21.1		
#617441	THROMBOCYTOPENIA, ANEMIA, AND MYELOFIBROSIS; THAMY		6p21.33		
#617442	PREMATURE OVARIAN FAILURE 13; POF13		6p21.33		
#617452	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES; IDDFSDA		8q21.3		
#617480	46,XX SEX REVERSAL 4; SRXX4		9q33.3		
#617525	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 3; EKVP3		6q22.31		
#617527	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN ANOMALIES; NDMSBA		9p21.2		
#617537	RAHMAN SYNDROME; RMNS		6p22.2		
#617584	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 25; SCAR25		6q21		
#617591	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3; PRAAS3	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3, DIGENIC, INCLUDED	1q21.3, 6p21.32		
#617601	MENTAL RETARDATION, AUTOSOMAL DOMINANT 46; MRD46		6q13		
