OMIM Search - '+cs_neurologic_exists:true (Search in: Prefixes: #, Chromosomes: 1, 2, 3, 4, 5)'
Downloaded:	Nov 17, 2020
#614736	GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY; GCCD4		5p12		
#614751	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VB; HMN5B		2p11.2		
#614756	CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION; CANPMR		1p36.31-p36.23		
#614800	SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY; SOPH		2p24.3		
#614813	SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT		3p21.2		
#614814	ADAMS-OLIVER SYNDROME 3; AOS3		4p15.2		
#614816	LOEYS-DIETZ SYNDROME 4; LDS4		1q41		
#614830	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8; MDDGA8		3p22.1		
#614847	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12; EIG12		1p34.2		
#614870	PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER); PBD6A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 7, INCLUDED; CG7, INCLUDED	1p36.32		
#614871	PEROXISOME BIOGENESIS DISORDER 6B; PBD6B		1p36.32		
#614880	HYPOGONADOTROPIC HYPOGONADISM 15 WITH OR WITHOUT ANOSMIA; HH15		2q14.3		
#614881	SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 5; DSMA5		2q35		
#614883	PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER); PBD11A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 13, INCLUDED; CG13, INCLUDED	2p15		
#614885	PEROXISOME BIOGENESIS DISORDER 11B; PBD11B		2p15		
#614886	PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER); PBD12A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 14, INCLUDED	1q23.2		
#614887	PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER); PBD13A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP K, INCLUDED; CGK, INCLUDED	1p36.22		
#614892	IMMUNODEFICIENCY 31A; IMD31A		2q32.2		
#614920	PEROXISOME BIOGENESIS DISORDER 14B; PEX14B		1q21.1		
#614932	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13; COXPD13		2p16.1		
#614963	LEPTIN RECEPTOR DEFICIENCY; LEPRD		1p31.3		
#614969	PONTOCEREBELLAR HYPOPLASIA, TYPE 7; PCH7		1p34.1		
#614979	RETINAL DYSTROPHY, OPTIC NERVE EDEMA, SPLENOMEGALY, ANHIDROSIS, AND MIGRAINE HEADACHE SYNDROME; ROSAH		4q25		
#615006	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 15; DEE15		1p34.1		
#615007	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4; IBGC4		5q32		
#615010	AICARDI-GOUTIERES SYNDROME 6; AGS6		1q21.3		
#615030	SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE; SPG56		4q25		
#615071	ALAZAMI SYNDROME; ALAZS		4q25		
#615074	GAND SYNDROME; GAND		1q21.3		
#615075	NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV		3p22.1		
#615127	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 4; FAME4		3q27.1		
#615145	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9; MCOPCB9	MICROPHTHALMIA, SYNDROMIC 15, INCLUDED; MCOPS15, INCLUDED	4q34.3-q35.1		
#615159	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 4; MC3DN4		5q31.1		
#615181	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11; MDDGA11		1q42.3		
#615185	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F; CMTDIF		3q26.33		
#615266	HYPOGONADOTROPIC HYPOGONADISM 17 WITH OR WITHOUT ANOSMIA; HH17		5q31.3		
#615267	HYPOGONADOTROPIC HYPOGONADISM 18 WITH OR WITHOUT ANOSMIA; HH18		3p14.3		
#615273	CONGENITAL DISORDER OF DEGLYCOSYLATION; CDDG		3p24.2		
#615281	HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY; HBSL		2q21.3		
#615282	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2; CDCBM2		2q23.1-q23.2		
#615285	NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE; SCN5		1q21.2		
#615297	ADAMS-OLIVER SYNDROME 4; AOS4		3p14.1		
#615330	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 3; MMDS3		1q42.13		
#615349	EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2; EDSSPD2		1p36.33		
#615350	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14; MDDGA14		3p21.31		
#615351	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 14; MDDGB14		3p21.31		
#615352	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14; MDDGC14		3p21.31		
#615355	NOONAN SYNDROME 8; NS8		1q22		
#615356	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 18; LGMDR18		4q35.1		
#615376	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE C; CMTRIC		1p36.31		
#615400	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5; FAME5		1q32.1		
#615411	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3; CDCBM3		5q12.1		
#615418	MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE; MTDPS12B		4q35.1		
#615432	SPECIFIC LANGUAGE IMPAIRMENT 5; SLI5		2q36.3		
#615433	CHROMOSOME 3q13.31 DELETION SYNDROME		3q13.31	3:113700000-117600000	
#615438	INFANTILE LIVER FAILURE SYNDROME 1; ILFS1		5q32		
#615474	PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES; PASNA		3p21.1		
#615476	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 18; DEE18		1p34.2		
#615490	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2R; CMT2R		4q31.3		
#615491	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE; SPG79		4p13		
#615510	ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME; AAMR		2q35		
#615515	AMYOTROPHIC LATERAL SCLEROSIS 19; ALS19		2q34		
#615524	MICROPHTHALMIA, SYNDROMIC 12; MCOPS12		3p24.2		
#615528	PARKINSON DISEASE 19A, JUVENILE-ONSET; PARK19A	PARKINSON DISEASE 19B, EARLY-ONSET, INCLUDED; PARK19B, INCLUDED	1p31.3		
#615546	VAN MALDERGEM SYNDROME 2; VMLDS2		4q28.1		
#615548	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII; HSAN7		3p22.2		
#615551	EPISODIC PAIN SYNDROME, FAMILIAL, 2; FEPS2		3p22.2		
#615552	EPISODIC PAIN SYNDROME, FAMILIAL, 3; FEPS3		3p22.2		
#615553	ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES; AMRS		1p21.2		
#615558	HYPOBETALIPOPROTEINEMIA, FAMILIAL, 1; FHBL1	LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 4, INCLUDED; LDLCQ4, INCLUDED	2p24.1		
#615575	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IID; HMN2D		5q32		
#615597	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ix; CDG1X		3p23		
#615625	SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSIVE; SPG72	SPASTIC PARAPLEGIA 72, AUTOSOMAL DOMINANT, INCLUDED	5q31.2		
#615630	SHORT-RIB THORACIC DYSPLASIA 10 WITH OR WITHOUT POLYDACTYLY; SRTD10		2p23.3		
#615651	LEUKOENCEPHALOPATHY WITH ATAXIA; LKPAT		3q27.1		
#615658	SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE; SPG57		3q12.2		
#615665	JOUBERT SYNDROME 22; JBTS22		2q37.1		
#615668	CHROMOSOME 5q12 DELETION SYNDROME		5q12	5:59600000-67400000	
#615686	SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE; SPG63		1p13.3		
#615703	MORBID OBESITY AND SPERMATOGENIC FAILURE; MOSPGF		3q29		
#615705	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 15; SCAR15		3q29		
#615722	BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYNDROME; BBSOAS		5q15		
#615731	NEMALINE MYOPATHY 9; NEM9		2q31.1		
#615744	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 19; DEE19		5q34		
#615750	MOYAMOYA DISEASE 6 WITH OR WITHOUT ACHALASIA; MYMY6		4q32.1		
#615760	MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY; MSCCA		3p21.31		
#615761	MENTAL RETARDATION, AUTOSOMAL DOMINANT 23; MRD23		3p25.3		
#615789	SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES; SSMCF		2p21		
#615802	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42; MRT42		2q33.1		
#615809	PONTOCEREBELLAR HYPOPLASIA, TYPE 9; PCH9		1p13.3		
#615829	XIA-GIBBS SYNDROME; XIGIS		1p36.1-p35.3		
#615838	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8; MC3DN8		5q23.3-q31.1		
#615846	AICARDI-GOUTIERES SYNDROME 7; AGS7		2q24.2		
#615849	CULLER-JONES SYNDROME; CJS		2q14.2		
#615859	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 23; DEE23		1p31.3		
#615866	COFFIN-SIRIS SYNDROME 9; CSS9		2p25.2		
#615871	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 24; DEE24		5p12		
#615877	MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME; MCSKS		4q31.3		
#615879	TATTON-BROWN-RAHMAN SYNDROME; TBRS		2p23.3		
#615918	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21; COXPD21		1q21.2		
#615925	GROWTH HORMONE DEFICIENCY, ISOLATED PARTIAL; GHDP		3q26.31		
#615937	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 2; MPPH2		1q43-q44		
#615945	SPINOCEREBELLAR ATAXIA 37; SCA37		1p32.2-p32.1		
#615959	MYOPATHY, CENTRONUCLEAR, 5; CNM5		2q35		
#615962	GLUCOCORTICOID RESISTANCE, GENERALIZED; GCCR		5q31.3		
#615983	BARDET-BIEDL SYNDROME 5; BBS5		2q31.1		
#615984	BARDET-BIEDL SYNDROME 7; BBS7		4q27		
#615989	BARDET-BIEDL SYNDROME 12; BBS12		4q27		
#615993	BARDET-BIEDL SYNDROME 16; BBS16		1q43-q44		
#615994	BARDET-BIEDL SYNDROME 17; BBS17		3p21.31		
#616005	IMMUNODEFICIENCY 36; IMD36		5q13.1		
#616006	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 2; HKLLS2		4q28.1		
#616007	CATARACTS, GROWTH HORMONE DEFICIENCY, SENSORY NEUROPATHY, SENSORINEURAL HEARING LOSS, AND SKELETAL DYSPLASIA; CAGSSS		1q41		
#616033	MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1; MSSGM1		4q23		
#616034	2,4-DIENOYL-CoA REDUCTASE DEFICIENCY; DECRD		5p13.2		
#616040	MYASTHENIC SYNDROME, CONGENITAL, 7, PRESYNAPTIC; CMS7		1q32.1		
#616051	MICROCEPHALY 13, PRIMARY, AUTOSOMAL RECESSIVE; MCPH13		4q24		
#616084	SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY; SIFD		3p26.2		
#616095	MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY; MCT1D		1p13.2		
#616098	IMMUNODEFICIENCY 37; IMD37		1p22.3		
#616100	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE V; ALPS5		2q33.2		
#616116	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 46; MRT46		5q33.1		
#616126	IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION; IMD38		1p36.33		
#616140	LEUKODYSTROPHY, HYPOMYELINATING, 9; HLD9		5q34		
#616158	MENTAL RETARDATION, AUTOSOMAL DOMINANT 31; MRD31		5q31.3		
#616171	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 2; MCCRP2		4q28.1		
#616193	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47; MRT47		1q43		
#616204	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18; SCAR18		4q22.1-q22.2		
#616208	AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA; ALS22		2q35		
#616224	MYASTHENIC SYNDROME, CONGENITAL, 22; CMS22		2p21		
#616258	MECKEL SYNDROME 12; MKS12		1q32.1		
#616269	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 48; MRT48		1p13.3		
#616291	LICHTENSTEIN-KNORR SYNDROME; LIKNS		1p36.11		
#616294	COLE-CARPENTER SYNDROME 2; CLCRP2		4q26		
#616299	LIPOYLTRANSFERASE 1 DEFICIENCY; LIPT1D		2q11.2		
#616300	SHORT-RIB THORACIC DYSPLASIA 13 WITH OR WITHOUT POLYDACTYLY; SRTD13		5q23.2		
#616307	SENIOR-LOKEN SYNDROME 8; SLSN8		4p14		
#616321	MYASTHENIC SYNDROME, CONGENITAL, 3A, SLOW-CHANNEL; CMS3A		2q37.1		
#616322	MYASTHENIC SYNDROME, CONGENITAL, 3B, FAST-CHANNEL; CMS3B		2q37.1		
#616323	MYASTHENIC SYNDROME, CONGENITAL, 3C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS3C		2q37.1		
#616351	MENTAL RETARDATION, AUTOSOMAL DOMINANT 34; MRD34		5q13.3		
#616364	WHITE-SUTTON SYNDROME; WHSUS		1q21.3		
#616366	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 32; DEE32		1p13.3		
#616368	CHOPS SYNDROME; CHOPS		5q31.1		
#616390	TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE; TTD2		2q14.3		
#616394	RETINITIS PIGMENTOSA 71; RP71		2p23.3		
#616402	MICROCEPHALY 14, PRIMARY, AUTOSOMAL RECESSIVE; MCPH14		1p21.2		
#616410	SPINOCEREBELLAR ATAXIA 41; SCA41		4q27		
#616411	DYSTONIA 27; DYT27		2q37.3		
#616413	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6; IBGC6		1q25.3		
#616420	LEUKODYSTROPHY, HYPOMYELINATING, 10; HLD10		1q42.12		
#616421	MYOCLONIC-ATONIC EPILEPSY; MAE		3p25.3		
#616430	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25; COXPD25		2q33.1		
#616437	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3; FTDALS3		5q35.3		
#616451	SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSIVE; SPG74		1q42.13		
#616457	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 50; DEE50		2p23.3		
#616479	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2; PEOB2		2p25.3		
#616482	ACHONDROPLASIA, SEVERE, WITH DEVELOPMENTAL DELAY AND ACANTHOSIS NIGRICANS; SADDAN		4p16.3		
#616483	INFANTILE LIVER FAILURE SYNDROME 2; ILFS2		2p24.3		
#616486	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN IMAGING ABNORMALITIES; NEDMISBA		1p34.2		
#616505	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIB, WITH OPTIC ATROPHY; HMSN6B		5q22.1		
#616507	OSTEOGENESIS IMPERFECTA, TYPE XVII; OI17		5q33.1		
#616516	EMERY-DREIFUSS MUSCULAR DYSTROPHY 3, AUTOSOMAL RECESSIVE; EDMD3		1q22		
#616521	MENTAL RETARDATION, AUTOSOMAL DOMINANT 39; MRD39	CHROMOSOME 2p25.3 DELETION SYNDROME, INCLUDED	2p25.3		
#616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9; MDDGA9		3p21.31		
#616541	SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION; SSMED		5q14.2		
#616577	EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME; EHLMRS		4q28.1		
#616592	KOSAKI OVERGROWTH SYNDROME; KOGS		5q32		
#616602	CRANIOSYNOSTOSIS 6; CRS6		3q24		
#616625	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2W; CMT2W		5q31.3		
#616629	SENIOR-LOKEN SYNDROME 9; SLSN9		2q37.3		
#616632	SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME; SCBMS		5q31.3		
#616638	SMITH-KINGSMORE SYNDROME; SKS		1p36.22		
#616640	EPILEPSY, PROGRESSIVE MYOCLONIC, 10; EPM10		4q21.21		
#616651	ROIFMAN SYNDROME; RFMN		2q14.2		
#616657	SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY; SPATCCM		2p14		
#616721	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn; CDG2N		4q24		
#616728	CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES; CPRF		1p36.12		
#616737	TAKENOUCHI-KOSAKI SYNDROME; TKS		1p36.12		
#616739	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51; MRT51		2q22.1		
#616777	SECKEL SYNDROME 9; SCKL9		3p21.31		
#616781	JOUBERT SYNDROME 25; JBTS25		1p36.32		
#616794	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28; COXPD28		3p14.1		
#616801	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2; IHPRF2		2q34		
#616809	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 6; HPMRS6		4q22.1		
#616816	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION; IHPMR		3p25.1		
#616817	MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 2; MSSGM2		1q32.1		
#616828	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIo; CDG2O		2q21.1		
#616831	LUSCAN-LUMISH SYNDROME; LLS		3p21.31		
#616834	MICROCEPHALY, CONGENITAL CATARACT, AND PSORIASIFORM DERMATITIS; MCCPD		4q32.3		
#616852	MYOPATHY, SCAPULOHUMEROPERONEAL; SHPM		1q42.13		
#616854	EVEN-PLUS SYNDROME; EVPLS		5q31.2		
#616875	CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION; CAVIPMR		1p36.13		
#616882	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3; FASPS3		1p36.23		
#616887	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 52; MRT52		2q11.2		
#616896	MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE); MTDPS14		3q29		
#616897	OSTEOCHONDRODYSPLASIA, COMPLEX LETHAL, SYMOENS-BARNES-GISTELINCK TYPE; OCLSBG		4p15.32		
#616900	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3; IHPRF3		4q24		
#616910	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 3; ICF3		2q31.1		
#616917	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53; MRT53		4p16.3		
#616939	CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION; COCPMR		1p21.2		
#616944	MENTAL RETARDATION, AUTOSOMAL DOMINANT 41; MRD41		3q26.32		
#616948	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 22; SCAR22		2q11.2		
#616973	MENTAL RETARDATION, AUTOSOMAL DOMINANT 42; MRD42		1p36.33		
#616975	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART; NEDBEH		1p36.23		
#617017	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T; CMT2T		3q25.2		
#617018	SPINOCEREBELLAR ATAXIA 43; SCA43		3q25.2		
#617020	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 38; DEE38		1q42.2		
#617021	HYDROPS, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA; HLASA		3p21.31		
#617026	PONTOCEREBELLAR HYPOPLASIA, TYPE 2F; PCH2F		1q25.3		
#617028	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54; MRT54		3q26.2-q26.3		
#617044	SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS; SDDHD		3p21.1		
#617052	BONE MARROW FAILURE SYNDROME 3; BMFS3		5p13.2		
#617056	HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 4; HNFJ4		3q21.3		
#617061	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY; MRD44		5p15.2		
#617065	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 40; DEE40		4p12		
#617070	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4; PEOB4		2p13.1		
#617086	ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 2; EMPF2		2q36.3		
#617087	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B; CMT2A2B		1p36.22		
#617101	INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN		2p16.1		
#617114	MYOPATHY, MYOFIBRILLAR, 7; MFM7		3q22.2		
#617116	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2; FFEVF2		3p21.31		
#617132	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 44; DEE44		3q22.1		
#617133	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 24; SCAR24		3q22.1		
#617143	MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC; CMS20		2q12.3		
#617145	NEURODEGENERATION WITH ATAXIA, DYSTONIA, AND GAZE PALSY, CHILDHOOD-ONSET; NADGP		5q35.3		
#617153	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 45; DEE45		4p12		
#617158	MYOPATHY, DISTAL, WITH RIMMED VACUOLES; DMRV		5q35.3		
#617166	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 47; DEE47		3q28-q29		
#617168	AORTIC ANEURYSM, FAMILIAL THORACIC 10; AAT10		5q23.1		
#617183	HAREL-YOON SYNDROME; HAYOS		1p36.33		
#617184	MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT; MTDPS12A		4q35.1		
#617186	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1; PEBEL1		1q22		
#617190	SHASHI-PENA SYNDROME; SHAPNS		2p23.3		
#617207	ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY; PEAMO		1q42.3		
#617222	SUDDEN CARDIAC FAILURE, INFANTILE; SCFI		4q24		
#617225	SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSIVE; SPG78		1p36.13		
#617248	3-METHYLGLUTACONIC ACIDURIA, TYPE VIII; MGCA8		2p13.1		
#617260	GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES; GDACCF		3q21.2		
#617268	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE; NDHSAL		2q32.3		
#617282	DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES; DYTOABG		1p35.3		
#617296	SPASTIC PARAPLEGIA, INTELLECTUAL DISABILITY, NYSTAGMUS, AND OBESITY; SINO		2p25.1		
#617301	GLYCINE ENCEPHALOPATHY WITH NORMAL SERUM GLYCINE		1p34.1		
#617306	COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS; COMMAD		3p13		
#617308	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 6; CBAS6		3p14.3		
#617333	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP		3p25.3		
#617391	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 54; DEE54		1q44		
#617395	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIq; CDG2Q		1q42.2		
#617403	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IID; ARCL2D		3q13.31		
#617412	BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY; BTDD		5q14.2		
#617432	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 60; MRT60		1p13.3		
#617435	LOPES-MACIEL-RODAN SYNDROME; LOMARS		4p16.3		
#617481	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, AND VARIABLE BRAIN ANOMALIES; NMIHBA		1q21.3		
#617506	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2; NSLH2		2p23.2		
#617507	PEHO-LIKE SYNDROME; PEHOL		2p16.1		
#617520	MICROCEPHALY 18, PRIMARY, AUTOSOMAL DOMINANT; MCPH18		4q21.23		
#617523	NEURODEVELOPMENTAL DISORDER WITH MIDBRAIN AND HINDBRAIN MALFORMATIONS; NEDMHM		1q22		
