OMIM Search - '+cs_neurologic:("developmental delay" OR "delayed development" OR "Delayed motor development" OR "Delayed psychomotor development" OR "Developmental motor delay" OR "Delayed walking development" OR "Delayed global development" OR "Global developmental delay" OR "Motor delay" OR "Fine motor impairment" OR "Psychomotor delay" OR "Delayed gross motor development" OR "Impaired psychomotor development" OR "Poor motor development" OR "Delay in gross motor development" OR "Lack of motor development" OR "Psychomotor retardation" OR "Lack of psychomotor development" OR "Developmental arrest" OR "Progressive psychomotor deterioration" OR "Developmental regression" OR "Psychomotor development failure" OR "Motor deterioration" OR "Motor retardation" OR "Retarded psychomotor development" OR "Delayed gross motor skills" OR "Arrest of psychomotor development" OR "Delay in motor development" OR "Delayed motor and speech development" OR "Limited gross motor development" OR "No psychomotor development" OR "Loss of motor functions" OR "Retarded motor development" OR "Motor development delayed" OR "Regression of psychomotor development" OR "Absence of development" OR "delayed early gross motor development" OR "absent psychomotor development" OR "Slowed development" OR "Poor fine motor skills" OR "Delayed motor skills" OR "Progressive motor function loss" OR "loss of motor skills" OR "Pervasive developmental disorder" OR "Motor and sensory neuropathy" OR "Delayed motor milestones" OR "Impaired fine motor skills" OR "Locomotor delay" OR "Psychomotor regression" OR "Motor deficits" OR "motor loss" OR "Loss of fine motor skills" OR "Psychomotor degeneration" OR "motor signs" OR "motor neuron" OR "motor skill delay" OR "Developmental retardation" OR "Motor impairment" OR "motor axonal neuropathy" OR "Loss of developmental skills" OR "Developmental deterioration" OR "Delayed developmental milestones" OR "Abnormal development" OR "Delayed early motor milestones" OR "Impaired motor control" OR "Motor regression" OR "Lack of neurologic development" OR "Motor abnormalities" OR "Defects in fine motor skills" OR "Impairment of gross and fine motor coordination" OR "motor incoordination" OR "Psychomotor impairment" OR "Lack of developmental progress" OR "Arrest of development" OR "Lack of development" OR "Lack of developmental progress" OR "Lack of developmental milestones" OR "Developmental disability" OR "Poor or absent global development" OR "Poor or lack of developmental progress" OR "Delayed gross motor milestones" OR "Neuromotor delay") (Search in: Prefixes: #, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)'
Downloaded:	Nov 17, 2020
#618879	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND CEREBELLAR ATROPHY, WITH OR WITHOUT SEIZURES; NEDHCAS		1p31.1		
#618885	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIt; CDG2T		1q42.13		
#618890	NEURODEVELOPMENTAL DISORDER AND STRUCTURAL BRAIN ANOMALIES WITH OR WITHOUT SEIZURES AND SPASTICITY; NEDBASS		3p21.31		
#618910	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 86; DEE86		3p21.31		
#618918	PERIVENTRICULAR NODULAR HETEROTOPIA 9; PVNH9		5q13.2		
#618922	NEURODEVELOPMENTAL DISORDER WITH SEIZURES, HYPOTONIA, AND BRAIN IMAGING ABNORMALITIES; NEDSHBA		3p26.1		
#618958	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 47; COXPD47		8q21.13		
#618959	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 88; DEE88		2p15		
#619005	NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, IMPAIRED SPEECH, AND HYPOTONIA; NEDDISH		11p11.2		
#619059	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 15; MC4DN15		11q13.1		
#618252	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 32; MC1DN32		10q24.31		
#617065	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 40; DEE40		4p12		
#249900	METACHROMATIC LEUKODYSTROPHY DUE TO SAPOSIN B DEFICIENCY		10q22.1		
#252010	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 1; MC1DN1		5q11.2		
#614113	MENTAL RETARDATION, AUTOSOMAL DOMINANT 2; MRD2		9p24		
#615828	VULTO-VAN SILFHOUT-DE VRIES SYNDROME; VSVS		11p15.5		
#617013	HYPERMANGANESEMIA WITH DYSTONIA 2; HMNDYT2		8p21.3		
#618875	SEIZURES, EARLY-ONSET, WITH NEURODEGENERATION AND BRAIN CALCIFICATIONS; SENEBAC		3q29		
#614739	3-METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE SYNDROME; MEGDEL		6q25.3		
#617132	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 44; DEE44		3q22.1		
#616276	COENZYME Q10 DEFICIENCY, PRIMARY, 7; COQ10D7		9q34.11		
#614299	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 2 WITH HYPERGLYCINEMIA; MMDS2		2p13.1		
#615010	AICARDI-GOUTIERES SYNDROME 6; AGS6		1q21.3		
#616346	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 31; DEE31		9q34.11		
#614969	PONTOCEREBELLAR HYPOPLASIA, TYPE 7; PCH7		1p34.1		
#607417	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2; MRT2		3p26.2		
#616651	ROIFMAN SYNDROME; RFMN		2q14.2		
#614052	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2; MC5DN2		8q21.11		
#615249	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 12; MDDGA12		8p11.21		
#618339	INFANTILE CATARACT, SKIN ABNORMALITIES, GLUTAMATE EXCESS, AND IMPAIRED INTELLECTUAL DEVELOPMENT; CASGID		2q32.2		
#245349	PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY; PDHXD		11p13		
#608643	AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY		7p12.2-p12.1		
#612389	PONTOCEREBELLAR HYPOPLASIA, TYPE 2B; PCH2B		3p25.2		
#220111	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 5; MC4DN5		2p21		
#210200	3-METHYLCROTONYL-CoA CARBOXYLASE 1 DEFICIENCY; MCC1D		3q27.1		
#210210	3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY; MCC2D		5q13.2		
#601539	PEROXISOME BIOGENESIS DISORDER 1B; PBD1B		7q21.2		
#266150	PYRUVATE CARBOXYLASE DEFICIENCY		11q13.2		
#261630	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C		4p15.32		
#261640	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, DUE TO PARTIAL PTS DEFICIENCY, INCLUDED	11q23.1		
#618741	NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, SPASTICITY, AND BRAIN ATROPHY; NEDESBA		11q23.3		
#256730	CEROID LIPOFUSCINOSIS, NEURONAL, 1; CLN1	NEURONAL CEROID LIPOFUSCINOSIS, INFANTILE, INCLUDED; INCL, INCLUDED	1p34.2		
#617982	VERVERI-BRADY SYNDROME; VERBRAS		3p21.31		
#252011	MITOCHONDRIAL COMPLEX II DEFICIENCY		5p15.33, 11q23.1, 19q13.12		
#615924	ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY; PELD		11q12.3		
#617186	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1; PEBEL1		1q22		
#220110	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 1; MC4DN1		9q34.2		
#204500	CEROID LIPOFUSCINOSIS, NEURONAL, 2; CLN2	NEURONAL CEROID LIPOFUSCINOSIS, LATE INFANTILE, INCLUDED; LINCL, INCLUDED	11p15.4		
#600143	CEROID LIPOFUSCINOSIS, NEURONAL, 8; CLN8		8p23.3		
#603896	LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER; VWM	VANISHING WHITE MATTER LEUKODYSTROPHY WITH OVARIAN FAILURE, INCLUDED	1p34.1, 2p23.3, 3q27.1, 12q24.31, 14q24.3		
#612164	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 4; DEE4		9q34.11		
#613068	NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY		11q13.4		
#614325	PITT-HOPKINS-LIKE SYNDROME 2; PTHSL2		2p16.3		
#615330	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 3; MMDS3		1q42.13		
#617595	BIRK-LANDAU-PEREZ SYNDROME; BILAPES		4p13		
#617762	LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET; PLDECO		11q13.5		
#617903	NEURODEVELOPMENTAL DISORDER WITH POOR LANGUAGE AND LOSS OF HAND SKILLS; NDPLHS		9q22.33		
#618170	NEURODEGENERATION, CHILDHOOD-ONSET, STRESS-INDUCED, WITH VARIABLE ATAXIA AND SEIZURES; CONDSIAS		1p34.3		
#618285	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 69; EIEE69		1q25.3		
#124000	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1; MC3DN1		2q35		
#220120	D-GLYCERIC ACIDURIA		3p21.2		
#220210	RITSCHER-SCHINZEL SYNDROME 1; RTSC1		8q24.13		
#135900	COFFIN-SIRIS SYNDROME 1; CSS1		6q25.3		
#158170	CHROMOSOME 9p DELETION SYNDROME		9p		
#204750	2-AMINOADIPIC 2-OXOADIPIC ACIDURIA; AMOXAD		10p14		
#213200	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2; SCAR2		9q34.3		
#213300	JOUBERT SYNDROME 1; JBTS1		9q34.3		
#216360	COACH SYNDROME		4p15.32, 8q22.1, 16q12.2		
#218040	COSTELLO SYNDROME; CSTLO	MYOPATHY, CONGENITAL, WITH EXCESS OF MUSCLE SPINDLES, INCLUDED; CMEMS, INCLUDED	11p15.5		
#600224	SPINOCEREBELLAR ATAXIA 5; SCA5		11q13.2		
#602398	DESMOSTEROLOSIS		1p32.3		
#603552	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4		6q24.2		
#603553	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2; FHL2		10q22.1		
#603585	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf; CDG2F		6q15		
#605130	WIEDEMANN-STEINER SYNDROME; WDSTS		11q23.3		
#236270	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblE COMPLEMENTATION TYPE; HMAE		5p15.31		
#245400	MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9		2p11.2		
#246900	DIHYDROLIPOAMIDE DEHYDROGENASE DEFICIENCY; DLDD		7q31.1		
#248000	MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE; MGCPH		6p24.1		
#250940	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblG COMPLEMENTATION TYPE; HMAG		1q43		
#251280	DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 1; DMJDS1		5q31.3		
#252150	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP A; MOCODA		6p21.2		
#252160	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP B; MOCODB		5q11.2		
#261515	D-BIFUNCTIONAL PROTEIN DEFICIENCY		5q23.1		
#264090	WIEDEMANN-RAUTENSTRAUCH SYNDROME; WDRTS		10q22.3		
#266100	EPILEPSY, PYRIDOXINE-DEPENDENT; EPD		5q23.2		
#272200	MULTIPLE SULFATASE DEFICIENCY; MSD		3p26.1		
#606056	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIb; CDG2B		2p13.1		
#607454	SPINOCEREBELLAR ATAXIA 21; SCA21		1p36.33		
#607906	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ii; CDG1I		9q22.33		
#608091	JOUBERT SYNDROME 2; JBTS2		11q12.2		
#608776	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il; CDG1L		11q23.1		
#608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2		1q42.13		
#608885	STOMATIN-DEFICIENT CRYOHYDROCYTOSIS WITH NEUROLOGIC DEFECTS; SDCHCN		1p34.2		
#609015	MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY; MTPD	TRIFUNCTIONAL PROTEIN DEFICIENCY WITH MYOPATHY AND NEUROPATHY, INCLUDED	2p23.3, 2p23.3		
#611816	TEMPLE-BARAITSER SYNDROME; TMBTS		1q32.2		
#612015	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE In; CDG1N		3p21.1		
#612126	GLUT1 DEFICIENCY SYNDROME 2; GLUT1DS2		1p34.2		
#612313	GLASS SYNDROME; GLASS		2q33.1		
#612337	MENTAL RETARDATION, AUTOSOMAL DOMINANT 22; MRD22	CHROMOSOME 1q43-q44 DELETION SYNDROME, INCLUDED	1q44		
#612513	CHROMOSOME 2p16.1-p15 DELETION SYNDROME		2p16.1-p15	2:54700000-63900000	
#612716	DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY		2p13.2		
#612936	SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50		7q22.1		
#612949	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 39; DEE39		2q31.1		
#612951	LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY		6q27		
#613155	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL IMPAIRMENT), TYPE B, 1; MDDGB1		9q34.13		
#613563	NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA; NSLL		11q23.3		
#609313	MENTAL RETARDATION, ENTEROPATHY, DEAFNESS, PERIPHERAL NEUROPATHY, ICHTHYOSIS, AND KERATODERMA; MEDNIK		7q22.1		
#609460	GOLDBERG-SHPRINTZEN SYNDROME; GOSHS		10q22.1		
#610042	PITT-HOPKINS-LIKE SYNDROME 1; PTHSL1		7q35-q36		
#610329	AICARDI-GOUTIERES SYNDROME 3; AGS3		11q13.1		
#610759	CORNELIA DE LANGE SYNDROME 3 WITH OR WITHOUT MIDLINE BRAIN DEFECTS; CDLS3		10q25.2		
#610829	HOLOPROSENCEPHALY 9; HPE9		2q14.2		
#610951	CEROID LIPOFUSCINOSIS, NEURONAL, 7; CLN7		4q28.2		
#611091	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5; MRT5		5p15.31		
#613603	CHROMOSOME 4q32.1-q32.2 TRIPLICATION SYNDROME		4q32.1-q32.2	4:154600000-163600000	
#613647	SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE; SPG48		7p22.1		
#613671	MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS; MRAMS		6q21		
#613818	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 9; MDDGC9		3p21.31		
#613839	MEGALOBLASTIC ANEMIA DUE TO DIHYDROFOLATE REDUCTASE DEFICIENCY		5q14.1		
#614066	SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47		1p13.2		
#614115	CORTICAL MALFORMATIONS, OCCIPITAL; OCCM		9q34.12		
#614202	RAFIQ SYNDROME; RAFQS		9q34.3		
#614207	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 3; HPMRS3		11p15.4		
#614213	NEUROPATHY, HEREDITARY SENSORY, TYPE IIC; HSN2C		2q37.3		
#614254	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL DOMINANT; NDHMSD		9q34.3		
#614255	NESCAV SYNDROME; NESCAVS		2q37.3		
#614261	MICROCEPHALY-CAPILLARY MALFORMATION SYNDROME; MICCAP		2p13.1		
#614424	JOUBERT SYNDROME 14; JBTS14		2q33.1		
#614458	THIAMINE METABOLISM DYSFUNCTION SYNDROME 5 (EPISODIC ENCEPHALOPATHY TYPE); THMD5		7q35		
#614464	JOUBERT SYNDROME 15; JBTS15	JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED	7q32.2		
#614501	PSYCHOMOTOR RETARDATION, EPILEPSY, AND CRANIOFACIAL DYSMORPHISM; PMRED		1p34.3		
#614507	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ir; CDG1R		1p36.12		
#614582	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9; COXPD9		3q22.1		
#614607	COFFIN-SIRIS SYNDROME 2; CSS2	CHROMOSOME 1p36.11 DUPLICATION SYNDROME, INCLUDED	1p36.11		
#614613	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE; ACRDYS2		5q11.2-q12.1		
#614727	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIk; CDG2K		4q12		
#614741	MITOCHONDRIAL PYRUVATE CARRIER DEFICIENCY; MPYCD		6q27		
#614749	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2; HPMRS2		9p13.3		
#614756	CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION; CANPMR		1p36.31-p36.23		
#614831	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13; SCAR13		6q24.3		
#614898	SPASTIC PARAPLEGIA 53, AUTOSOMAL RECESSIVE; SPG53		8p22		
#614922	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11		6q25.1		
#615006	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 15; DEE15		1p34.1		
#615009	SCHUURS-HOEIJMAKERS SYNDROME; SHMS		11q13.1-q13.2		
#615033	SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE; SPG54		8p11.23		
#615071	ALAZAMI SYNDROME; ALAZS		4q25		
#615074	GAND SYNDROME; GAND		1q21.3		
#615075	NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV		3p22.1		
#615159	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 4; MC3DN4		5q31.1		
#615181	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11; MDDGA11		1q42.3		
#615285	NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE; SCN5		1q21.2		
#615350	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14; MDDGA14		3p21.31		
#615351	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 14; MDDGB14		3p21.31		
#615356	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 18; LGMDR18		4q35.1		
#615386	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14; SCAR14		11q13.2		
#615411	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3; CDCBM3		5q12.1		
#615510	ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME; AAMR		2q35		
#615541	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39; MRT39		8p12		
#615544	PERIVENTRICULAR NODULAR HETEROTOPIA 6; PVNH6		6q27		
#615553	ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES; AMRS		1p21.2		
#615574	ASPARAGINE SYNTHETASE DEFICIENCY; ASNSD		7q21.3		
#615583	VERHEIJ SYNDROME; VRJS		8q24.3		
#615596	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iw; CDG1W		11q24.2		
#615597	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ix; CDG1X		3p23		
#615599	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 40; MRT40		8q24.12		
#615636	JOUBERT SYNDROME 21; JBTS21		8q13.1-q13.2		
#615665	JOUBERT SYNDROME 22; JBTS22		2q37.1		
#615668	CHROMOSOME 5q12 DELETION SYNDROME		5q12	5:59600000-67400000	
#615760	MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY; MSCCA		3p21.31		
#615761	MENTAL RETARDATION, AUTOSOMAL DOMINANT 23; MRD23		3p25.3		
#615771	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6; CDCBM6		6p21.33		
#615802	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42; MRT42		2q33.1		
#615803	PONTOCEREBELLAR HYPOPLASIA, TYPE 10; PCH10		11q12.1		
#615809	PONTOCEREBELLAR HYPOPLASIA, TYPE 9; PCH9		1p13.3		
#615824	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7; MC3DN7		6p21.31		
#615829	XIA-GIBBS SYNDROME; XIGIS		1p36.1-p35.3		
#615834	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26; MRD26		7q11.22		
#615849	CULLER-JONES SYNDROME; CJS		2q14.2		
#615859	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 23; DEE23		1p31.3		
#615917	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20; COXPD20		6p21.33		
#615918	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21; COXPD21		1q21.2		
#615966	IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES; IMD26		8q11.21		
#616051	MICROCEPHALY 13, PRIMARY, AUTOSOMAL RECESSIVE; MCPH13		4q24		
#616084	SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY; SIFD		3p26.2		
#616111	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 9; MC3DN9		11q12.3		
#616116	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 46; MRT46		5q33.1		
#616127	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17; SCAR17		10q24.31		
#616140	LEUKODYSTROPHY, HYPOMYELINATING, 9; HLD9		5q34		
#616154	PEROXISOMAL FATTY ACYL-CoA REDUCTASE 1 DISORDER; PFCRD		11p15.3		
#616158	MENTAL RETARDATION, AUTOSOMAL DOMINANT 31; MRD31		5q31.3		
#616171	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 2; MCCRP2		4q28.1		
#616193	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47; MRT47		1q43		
#616204	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18; SCAR18		4q22.1-q22.2		
#616268	ARBOLEDA-THAM SYNDROME; ARTHS		8p11.21		
#616269	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 48; MRT48		1p13.3		
#616277	MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY; ECHS1D		10q26.3		
#616299	LIPOYLTRANSFERASE 1 DEFICIENCY; LIPT1D		2q11.2		
#616354	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 20; SCAR20		6q14.3		
#616355	MENTAL RETARDATION, AUTOSOMAL DOMINANT 35; MRD35		6p21.1		
#616364	WHITE-SUTTON SYNDROME; WHSUS		1q21.3		
#616368	CHOPS SYNDROME; CHOPS		5q31.1		
#616402	MICROCEPHALY 14, PRIMARY, AUTOSOMAL RECESSIVE; MCPH14		1p21.2		
#616418	HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION 1; HOMGSMR1		10q24.32		
#616420	LEUKODYSTROPHY, HYPOMYELINATING, 10; HLD10		1q42.12		
#616430	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25; COXPD25		2q33.1		
#616459	AL-RAQAD SYNDROME; ARS		11q24.2		
#616486	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN IMAGING ABNORMALITIES; NEDMISBA		1p34.2		
#616494	LEUKODYSTROPHY, HYPOMYELINATING, 11; HLD11		6p21.1		
#616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9; MDDGA9		3p21.31		
#616580	AU-KLINE SYNDROME; AUKS		9q21.32		
#616586	SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE; SPG9B		10q24.1		
#616632	SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME; SCBMS		5q31.3		
#616657	SPASTIC TETRAPLEGIA, THIN CORPUS CALLOSUM, AND PROGRESSIVE MICROCEPHALY; SPATCCM		2p14		
#616708	DESANTO-SHINAWI SYNDROME; DESSH	CHROMOSOME 10p12-p11 DELETION SYNDROME, INCLUDED	10p12.1		
#616721	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn; CDG2N		4q24		
#616737	TAKENOUCHI-KOSAKI SYNDROME; TKS		1p36.12		
#616756	SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES; SPPRS		6q16.3		
#616781	JOUBERT SYNDROME 25; JBTS25		1p36.32		
#616816	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION; IHPMR		3p25.1		
#616819	CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA; CCAFCA		10p13		
#616828	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIo; CDG2O		2q21.1		
#616881	LEUKODYSTROPHY, HYPOMYELINATING, 13; HLD13		11q14.2		
#616896	MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE); MTDPS14		3q29		
#616910	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 3; ICF3		2q31.1		
#616911	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 4; ICF4		10q23.33		
#616917	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53; MRT53		4p16.3		
#616944	MENTAL RETARDATION, AUTOSOMAL DOMINANT 41; MRD41		3q26.32		
#616977	MENTAL RETARDATION, AUTOSOMAL DOMINANT 43; MRD43		6q24.2		
#617082	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iaa; CDG1AA		6q22.1		
#617086	ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 2; EMPF2		2q36.3		
#617093	GROWTH RETARDATION, IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND HEPATOPATHY; GRIDHH		9q22.31		
#617101	INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN		2p16.1		
#617107	THAUVIN-ROBINET-FAIVRE SYNDROME; TROFAS		11q13.1		
#617126	ALAZAMI-YUAN SYNDROME; ALYUS		7q22.1		
#617183	HAREL-YOON SYNDROME; HAYOS		1p36.33		
#617190	SHASHI-PENA SYNDROME; SHAPNS		2p23.3		
