OMIM Search - '+cs_neurologic:("mental retardation" OR "cognitive impairment" OR "intellectual impairment" OR "impaired intellectual development" OR "intellectual disability" OR "mentally retarded" OR "cognitive delay" OR "Delayed intellectual development" OR "Delayed cognitive development" OR "Cognitive deficits" OR "Mental deficiency" OR "intellectual decline" OR "Cognitive dysfunction" OR "Cognitive decline" OR "Cognitive function loss" OR "Cognitive defects" OR "Cognitive deterioration" OR "Cognitive regression" OR "Cognitive disability" OR "Cognitive development may be significantly impaired or normal" OR "Impaired cognitive development" OR "No cognitive development" OR "Intellectual developmental impairment" OR "Intellectual deterioration" OR "Intellectual delay" OR "Impaired or absent intellectual development" OR "Intellectual developmental deficit" OR "Mental deterioration" OR "Mental lethargy" OR "Mental impairment" OR "Mental delay or retardation" OR "Retarded mental development" OR "Progressive mental and motor deterioration" OR "Mental and motor retardation") (Search in: Prefixes: #, Chromosomes: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#617820	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL RECESSIVE; NDHMSR		9q34.3		
#617822	ALKURAYA-KUCINSKAS SYNDROME; ALKKUCS		4q27		
#617829	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 2; IECEE2		5q34		
#617830	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 58; DEE58		9q21.33		
#617831	MENTAL RETARDATION, AUTOSOMAL DOMINANT 55, WITH SEIZURES; MRD55		6q22.1		
#617836	DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES; DEDSM		1p36.11		
#617862	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, EPILEPSY, AND BRAIN ATROPHY; NEDMEBA		14q21.1		
#617864	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAIT ABNORMALITIES; NEDSGA		11q22.3		
#617865	NEURODEVELOPMENTAL DISORDER WITH MOVEMENT ABNORMALITIES, ABNORMAL GAIT, AND AUTISTIC FEATURES; NEDMAGA		5q12.1		
#617873	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35; COXPD35		1p34.2		
#617885	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 19; BMIQ19		2p23.3		
#617899	LEUKODYSTROPHY, HYPOMYELINATING, 14; HLD14		13q13.3		
#617903	NEURODEVELOPMENTAL DISORDER WITH POOR LANGUAGE AND LOSS OF HAND SKILLS; NDPLHS		9q22.33		
#617904	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 59; DEE59		9q22.33		
#617914	MICROCEPHALY 20, PRIMARY, AUTOSOMAL RECESSIVE; MCPH20		1q32.1		
#617915	HYPOTONIA, ATAXIA, DEVELOPMENTAL DELAY, AND TOOTH ENAMEL DEFECT SYNDROME; HADDTS		4p16.3		
#617929	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 60; EIEE60		6p21.1		
#617930	CHROMOSOME 1p35 DELETION SYNDROME		1p35	1:27600000-34300000	
#617931	SPINOCEREBELLAR ATAXIA 47; SCA47		1p35.2		
#617933	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 61; EIEE61		7q21.12		
#617950	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36; COXPD36		9q34.3		
#617954	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6; MMDS6		7q22.1		
#617964	LEUKODYSTROPHY, HYPOMYELINATING, 16; HLD16		7p21.3		
#617976	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 63; EIEE63		4p16.3		
#617982	VERVERI-BRADY SYNDROME; VERBRAS		3p21.31		
#617983	MICROCEPHALY 21, PRIMARY, AUTOSOMAL RECESSIVE; MCPH21		12p13.31		
#617985	MICROCEPHALY 23, PRIMARY, AUTOSOMAL RECESSIVE; MCPH23		2q11.2		
#617988	JABERI-ELAHI SYNDROME; JABELS		6p21.1		
#617991	CHUNG-JANSEN SYNDROME; CHUJANS		6q14.1		
#618004	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 64; EIEE64		8p21.3		
#618005	CONGENITAL DISORDER OF GLYCOSYLATION WITH DEFECTIVE FUCOSYLATION 1; CDGF1		14q23.3		
#618006	LEUKODYSTROPHY, HYPOMYELINATING, 17; HLD17		7p22.1		
#618012	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3; IECEE3		3q13.31		
#618027	COFFIN-SIRIS SYNDROME 7; CSS7		11q13.1		
#618056	NEURODEVELOPMENTAL DISORDER WITH CEREBELLAR ATROPHY AND WITH OR WITHOUT SEIZURES; NEDCAS		7p22.3		
#618060	INTELLECTUAL DEVELOPMENTAL DISORDER WITH OR WITHOUT EPILEPSY OR CEREBELLAR ATAXIA; IDDECA		15q22.2		
#618067	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 66; EIEE66		14q32.33		
#618076	NEURODEVELOPMENTAL DISORDER WITH SPASTICITY AND POOR GROWTH; NEDSG		1q23.3		
#618088	NEURODEVELOPMENTAL DISORDER WITH REGRESSION, ABNORMAL MOVEMENTS, LOSS OF SPEECH, AND SEIZURES; NEDAMSS		14q24.3		
#618089	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND BEHAVIORAL ABNORMALITIES; IDDFBA		2p16.3		
#618092	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA		14q32.2		
#618095	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 63; MRT63		5q32		
#618103	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 64; MRT64		15q24.3		
#618106	MENTAL RETARDATION, AUTOSOMAL DOMINANT 58; MRD58		9q34.11		
#618109	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 65; MRT65		1q32.1		
#618174	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 9; CDCBM9		2p12		
#618195	INTELLECTUAL DEVELOPMENTAL DISORDER AND RETINITIS PIGMENTOSA; IDDRP		15q24.3		
#618265	ARTHROGRYPOSIS, CLEFT PALATE, CRANIOSYNOSTOSIS, AND IMPAIRED INTELLECTUAL DEVELOPMENT; ACCIID		4q24		
#618280	CARDIAC-UROGENITAL SYNDROME; CUGS		11q12.2		
#618286	MACROCEPHALY, ACQUIRED, WITH IMPAIRED INTELLECTUAL DEVELOPMENT; MACID		9p23-p22		
#618330	GLOBAL DEVELOPMENTAL DELAY WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT; GDDI		7q22.1		
#618402	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 70; MRT70		3q25.32		
#618479	CEREBELLAR, OCULAR, CRANIOFACIAL, AND GENITAL SYNDROME; COFG		13q13.3		
#618493	HYPOTONIA, HYPOVENTILATION, IMPAIRED INTELLECTUAL DEVELOPMENT, DYSAUTONOMIA, EPILEPSY, AND EYE ABNORMALITIES; HIDEA		3p21.31		
#618506	COFFIN-SIRIS SYNDROME 10; CSS10		6p22.3		
#618625	ROTHMUND-THOMSON SYNDROME, TYPE 1; RTS1		2q13		
#618652	NEUROOCULOCARDIOGENITOURINARY SYNDROME; NOCGUS		10p15.3		
#618658	ZIMMERMANN-LABAND SYNDROME 3; ZLS3		1q21.3		
#618725	INTELLECTUAL DEVELOPMENTAL DISORDER WITH BEHAVIORAL ABNORMALITIES AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT SEIZURES; IDDBCS		11p11.2		
#618744	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 83; DEE83		2p15		
#618761	CATIFA SYNDROME; CATIFA		9p24.1		
#618804	SANDESTIG-STEFANOVA SYNDROME; SANDSTEF		9q34.11		
#618820	GENITOURINARY AND/OR BRAIN MALFORMATION SYNDROME; GUBS		12q21.2-q21.3		
#618846	DIETS-JONGMANS SYNDROME; DIJOS		5q31.2		
#618973	NEURODEGENERATION, INFANTILE-ONSET, BIOTIN-RESPONSIVE; NERIB		2p23.3		
#618998	IMMUNE DYSREGULATION AND SYSTEMIC HYPERINFLAMMATION SYNDROME; IMDYSHI		1q25.1		
#222470	TRICHOHEPATOENTERIC SYNDROME 1; THES1		5q15		
#608804	LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2		1q42.13		
#236670	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 1; MDDGA1		9q34.13		
#253280	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3; MDDGA3		1p34.1		
#607417	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2; MRT2		3p26.2		
#613150	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 2; MDDGA2		14q24.3		
#100300	ADAMS-OLIVER SYNDROME 1; AOS1	APLASIA CUTIS CONGENITA, CONGENITAL HEART DEFECT, AND FRONTONASAL CYSTS, INCLUDED	3q13.32-q13.33		
#101200	APERT SYNDROME	APERT-CROUZON DISEASE, INCLUDED	10q26.13		
#101600	PFEIFFER SYNDROME	CRANIOFACIAL-SKELETAL-DERMATOLOGIC DYSPLASIA, INCLUDED	8p11.23, 10q26.13		
#105830	ANGELMAN SYNDROME; AS	ANGELMAN SYNDROME CHROMOSOME REGION, INCLUDED; ANCR, INCLUDED	15q11.2		
#109400	BASAL CELL NEVUS SYNDROME; BCNS		1p34.1, 9q22.32, 10q24.32		
#113620	BRANCHIOOCULOFACIAL SYNDROME; BOFS		6p24.3		
#115150	CARDIOFACIOCUTANEOUS SYNDROME 1; CFC1		7q34		
#117550	SOTOS SYNDROME 1; SOTOS1		5q35.3		
#120330	PAPILLORENAL SYNDROME; PAPRS		10q24.31		
#120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION; COB1		11q22.1		
#122470	CORNELIA DE LANGE SYNDROME 1; CDLS1		5p13.2		
#123500	CROUZON SYNDROME		10q26.13		
#124000	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1; MC3DN1		2q35		
#124200	DARIER-WHITE DISEASE; DAR	DARIER DISEASE, ACRAL HEMORRHAGIC TYPE, INCLUDED	12q24.11		
#125800	DIABETES INSIPIDUS, NEPHROGENIC, AUTOSOMAL		12q13.12		
#220120	D-GLYCERIC ACIDURIA		3p21.2		
#221750	PITUITARY HORMONE DEFICIENCY, COMBINED, 3; CPHD3		9q34.3		
#222300	WOLFRAM SYNDROME 1; WFS1		4p16.1		
#222730	DICARBOXYLIC AMINOACIDURIA; DCBXA		9p24.2		
#222748	DIHYDROPYRIMIDINASE DEFICIENCY; DPYSD		8q22.3		
#222765	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 2; RCDP2		1q42.2		
#224050	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 1; CAMRQ1		9p24.2		
#224230	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1; DKCB1		15q14		
#224690	MEIER-GORLIN SYNDROME 1; MGORS1		1p32.3		
#225250	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 5; CHNG5		5q35.1		
#605309	MACROCEPHALY/AUTISM SYNDROME		10q23.31		
#609033	POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA; AXPC1		1q32.3		
#609152	HYPERTHYROIDISM, NONAUTOIMMUNE		14q31.1		
#133540	COCKAYNE SYNDROME B; CSB		10q11.23		
#135100	FIBRODYSPLASIA OSSIFICANS PROGRESSIVA; FOP		2q24.1		
#135500	ZIMMERMANN-LABAND SYNDROME 1; ZLS1		1q32.2		
#135900	COFFIN-SIRIS SYNDROME 1; CSS1		6q25.3		
#136630	MENTAL RETARDATION, FRA12A TYPE		12q13.12		
#136760	FRONTONASAL DYSPLASIA 1; FND1		1p13.3		
#142945	HOLOPROSENCEPHALY 3; HPE3		7q36.3		
#146000	HYPOCHONDROPLASIA; HCH		4p16.3		
#147791	JACOBSEN SYNDROME; JBS		11q23.3-q25	11:114600000-135086622	
#147920	KABUKI SYNDROME 1; KABUK1		12q13.12		
#148820	WAARDENBURG SYNDROME, TYPE 3; WS3		2q36.1		
#150230	TRICHORHINOPHALANGEAL SYNDROME, TYPE II; TRPS2		8q24.11-q24.13	8:116700000-126300000	
#150250	LARSEN SYNDROME; LRS		3p14.3		
#151050	LENZ-MAJEWSKI HYPEROSTOTIC DWARFISM; LMHD		8q22.1		
#151100	LEOPARD SYNDROME 1; LPRD1		12q24.13		
#152950	MICROCEPHALY WITH OR WITHOUT CHORIORETINOPATHY, LYMPHEDEMA, OR MENTAL RETARDATION; MCLMR		10q23.33		
#156200	MENTAL RETARDATION, AUTOSOMAL DOMINANT 1; MRD1	CHROMOSOME 2q23.1 DELETION SYNDROME, INCLUDED	2q23.1		
#156610	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1; CSCSC1		6p21.33		
#157170	HOLOPROSENCEPHALY 2; HPE2		2p21		
#158170	CHROMOSOME 9p DELETION SYNDROME		9p		
#158350	COWDEN SYNDROME 1; CWS1	LHERMITTE-DUCLOS DISEASE, INCLUDED; LDD, INCLUDED	10q23.31		
#158900	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 1; FSHD1	FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY, INFANTILE, INCLUDED	4q35	4:182300000-190214555	
#163200	SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME; SFM		1p13.2, 11p15.5, 12p12.1		
#163950	NOONAN SYNDROME 1; NS1	PTERYGIUM COLLI SYNDROME, INCLUDED	12q24.13		
#164200	OCULODENTODIGITAL DYSPLASIA; ODDD		6q22.31		
#164280	FEINGOLD SYNDROME 1; FGLDS1		2p24.3		
#175700	GREIG CEPHALOPOLYSYNDACTYLY SYNDROME; GCPS		7p14.1		
#176270	PRADER-WILLI SYNDROME; PWS	PRADER-WILLI SYNDROME CHROMOSOME REGION, INCLUDED; PWCR, INCLUDED	15q11.2, 15q11.2		
#176920	PROTEUS SYNDROME	ELATTOPROTEUS SYNDROME, INCLUDED	14q32.33		
#180700	ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1; DRS1		3p14.3		
#182212	SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME; SGS		1p36.33-p36.32		
#182600	SPASTIC PARAPLEGIA 3, AUTOSOMAL DOMINANT; SPG3A		14q22.1		
#185300	STURGE-WEBER SYNDROME; SWS		9q21.2		
#187600	THANATOPHORIC DYSPLASIA, TYPE I; TD1		4p16.3		
#188025	THROMBOCYTOPENIA, PARIS-TROUSSEAU TYPE; TCPT		11q23	11:110600000-121300000	
#191100	TUBEROUS SCLEROSIS 1; TSC1		9q34.13		
#194050	WILLIAMS-BEUREN SYNDROME; WBS		7q11.23	7:72700000-77900000	
#194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME; WAGR		11p13	11:31000000-36400000	
#194190	WOLF-HIRSCHHORN SYNDROME; WHS		4p16.3		
#200990	ACROCALLOSAL SYNDROME; ACLS	JOUBERT SYNDROME 12, INCLUDED; JBTS12, INCLUDED	15q26.1		
#202370	PEROXISOME BIOGENESIS DISORDER 2B; PBD2B		12p13.31		
#203650	ALOPECIA-MENTAL RETARDATION SYNDROME 1; APMR1		3q26.3-q27.3	3:171200000-188200000	
#203750	ALPHA-METHYLACETOACETIC ACIDURIA		11q22.3		
#204750	2-AMINOADIPIC 2-OXOADIPIC ACIDURIA; AMOXAD		10p14		
#206700	GILLESPIE SYNDROME; GLSP		3p26.1		
#206920	MICROPHTHALMIA WITH LIMB ANOMALIES; MLA		14q24.2		
#207410	ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS; ABS2		10q26.13		
#207800	ARGININEMIA		6q23.2		
#207900	ARGININOSUCCINIC ACIDURIA		7q11.21		
#209885	BARBER-SAY SYNDROME; BBRSAY		2q37.3		
#209900	BARDET-BIEDL SYNDROME 1; BBS1		1p35.2, 3q11.2, 11q13.2		
#210000	BEHR SYNDROME; BEHRS		3q29		
#210200	3-METHYLCROTONYL-CoA CARBOXYLASE 1 DEFICIENCY; MCC1D		3q27.1		
#210210	3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY; MCC2D		5q13.2		
#210600	SECKEL SYNDROME 1; SCKL1		3q23		
#210710	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I; MOPD1		2q14.2		
#210900	BLOOM SYNDROME; BLM		15q26.1		
#212066	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIa; CDG2A		14q21.3		
#212112	CARDIOMYOPATHY, DILATED, WITH HYPERGONADOTROPIC HYPOGONADISM		1q22		
#212720	MARTSOLF SYNDROME		1q41		
#213300	JOUBERT SYNDROME 1; JBTS1		9q34.3		
#213700	CEREBROTENDINOUS XANTHOMATOSIS; CTX		2q35		
#213980	CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME; CFSMR		1q24.1		
#214100	PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER); PBD1A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 1, INCLUDED; CG1, INCLUDED	7q21.2		
#214110	PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER); PBD2A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 2, INCLUDED; CG2, INCLUDED	12p13.31		
#214150	CEREBROOCULOFACIOSKELETAL SYNDROME 1; COFS1		10q11.23		
#214450	GRISCELLI SYNDROME, TYPE 1; GS1		15q21.2		
#214800	CHARGE SYNDROME		7q21.11, 8q12.2		
#215100	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1; RCDP1		6q23.3		
#215700	CITRULLINEMIA, CLASSIC		9q34.11		
#216360	COACH SYNDROME		4p15.32, 8q22.1, 16q12.2		
#216400	COCKAYNE SYNDROME A; CSA		5q12.1		
#216550	COHEN SYNDROME; COH1		8q22.2		
#218000	AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY; ACCPN		15q14		
#218040	COSTELLO SYNDROME; CSTLO	MYOPATHY, CONGENITAL, WITH EXCESS OF MUSCLE SPINDLES, INCLUDED; CMEMS, INCLUDED	11p15.5		
#218340	TEMTAMY SYNDROME; TEMTYS		12p13.31		
#218600	BALLER-GEROLD SYNDROME; BGS		8q24.3		
#219000	FRASER SYNDROME 1; FRASRS1		4q21.21		
#219200	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIA; ARCL2A		12q24.31		
#219500	CYSTATHIONINURIA		1p31.1		
#600118	WARBURG MICRO SYNDROME 1; WARBM1		2q21.3		
#600430	CHROMOSOME 2q37 DELETION SYNDROME		2q37	2:230100000-242193529	
#600721	D-2-HYDROXYGLUTARIC ACIDURIA 1; D2HGA1		2q37.3		
#601005	TIMOTHY SYNDROME; TS		12p13.33		
#601068	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1; FAME1		8q24.11-q24.12		
#601186	MICROPHTHALMIA, SYNDROMIC 9; MCOPS9	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 8, INCLUDED; MCOPCB8, INCLUDED	15q24.1		
#601358	NICOLAIDES-BARAITSER SYNDROME; NCBRS		9p24.3		
#601678	BARTTER SYNDROME, TYPE 1, ANTENATAL; BARTS1		15q21.1		
#601776	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1; EDSMC1		15q15.1		
#601815	PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY; PHGDHD		1p12		
#602032	ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4		12q13.13		
#602481	MIGRAINE, FAMILIAL HEMIPLEGIC, 2; FHM2	MIGRAINE, FAMILIAL BASILAR, INCLUDED	1q23.2		
#602485	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3; HHF3		7p13		
#602501	MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME; MCAP		3q26.32		
#602522	BARTTER SYNDROME, TYPE 4A, NEONATAL, WITH SENSORINEURAL DEAFNESS; BARTS4A	SENSORINEURAL DEAFNESS WITH MILD RENAL DYSFUNCTION, INCLUDED	1p32.3		
#602531	GRANGE SYNDROME; GRNG		1q22		
#602668	MYOTONIC DYSTROPHY 2; DM2		3q21.3		
#602849	MUENKE SYNDROME; MNKES		4p16.3		
#603513	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 1; CPSQ1		2q31.1		
#603671	ACROMELIC FRONTONASAL DYSOSTOSIS; AFND		5q12.1		
#604278	RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION		4q13.3		
#604292	ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3; EEC3		3q28		
#604321	MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE; MCPH4		15q15.1		
#604369	SALLA DISEASE; SD		6q13		
#604804	MICROCEPHALY 3, PRIMARY, AUTOSOMAL RECESSIVE; MCPH3		9q33.2		
#605130	WIEDEMANN-STEINER SYNDROME; WDSTS		11q23.3		
#225500	ELLIS-VAN CREVELD SYNDROME; EVC		4p16.2, 4p16.2		
#227645	FANCONI ANEMIA, COMPLEMENTATION GROUP C; FANCC		9q22.32		
#227646	FANCONI ANEMIA, COMPLEMENTATION GROUP D2; FANCD2		3p25.3		
#228000	FARBER LIPOGRANULOMATOSIS; FRBRL		8p22		
#229600	FRUCTOSE INTOLERANCE, HEREDITARY; HFI		9q31.1		
#230000	FUCOSIDOSIS		1p36.11		
#230400	GALACTOSEMIA I; GALAC1	GALACTOSEMIA, DUARTE VARIANT, INCLUDED	9p13.3		
#230500	GM1-GANGLIOSIDOSIS, TYPE I	GM1-GANGLIOSIDOSIS, TYPE I, WITH CARDIAC INVOLVEMENT, INCLUDED	3p22.3		
#230650	GM1-GANGLIOSIDOSIS, TYPE III		3p22.3		
#230740	GAPO SYNDROME; GAPOS		2p13.3		
#231070	GERODERMA OSTEODYSPLASTICUM; GO		1q24.2		
#231550	ACHALASIA-ADDISONIANISM-ALACRIMA SYNDROME; AAAS	ACHALASIA-ALACRIMA SYNDROME, INCLUDED	12q13.13		
#233910	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, B; HPABH4B	DYSTONIA, DOPA-RESPONSIVE, WITH OR WITHOUT HYPERPHENYLALANINEMIA, AUTOSOMAL RECESSIVE, INCLUDED	14q22.2		
#235730	MOWAT-WILSON SYNDROME; MOWS		2q22.3		
#235800	HISTIDINEMIA		12q23.1		
#236600	HYDROCEPHALUS, CONGENITAL, 1; HYC1		14q32.11-q32.12		
#236792	L-2-HYDROXYGLUTARIC ACIDURIA; L2HGA		14q21.3		
#236800	HYDROXYKYNURENINURIA		2q22.2		
#237300	CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO		2q34		
#238970	HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME; HHHS		13q14.11		
#239300	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 1; HPMRS1		1p36.11		
#239510	HYPERPROLINEMIA, TYPE II; HYRPRO2		1p36.13		
#239850	CANTU SYNDROME		12p12.1		
#240800	HYPOGLYCEMIA, LEUCINE-INDUCED; LIH		11p15.1		
#241200	BARTTER SYNDROME, TYPE 2, ANTENATAL; BARTS2		11q24.3		
#241410	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME; HRDS		1q42.3		
#243800	JOHANSON-BLIZZARD SYNDROME; JBS		15q15.2		
#245150	KEUTEL SYNDROME; KTLS		12p12.3		
#245348	PYRUVATE DEHYDROGENASE E2 DEFICIENCY; PDHDD		11q23.1		
#245349	PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY; PDHXD		11p13		
#245400	MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9		2p11.2		
#246560	SPLIT-HAND/FOOT MALFORMATION 3; SHFM3		10q24	10:95300000-104000000	
#248510	MANNOSIDOSIS, BETA A, LYSOSOMAL; MANSB		4q24		
#248600	MAPLE SYRUP URINE DISEASE; MSUD	MAPLE SYRUP URINE DISEASE, CLASSIC, INCLUDED	1p21.2, 6q14.1, 19q13.2		
#248800	MARINESCO-SJOGREN SYNDROME; MSS		5q31.2		
#249500	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1; MRT1		4q26		
#250850	METHIONINE ADENOSYLTRANSFERASE I/III DEFICIENCY		10q22.3		
#251200	MICROCEPHALY 1, PRIMARY, AUTOSOMAL RECESSIVE; MCPH1		8p23.1		
#251260	NIJMEGEN BREAKAGE SYNDROME; NBS	BERLIN BREAKAGE SYNDROME, INCLUDED; BBS, INCLUDED	8q21.3		
#251300	GALLOWAY-MOWAT SYNDROME 1; GAMOS1		15q25.2		
#252600	MUCOLIPIDOSIS III ALPHA/BETA	MUCOLIPIDOSIS III ALPHA/BETA, ATYPICAL, INCLUDED	12q23.2		
#252930	MUCOPOLYSACCHARIDOSIS, TYPE IIIC; MPS3C		8p11.2-p11.1		
#252940	MUCOPOLYSACCHARIDOSIS, TYPE IIID; MPS3D		12q14.3		
#253220	MUCOPOLYSACCHARIDOSIS, TYPE VII; MPS7		7q11.21		
#253800	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 4; MDDGA4		9q31.2		
#255200	MYOPATHY, CENTRONUCLEAR, 2; CNM2		2q14.3		
#255800	SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1		1p36.12		
#255995	MYOPATHY, CONGENITAL, BAILEY-BLOCH; MYPBB		12q13.3		
#256000	LEIGH SYNDROME; LS	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY, INCLUDED	5p15.33		
#256040	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1; PRAAS1	PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1, DIGENIC, INCLUDED	6p21.32		
#256450	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 1; HHF1		11p15.1		
#256550	NEURAMINIDASE DEFICIENCY	SIALIDOSIS, TYPE I, INCLUDED	6p21.33		
#256800	INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA		1q23.1		
#257200	NIEMANN-PICK DISEASE, TYPE A	NIEMANN-PICK DISEASE, INTERMEDIATE, PROTRACTED NEUROVISCERAL, INCLUDED	11p15.4		
#257300	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1; MVA1		15q15.1		
#257920	3MC SYNDROME 1; 3MC1		3q27.3		
#259050	PRIMROSE SYNDROME; PRIMS		3q13.31		
#259770	OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME; OPPG		11q13.2		
