OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 18, 19, 20, 21, 22)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#616398	DYSTONIA 26, MYOCLONIC; DYT26		22q12.3		
#616409	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 33; DEE33		20q13.33		
#616449	BASEL-VANAGAITE-SMIRIN-YOSEF SYNDROME; BVSYS		19q13.33		
#616509	CATARACT 44; CTRCT44		21q22.3		
#616531	POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS; PMGYCHA		22q11.21		
#616532	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 7; IIAE7		19q13.33		
#616540	EPILEPSY, PROGRESSIVE MYOCLONIC, 9; EPM9		19p13.3		
#616549	KLIPPEL-FEIL SYNDROME 4, AUTOSOMAL RECESSIVE, WITH NEMALINE MYOPATHY AND FACIAL DYSMORPHISM; KFS4		22q12.1		
#616564	NOONAN SYNDROME 10; NS10		22q11.21		
#616645	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 34; DEE34		20q13.12		
#616647	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 35; DEE35		20p13		
#616669	IMMUNODEFICIENCY 45; IMD45		21q22.11		
#616680	SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE; SPG75		19q13.12		
#616685	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14; EIG14		20q13.12		
#616688	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z; CMT2Z		22q12.2		
#616689	DEHYDRATED HEREDITARY STOMATOCYTOSIS 2; DHS2		19q13.31		
#616734	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2; CSCSC2		18q12.1-q12.2		
#616754	BOMBAY PHENOTYPE	PARA-BOMBAY PHENOTYPE, INCLUDED	19q13.33, 19q13.33		
#616763	LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA; LDAMD		19q13.2		
#616811	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 29; COXPD29		22q12.3		
#616814	PREIMPLANTATION EMBRYONIC LETHALITY 1; PREMBL1		19p13.3		
#616851	CATARACT 45; CTRCT45		19q13.1-q13.2		
#616858	COWDEN SYNDROME 7; CWS7		20p11.23		
#616878	METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION; MECRCN		22q11.21		
#616920	HEART AND BRAIN MALFORMATION SYNDROME; HBMS		19q13.31		
#616924	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2CC; CMT2CC		22q12.2		
#616937	THROMBOCYTOPENIA 6; THC6		20q11.23		
#616941	AGAMMAGLOBULINEMIA 8, AUTOSOMAL DOMINANT; AGM8		19p13.3		
#617041	DUANE RETRACTION SYNDROME 3 WITH OR WITHOUT DEAFNESS; DURS3		20q12		
#617050	HERMANSKY-PUDLAK SYNDROME 10; HPS10		19p13.3		
#617062	OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME; OCNDS		20p13		
#617063	MEIER-GORLIN SYNDROME 7; MGORS7		22q11.21		
#617102	SHORT-RIB THORACIC DYSPLASIA 16 WITH OR WITHOUT POLYDACTYLY; SRTD16		20q13.12		
#617106	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 42; DEE42		19p13.13		
#617115	PEELING SKIN SYNDROME 5; PSS5		18q22.1		
#617140	ZTTK SYNDROME; ZTTKS		21q22.11		
#617146	ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH; DAIPT		18p11.22-p11.21		
#617162	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 46; DEE46		19q13.33		
#617169	SOTOS SYNDROME 3; SOTOS3		19p13.3		
#617180	CHITAYAT SYNDROME; CHYTS		19q13.2		
#617187	SPERMATOGENIC FAILURE 16; SPGF16		20q11.21		
#617188	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 57; MRT57		19q13.42		
#617201	PERIVENTRICULAR NODULAR HETEROTOPIA 7; PVNH7		18q21.31		
#617219	CHROMOSOME 19q13.11 DELETION SYNDROME, PROXIMAL		19q13.11	19:31900000-35100000	
#617251	UNCOMBABLE HAIR SYNDROME 2; UHS2		20p13		
#617270	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58; MRT58		18q12.2		
#617284	DYSTONIA 28, CHILDHOOD-ONSET; DYT28		19q13.12		
#617297	AMELOGENESIS IMPERFECTA, TYPE IJ; AI1J		19q13.33		
#617304	RETINITIS PIGMENTOSA 77; RP77		19p13.3		
#617319	ANTERIOR SEGMENT DYSGENESIS 8; ASGD8		19p13.11		
#617320	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 12; ARCI12		19p13.12		
#617350	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 52; DEE52		19q13.11		
#617389	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 53; DEE53		21q22.11		
#617392	ECTODERMAL DYSPLASIA 13, HAIR/TOOTH TYPE; ECTD13		22q12.1		
#617393	NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, CATARACTS, FEEDING DIFFICULTIES, AND DELAYED BRAIN MYELINATION; NECFM		19p13.13		
#617397	PSEUDO-TORCH SYNDROME 2; PTORCH2		22q11.21		
#617402	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIC; ARCL2C		22q11.21		
#617433	RETINITIS PIGMENTOSA 78; RP78		19p13.2		
#617468	ARTHROGRYPOSIS MULTIPLEX CONGENITA 1, NEUROGENIC, WITH MYELIN DEFECT; AMC1		19q13.12		
#617519	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEUROPATHY, AND DEAFNESS; NEDHND		19q13.2		
#617526	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 4; EKVP4		18q21.33		
#617542	GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS 2, WITH IMPAIRED INTELLECTUAL DEVELOPMENT; HGPPS2		18q21.2		
#617547	RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA; RDMS		21q22.3		
#617564	MEIER-GORLIN SYNDROME 8; MGORS8		22q12.3		
#617571	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 14; ARCI14		19q13.33		
#617585	IMMUNODEFICIENCY 53; IMD53		19q13.32		
#617599	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 55; DEE55		21q22.13		
#617600	MENTAL RETARDATION, AUTOSOMAL DOMINANT 45; MRD45		19q13.2		
#617604	MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES; MISSLA		21q22.11		
#617629	SCHIZOPHRENIA 19; SCZD19		20q11.22		
#617633	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 26; SCAR26		19q13.31		
#617662	JOINT LAXITY, SHORT STATURE, AND MYOPIA; JLSM		20p11.21		
#617698	3-METHYLGLUTACONIC ACIDURIA, TYPE IX; MGCA9		19q13.2		
#617730	GALLOWAY-MOWAT SYNDROME 4; GAMOS4		20q13.12		
#617732	FACIAL PALSY, CONGENITAL, WITH PTOSIS AND VELOPHARYNGEAL DYSFUNCTION; FPVEPD		18p11.21		
#617770	SPINOCEREBELLAR ATAXIA 46; SCA46		19q13.2		
#617783	NEPHROTIC SYNDROME, TYPE 16; NPHS16		19p13.2		
#617805	RENAL HYPODYSPLASIA/APLASIA 3; RHDA3		18q11.1-q11.2		
#617807	NEURODEVELOPMENTAL DISORDER WITH ATAXIC GAIT, ABSENT SPEECH, AND DECREASED CORTICAL WHITE MATTER; NDAGSCW		19p13.2		
#617825	GLUCOCORTICOID DEFICIENCY 5; GCCD5		22q11.21		
#617827	IMMUNODEFICIENCY 55; IMD55		20p11.21		
#617877	SHORT STATURE, FACIAL DYSMORPHISM, AND SKELETAL ANOMALIES WITH OR WITHOUT CARDIAC ANOMALIES; SSFSC		20p12.3		
#617912	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 5; CHTD5		20q13.33		
#618120	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 5; MC5DN5		19p13.3		
#618124	PERIPHERAL NEUROPATHY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT; PNRIID		21q22.3		
#618180	ECTODERMAL DYSPLASIA 14, HAIR/TOOTH TYPE WITH OR WITHOUT HYPOHIDROSIS; ECTD14		21q22.3		
#618183	DIARRHEA 10, PROTEIN-LOSING ENTEROPATHY TYPE; DIAR10		19p13.11		
#618197	MYASTHENIC SYNDROME, CONGENITAL, 23, PRESYNAPTIC; CMS23		22q11.21		
#618213	INFLAMMATORY BOWEL DISEASE, IMMUNODEFICIENCY, AND ENCEPHALOPATHY; IBDIMDE		19q13.2		
#618224	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 3; MC1DN3		19p13.3		
#618229	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 7; MC1DN7		18p11.22		
#618236	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 14; MC1DN14		19p13.3		
#618238	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 16; MC1DN16		20p12.1		
#618249	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 28; MC1DN28		19p13.11		
#618253	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 33; MC1DN33		22q13.2		
#618261	LYMPHOPROLIFERATIVE SYNDROME 3; LPFS3		19p13.3		
#618270	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 3; CAKUT3		21q11.2-q21.1		
#618273	MEGA-CORPUS-CALLOSUM SYNDROME WITH CEREBELLAR HYPOPLASIA AND CORTICAL MALFORMATIONS; MCCCHCM		19p13.13		
#618275	HYPOTRICHOSIS 14; HYPT14		21q22.3		
#618282	HYPER-IgE RECURRENT INFECTION SYNDROME 3, AUTOSOMAL RECESSIVE; HIES3		20q11.22		
#618302	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 68; MRT68		19p13.13		
#618310	DIAMOND-BLACKFAN ANEMIA 18; DBA18		19q13.33		
#618329	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 37; COXPD37		19p13.3		
#618333	MENKE-HENNEKAM SYNDROME 2; MKHK2		22q13.2		
#618346	MICROCEPHALY, GROWTH DEFICIENCY, SEIZURES, AND BRAIN MALFORMATIONS; MIGSB		21q22.3		
#618347	GALLOWAY-MOWAT SYNDROME 6; GAMOS6		21q22.3		
#618358	CONE-ROD DYSTROPHY AND HEARING LOSS 2; CRDHL2		20q11.22		
#618360	BRAIN SMALL VESSEL DISEASE 3; BSVD3		19p13.11		
#618384	LEUKOENCEPHALOPATHY, ACUTE REVERSIBLE, WITH INCREASED URINARY ALPHA-KETOGLUTARATE; ARLIAK		20q13.12		
#618406	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20; BMIQ20	OBESITY, RESISTANCE TO, INCLUDED	18q21.32		
#618410	DEAFNESS, AUTOSOMAL RECESSIVE 113; DFNB113		19q13.31-q13.32		
#618416	METABOLIC CRISES, RECURRENT, WITH VARIABLE ENCEPHALOMYOPATHIC FEATURES AND NEUROLOGIC REGRESSION; MECREN		19p13.11		
#618430	DEVELOPMENTAL DELAY WITH VARIABLE INTELLECTUAL IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; DDVIBA		22q13.2		
#618431	HYDATIDIFORM MOLE, RECURRENT, 3; HYDM3		22q13.2		
#618459	IMMUNODEFICIENCY 62; IMD62		19q13.2		
#618480	NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND SPEECH AND WALKING IMPAIRMENT; NEDSSWI		19p13.13		
#618495	IMMUNODEFICIENCY 63 WITH LYMPHOPROLIFERATION AND AUTOIMMUNITY; IMD63		22q12.3		
#618511	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIC, WITH OPTIC ATROPHY; HMSN6C		21q22.3		
#618531	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 6; EKVP6		19q13.33		
#618590	NEURODEVELOPMENTAL DISORDER WITH BRAIN ANOMALIES, SEIZURES, AND SCOLIOSIS; NEDBSS		20q11.22		
#618598	SPASTIC TETRAPLEGIA AND AXIAL HYPOTONIA, PROGRESSIVE; STAHP		21q22.11		
#618635	SIDDIQI SYNDROME; SIDDIS		20q13.12		
#618672	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, AUTISM, AND DYSMORPHIC FACIES; IDDSADF		19q13.42		
#618677	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 10; CDCBM10		19p13.3		
#618774	CEBALID SYNDROME; CEBALID		22q12.1		
#618775	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 10; MC3DN10		19q12		
#618782	LONG QT SYNDROME 16; LQT16	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC 6, INCLUDED; CPVT6, INCLUDED	19q13.32		
#618824	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 8, AUTOSOMAL RECESSIVE; IBGC8		21q21.3		
#618840	ALOPECIA-MENTAL RETARDATION SYNDROME 4; APMR4		21q22.3		
#618847	IMMUNODEFICIENCY 66; IMD66		22q13.1-q13.2		
#618850	HYPERVALINEMIA AND HYPERLEUCINE-ISOLEUCINEMIA; HVLI		19q13.33		
#618859	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT AUTISTIC FEATURES AND/OR STRUCTURAL BRAIN ABNORMALITIES; NEDASB		19q13.32		
#618862	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, MICROCEPHALY, AND SEIZURES; NEDHYMS		21q22.3		
#618876	EPILEPSY, PROGRESSIVE MYOCLONIC, 11; EPM11		19p13.3		
#618880	GLAUCOMA, PRIMARY CLOSED-ANGLE; GLCC		21q22.3		
#618889	LIBERFARB SYNDROME; LIBF		22q12.2		
#618920	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 14; ARVD14		18q12.1		
#618929	AGENESIS OF CORPUS CALLOSUM, CARDIAC, OCULAR, AND GENITAL SYNDROME; ACOGS		18q12.1		
#618940	OCULOPHARYNGODISTAL MYOPATHY 2; OPDM2		19p13.12		
#618950	SULEIMAN-EL-HATTAB SYNDROME; SULEHS		20p12.1		
#618955	RETINITIS PIGMENTOSA 89; RP89		20q11.21		
#618977	OPTIC ATROPHY 12; OPA12		18p11.21		
#619013	RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 2; RILDBC2		19p13.13		
#619051	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 7; MC4DN7		19q13.12		
#619055	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 12; MC4DN12		19p13.2		
#619063	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 19; MC4DN19		20p11.23		







