OMIM Search - '+cs_neurologic:("developmental delay" OR "delayed development" OR "Delayed motor development" OR "Delayed psychomotor development" OR "Developmental motor delay" OR "Delayed walking development" OR "Delayed global development" OR "Global developmental delay" OR "Motor delay" OR "Fine motor impairment" OR "Psychomotor delay" OR "Delayed gross motor development" OR "Impaired psychomotor development" OR "Poor motor development" OR "Delay in gross motor development" OR "Lack of motor development" OR "Psychomotor retardation" OR "Lack of psychomotor development" OR "Developmental arrest" OR "Progressive psychomotor deterioration" OR "Developmental regression" OR "Psychomotor development failure" OR "Motor deterioration" OR "Motor retardation" OR "Retarded psychomotor development" OR "Delayed gross motor skills" OR "Arrest of psychomotor development" OR "Delay in motor development" OR "Delayed motor and speech development" OR "Limited gross motor development" OR "No psychomotor development" OR "Loss of motor functions" OR "Retarded motor development" OR "Motor development delayed" OR "Regression of psychomotor development" OR "Absence of development" OR "delayed early gross motor development" OR "absent psychomotor development" OR "Slowed development" OR "Poor fine motor skills" OR "Delayed motor skills" OR "Progressive motor function loss" OR "loss of motor skills" OR "Pervasive developmental disorder" OR "Motor and sensory neuropathy" OR "Delayed motor milestones" OR "Impaired fine motor skills" OR "Locomotor delay" OR "Psychomotor regression" OR "Motor deficits" OR "motor loss" OR "Loss of fine motor skills" OR "Psychomotor degeneration" OR "motor signs" OR "motor neuron" OR "motor skill delay" OR "Developmental retardation" OR "Motor impairment" OR "motor axonal neuropathy" OR "Loss of developmental skills" OR "Developmental deterioration" OR "Delayed developmental milestones" OR "Abnormal development" OR "Delayed early motor milestones" OR "Impaired motor control" OR "Motor regression" OR "Lack of neurologic development" OR "Motor abnormalities" OR "Defects in fine motor skills" OR "Impairment of gross and fine motor coordination" OR "motor incoordination" OR "Psychomotor impairment" OR "Lack of developmental progress" OR "Arrest of development" OR "Lack of development" OR "Lack of developmental progress" OR "Lack of developmental milestones" OR "Developmental disability" OR "Poor or absent global development" OR "Poor or lack of developmental progress" OR "Delayed gross motor milestones" OR "Neuromotor delay") (Search in: Prefixes: #, Chromosomes: 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, X, Y)'
Downloaded:	Nov 17, 2020
#616266	CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY; CLIFAHDD		13q32.3-q33.1		
#616330	MYASTHENIC SYNDROME, CONGENITAL, 18; CMS18		20p12.2		
#616339	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 29; DEE29		16q22.1		
#616341	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 30; DEE30		21q22.3		
#616362	MENTAL RETARDATION, AUTOSOMAL DOMINANT 36; MRD36		19q13.41		
#616393	MENTAL RETARDATION, AUTOSOMAL DOMINANT 38; MRD38		20q13.33		
#616409	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 33; DEE33		20q13.33		
#616449	BASEL-VANAGAITE-SMIRIN-YOSEF SYNDROME; BVSYS		19q13.33		
#616539	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26; COXPD26		14q23.1		
#616540	EPILEPSY, PROGRESSIVE MYOCLONIC, 9; EPM9		19p13.3		
#616579	MENTAL RETARDATION, AUTOSOMAL DOMINANT 40; MRD40		13q34		
#616606	RING CHROMOSOME 14 SYNDROME		Chr.14		
#616652	YUAN-HAREL-LUPSKI SYNDROME; YUHAL		17p12-p11.2	17:10800000-22700000	
#616654	JOUBERT SYNDROME 24; JBTS24		12q24.31		
#616672	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27; COXPD27		13q34		
#616680	SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE; SPG75		19q13.12		
#616789	MENTAL RETARDATION AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS; MRFACD		12q24.21		
#616803	LAMB-SHAFFER SYNDROME; LAMSHF		12p12.1		
#616829	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp; CDG2P		17q11.2		
#616863	HAO-FOUNTAIN SYNDROME; HAFOUS	CHROMOSOME 16p13.2 DELETION SYNDROME, INCLUDED	16p13.2		
#616898	CHROMOSOME 15q14 DELETION SYNDROME		15q14	15:33400000-39800000	
#616901	DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FACIAL FEATURES, AND SPARSE HAIR; DEDSSH		17p13.3		
#616920	HEART AND BRAIN MALFORMATION SYNDROME; HBMS		19q13.31		
#616938	COFFIN-SIRIS SYNDROME 5; CSS5		17q21.2		
#617090	MICROCEPHALY 17, PRIMARY, AUTOSOMAL RECESSIVE; MCPH17		12q24.23		
#617113	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 43; DEE43		15q12		
#617157	SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES; SBIDDS		16q22.1		
#617173	INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA; IDDCA		15q21.2		
#617188	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 57; MRT57		19q13.42		
#617201	PERIVENTRICULAR NODULAR HETEROTOPIA 7; PVNH7		18q21.31		
#617237	IMMUNODEFICIENCY 49; IMD49		14q32.2		
#617255	LISSENCEPHALY 8; LIS8		12q21.32		
#617270	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58; MRT58		18q12.2		
#617276	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 48; DEE48		15q25.2		
#617350	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 52; DEE52		19q13.11		
#617450	JANSEN-DE VRIES SYNDROME; JDVS		17q23.2		
#617493	NEURODEVELOPMENTAL DISORDER WITH INVOLUNTARY MOVEMENTS; NEDIM		16q13		
#617519	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEUROPATHY, AND DEAFNESS; NEDHND		19q13.2		
#617542	GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS 2, WITH IMPAIRED INTELLECTUAL DEVELOPMENT; HGPPS2		18q21.2		
#617557	GABRIELE-DE VRIES SYNDROME; GADEVS		14q32.2		
#617562	MECKEL SYNDROME 13; MKS13	JOUBERT SYNDROME 29, INCLUDED; JBTS29, INCLUDED	17p13.1		
#617563	OROFACIODIGITAL SYNDROME XVI; OFD16		17p13.1		
#617599	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 55; DEE55		21q22.13		
#617694	AL KAISSI SYNDROME; ALKAS		16q24.3		
#617698	3-METHYLGLUTACONIC ACIDURIA, TYPE IX; MGCA9		19q13.2		
#617729	GALLOWAY-MOWAT SYNDROME 3; GAMOS3		14q11.2		
#617730	GALLOWAY-MOWAT SYNDROME 4; GAMOS4		20q13.12		
#617755	NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND DISTAL LIMB ANOMALIES; NEDDFL		17q24.2		
#617807	NEURODEVELOPMENTAL DISORDER WITH ATAXIC GAIT, ABSENT SPEECH, AND DECREASED CORTICAL WHITE MATTER; NDAGSCW		19p13.2		
#617977	NEURODEVELOPMENTAL DISORDER WITH SPASTIC QUADRIPLEGIA AND BRAIN ABNORMALITIES WITH OR WITHOUT SEIZURES; NEDSBAS		17q25.3		
#618005	CONGENITAL DISORDER OF GLYCOSYLATION WITH DEFECTIVE FUCOSYLATION 1; CDGF1		14q23.3		
#618067	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 66; EIEE66		14q32.33		
#618087	SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS; SCA42ND		17q21.33		
#618088	NEURODEVELOPMENTAL DISORDER WITH REGRESSION, ABNORMAL MOVEMENTS, LOSS OF SPEECH, AND SEIZURES; NEDAMSS		14q24.3		
#618092	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPEECH DELAY, DYSMORPHIC FACIES, AND T-CELL ABNORMALITIES; IDDSFTA		14q32.2		
#618103	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 64; MRT64		15q24.3		
#618165	BONE MARROW FAILURE SYNDROME 5; BMFS5		17p13.1		
#103050	ADENYLOSUCCINASE DEFICIENCY; ADSLD		22q13.1		
#114300	ARTHROGRYPOSIS, DISTAL, TYPE 3; DA3		18p11.22-p11.21		
#234200	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 1; NBIA1		20p13		
#300486	MENTAL RETARDATION, X-LINKED, WITH CEREBELLAR HYPOPLASIA AND DISTINCTIVE FACIAL APPEARANCE		Xq12		
#309549	MENTAL RETARDATION, X-LINKED 9; MRX9		Xp11.23		
#612073	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA); MTDPS5		13q14.2		
#613076	MYOPATHY, MITOCHONDRIAL PROGRESSIVE, WITH CONGENITAL CATARACT AND DEVELOPMENTAL DELAY; MPMCD		16p13.3		
#613385	AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM; ADMFD		20q11.22		
#609640	FRIAS SYNDROME		14q22.1-q22.3	14:50400000-57600000	
#614852	MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE; MCPH9		15q21.1		
#617941	SHWACHMAN-DIAMOND SYNDROME 2; SDS2		15q25.2		
#105830	ANGELMAN SYNDROME; AS	ANGELMAN SYNDROME CHROMOSOME REGION, INCLUDED; ANCR, INCLUDED	15q11.2		
#605275	NOONAN SYNDROME 2; NS2		22q11.21		
#609053	FANCONI ANEMIA, COMPLEMENTATION GROUP I; FANCI		15q26.1		
#609136	PERIPHERAL DEMYELINATING NEUROPATHY, CENTRAL DYSMYELINATION, WAARDENBURG SYNDROME, AND HIRSCHSPRUNG DISEASE; PCWH		22q13.1		
#137940	HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS		20q13.33		
#145410	OPITZ GBBB SYNDROME, TYPE II; GBBB2		22q11.23		
#146390	CHROMOSOME 18p DELETION SYNDROME		18p		
#147920	KABUKI SYNDROME 1; KABUK1		12q13.12		
#148050	KBG SYNDROME; KBGS		16q24.3		
#170100	PROLIDASE DEFICIENCY		19q13.11		
#201470	ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF; ACADSD		12q24.31		
#210720	MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II; MOPD2		21q22.3		
#214450	GRISCELLI SYNDROME, TYPE 1; GS1		15q21.2		
#600268	OCULOECTODERMAL SYNDROME; OES		12p12.1		
#600373	CODAS SYNDROME		19p13.3		
#601005	TIMOTHY SYNDROME; TS		12p13.33		
#601321	NEUROFIBROMATOSIS-NOONAN SYNDROME; NFNS		17q11.2		
#601678	BARTTER SYNDROME, TYPE 1, ANTENATAL; BARTS1		15q21.1		
#601776	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1; EDSMC1		15q15.1		
#603387	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1; MPPH1		19p13.11		
#605039	BOHRING-OPITZ SYNDROME; BOPS		20q11.21		
#243500	ISOVALERIC ACIDEMIA; IVA		15q15.1		
#248360	MALONYL-CoA DECARBOXYLASE DEFICIENCY		16q23.3		
#250800	METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE	METHEMOGLOBINEMIA, TYPE I, INCLUDED	22q13.2		
#251110	METHYLMALONIC ACIDURIA, cblB TYPE		12q24.11		
#253270	HOLOCARBOXYLASE SYNTHETASE DEFICIENCY		21q22.13		
#257220	NIEMANN-PICK DISEASE, TYPE C1; NPC1	NIEMANN-PICK DISEASE, TYPE D, INCLUDED	18q11.2		
#257300	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1; MVA1		15q15.1		
#261540	PETERS-PLUS SYNDROME; PTRPLS		13q12.3		
#262190	PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES		19p13.2		
#266510	PEROXISOME BIOGENESIS DISORDER 3B; PBD3B		17q12		
#268305	ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES		17q25.3		
#272300	SULFITE OXIDASE DEFICIENCY, ISOLATED; ISOD		12q13.2		
#277470	PONTOCEREBELLAR HYPOPLASIA, TYPE 2A; PCH2A		17q25.1		
#300000	OPITZ GBBB SYNDROME, TYPE I; GBBB1		Xp22.2		
#300004	CORPUS CALLOSUM, AGENESIS OF, WITH ABNORMAL GENITALIA		Xp21.3		
#300555	DENT DISEASE 2		Xq26.1		
#300653	PHOSPHOGLYCERATE KINASE 1 DEFICIENCY		Xq21.1		
#300673	ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO MECP2 MUTATIONS		Xq28		
#300799	INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, RAYMOND TYPE; MRXSR		Xq26.1		
#300845	MOYAMOYA DISEASE 4 WITH SHORT STATURE, HYPERGONADOTROPIC HYPOGONADISM, AND FACIAL DYSMORPHISM; MYMY4		Xq28	X:148000000-156040895	
#300867	KABUKI SYNDROME 2; KABUK2		Xp11.3		
#300895	OHDO SYNDROME, X-LINKED; OHDOX		Xq13.1		
#300958	INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNIJDERS BLOK TYPE; MRXSSB		Xp11.4		
#300983	MENTAL RETARDATION, X-LINKED 104; MRX104		Xp22.2		
#301030	VAN ESCH-O'DRISCOLL SYNDROME; VEODS		Xp22.1-p21.3		
#301031	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Icc; CDG1CC		Xq21.1		
#302950	CHONDRODYSPLASIA PUNCTATA 1, X-LINKED RECESSIVE; CDPX1		Xp22.33		
#303110	CHOROIDEREMIA, DEAFNESS, AND MENTAL RETARDATION		Xq21	X:76800000-99100000	
#304110	CRANIOFRONTONASAL SYNDROME; CFNS		Xq13.1		
#306000	GLYCOGEN STORAGE DISEASE IXa1; GSD9A1	GLYCOGEN STORAGE DISEASE IXa2, INCLUDED; GSD9A2, INCLUDED	Xp22.13		
#311250	ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO		Xp11.4		
#311900	TARP SYNDROME; TARPS		Xp11.3		
#600001	HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES; HDCA		18q11.2		
#606593	LIG4 SYNDROME		13q33.3		
#607432	LISSENCEPHALY 1; LIS1	SUBCORTICAL LAMINAR HETEROTOPIA, INCLUDED; SCLH, INCLUDED	17p13.3		
#607625	NIEMANN-PICK DISEASE, TYPE C2; NPC2		14q24.3		
#608840	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 6; MDDGB6		22q12.3		
#611867	CHROMOSOME 22q11.2 DELETION SYNDROME, DISTAL		22q11.2	22:17400000-25500000	
#612736	CEREBRAL CREATINE DEFICIENCY SYNDROME 2; CCDS2		19p13.3		
#612938	GROWTH RETARDATION, DEVELOPMENTAL DELAY, AND FACIAL DYSMORPHISM; GDFD		16q12.2		
#612940	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB; ARCL2B		17q25.3		
#613180	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 8; CDCBM8		22q11.21		
#613355	CHROMOSOME 17q23.1-q23.2 DELETION SYNDROME		17q23.1-q23.2	17:59500000-63100000	
#613458	CHROMOSOME 16p13.3 DUPLICATION SYNDROME		16p13.3		
#609942	NOONAN SYNDROME 3; NS3		12p12.1		
#610125	MICROPHTHALMIA, SYNDROMIC 5; MCOPS5	RETINAL DYSTROPHY, EARLY-ONSET, WITH OR WITHOUT PITUITARY DYSFUNCTION, INCLUDED	14q22.3		
#610131	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 4; PEOA4		17q23.3		
#610443	KOOLEN-DE VRIES SYNDROME; KDVS		17q21.31		
#610756	CEREBROOCULOFACIOSKELETAL SYNDROME 2; COFS2		19q13.32		
#610758	CEREBROOCULOFACIOSKELETAL SYNDROME 4; COFS4		19q13.32		
#610883	POTOCKI-LUPSKI SYNDROME; PTLS		17p11.2	17:16100000-22700000	
#613662	MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE); MTDPS4B		15q26.1		
#613680	BEAULIEU-BOYCOTT-INNES SYNDROME; BBIS		16p13.3		
#613776	CHROMOSOME 17p13.1 DELETION SYNDROME		17p13.1	17:6500000-10800000	
#614104	MENTAL RETARDATION, AUTOSOMAL DOMINANT 7; MRD7		21q22.13		
#614129	PERRAULT SYNDROME 3; PRLTS3		19p13.3		
#614231	MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME; MEDS		18q21.1		
#614561	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC		17p13.1		
#614851	SECKEL SYNDROME 7; SCKL7		14q22.1		
#614976	CARPENTER SYNDROME 2; CRPT2		19q13.2		
#615157	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2; MC3DN2		17p12		
#615190	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5; DKCB5	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 4, INCLUDED; DKCA4, INCLUDED	20q13.33		
#615220	OSTEOGENESIS IMPERFECTA, TYPE XV; OI15		12q13.12		
#615279	CARDIOFACIOCUTANEOUS SYNDROME 3; CFC3		15q22.31		
#615280	CARDIOFACIOCUTANEOUS SYNDROME 4; CFC4		19p13.3		
#615314	CRANIOSYNOSTOSIS 3; CRS3		15q21.3		
#615502	MENTAL RETARDATION, AUTOSOMAL DOMINANT 21; MRD21		16q22.1		
#615538	CHROMOSOME 22q13 DUPLICATION SYNDROME		22q13	22:37200000-50818468	
#615560	OTOFACIOCERVICAL SYNDROME 2; OTFCS2		20p11.22		
#615777	DESBUQUOIS DYSPLASIA 2; DBQD2		16p12.3		
#615779	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4; CHTD4		15q26.2		
#615981	BARDET-BIEDL SYNDROME 2; BBS2		16q13		
#615991	BARDET-BIEDL SYNDROME 14; BBS14		8q22.1, 12q21.32		
#616145	CATEL-MANZKE SYNDROME; CATMANS		13q32.1		
#616222	TEMPLE SYNDROME		14q32	14:89300000-107043718	
#616559	NOONAN SYNDROME 9; NS9		14q21.3		
#616843	LYMPHATIC MALFORMATION 6; LMPHM6		16q24.3		
#617063	MEIER-GORLIN SYNDROME 7; MGORS7		22q11.21		
#617106	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 42; DEE42		19p13.13		
#617767	JOUBERT SYNDROME 33; JBTS33		13q21.3-q22.1		
#617781	RETINITIS PIGMENTOSA 80; RP80		16p13.3		
#617883	FANCONI ANEMIA, COMPLEMENTATION GROUP S; FANCS		17q21.31		
#618223	VERTEBRAL ANOMALIES AND VARIABLE ENDOCRINE AND T-CELL DYSFUNCTION; VETD		17q23.2		
#618234	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 11; MC1DN11		15q15.1		
#618248	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 27; MC1DN27		15q22.31		
#618332	MENKE-HENNEKAM SYNDROME 1; MKHK1		16p13.3		
#618333	MENKE-HENNEKAM SYNDROME 2; MKHK2		22q13.2		
#618348	GALLOWAY-MOWAT SYNDROME 7; GAMOS7		12q15		
#618371	TURNPENNY-FRY SYNDROME; TPFS		17q12		
#618529	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE 2; RRS2		17p13.3		
#618702	SHORT STATURE AND MICROCEPHALY WITH GENITAL ANOMALIES; SSMGA		16q22.1		
#618752	NEUTROPENIA, SEVERE CONGENITAL, 8, AUTOSOMAL DOMINANT; SCN8		14q13.2		
#618786	IMAGAWA-MATSUMOTO SYNDROME; IMMAS		17q11.2		
#618820	GENITOURINARY AND/OR BRAIN MALFORMATION SYNDROME; GUBS		12q21.2-q21.3		
#619013	RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS 2; RILDBC2		19p13.13		
#121200	SEIZURES, BENIGN FAMILIAL NEONATAL, 1; BFNS1	EPILEPSY, BENIGN NEONATAL, 1, AND/OR MYOKYMIA, INCLUDED	20q13.33		
#223800	DYGGVE-MELCHIOR-CLAUSEN DISEASE; DMC		18q21.1		
#607143	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ig; CDG1G		22q13.33		
#212065	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ia; CDG1A		16p13.2		
#600987	CLEFT PALATE, CARDIAC DEFECTS, AND MENTAL RETARDATION; CPCMR		15q14		
#601238	CEREBELLAR ATAXIA, CAYMAN TYPE; ATCAY		19p13.3		
#604273	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1; MC5DN1		17p11.2		
#605013	MICROHYDRANENCEPHALY; MHAC		16p13.11		
#238970	HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME; HHHS		13q14.11		
#242840	VICI SYNDROME; VICIS		18q12.3-q21.1		
#268130	REVESZ SYNDROME		14q12		
#300215	LISSENCEPHALY, X-LINKED, 2; LISX2	HYDRANENCEPHALY AND ABNORMAL GENITALIA, INCLUDED	Xp21.3		
#300260	LUBS X-LINKED MENTAL RETARDATION SYNDROME; MRXSL		Xq28		
#300887	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2; LSDMCA2		Xq21.1		
#307030	GLYCEROL KINASE DEFICIENCY; GKD		Xp21.2		
#312170	PYRUVATE DEHYDROGENASE E1-ALPHA DEFICIENCY; PDHAD	LACTIC ACIDEMIA, THIAMINE-RESPONSIVE, INCLUDED	Xp22.12		
#606054	PROPIONIC ACIDEMIA		3q22.3, 13q32.3		
#607596	PONTOCEREBELLAR HYPOPLASIA, TYPE 1A; PCH1A		14q32.2		
#607932	MICROPHTHALMIA, SYNDROMIC 6; MCOPS6		14q22.2		
#608540	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik; CDG1K		16p13.3		
#613163	GABA-TRANSAMINASE DEFICIENCY		16p13.2		
#613398	WARSAW BREAKAGE SYNDROME; WABS		12p11.21		
#610333	AICARDI-GOUTIERES SYNDROME 4; AGS4		19p13.13		
#611174	HAMAMY SYNDROME; HMMS		16q12.2		
#613661	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip; CDG1P		13q14.3		
#613805	MEIER-GORLIN SYNDROME 5; MGORS5		17q21.2		
#614219	ADAMS-OLIVER SYNDROME 2; AOS2		19p13.2		
#615095	MICROCEPHALY 10, PRIMARY, AUTOSOMAL RECESSIVE; MCPH10		20q13.12		
#615419	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1; IHPRF1		13q32.3-q33.1		
#616108	RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME; RDJCSS		14q24.1		
#617241	LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME; LICS		15q13.1		
#608149	KAGAMI-OGATA SYNDROME		14q32	14:89300000-107043718	
#600638	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3A, WITH OR WITHOUT EXTRAOCULAR INVOLVEMENT; CFEOM3A		16q24.3		
#229050	FOLATE MALABSORPTION, HEREDITARY		17q11.2		
#300055	MENTAL RETARDATION, X-LINKED, SYNDROMIC 13; MRXS13		Xq28		
#300257	DANON DISEASE		Xq24		
#300979	Xq25 DUPLICATION SYNDROME	Xq25 TRIPLICATION SYNDROME, INCLUDED	Xq25	X:121800000-129500000	
#305000	DYSKERATOSIS CONGENITA, X-LINKED; DKCX	HOYERAAL-HREIDARSSON SYNDROME, INCLUDED; HHS, INCLUDED	Xq28		
#612541	NEUTROPENIA, SEVERE CONGENITAL, 4, AUTOSOMAL RECESSIVE; SCN4	DURSUN SYNDROME, INCLUDED	17q21.31		
#612952	AICARDI-GOUTIERES SYNDROME 5; AGS5		20q11.23		
#613075	MACS SYNDROME		20p11.23		
#613406	WITTEVEEN-KOLK SYNDROME; WITKOS	CHROMOSOME 15q24 DELETION SYNDROME, INCLUDED	15q24.2		
#609241	SCHINDLER DISEASE, TYPE I	ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, TYPE III, INCLUDED	22q13.2		
#613641	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE B; CMTRIB		16q23.1		
#613845	HYPERURICEMIA, PULMONARY HYPERTENSION, RENAL FAILURE, AND ALKALOSIS SYNDROME; HUPRAS		19q13.2		
#615919	ATAXIA-TELANGIECTASIA-LIKE DISORDER 2; ATLD2		20p12.3		
#615938	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3; MPPH3		12p13.32		
#615985	BARDET-BIEDL SYNDROME 8; BBS8		14q31.3		
#615990	BARDET-BIEDL SYNDROME 13; BBS13		17q22		
#616202	CEREBELLOFACIODENTAL SYNDROME; CFDS		14q32.33		
#616281	NEURODEVELOPMENTAL DISORDER WITH SPASTIC PARAPLEGIA AND MICROCEPHALY; NEDSPM		16q11.2		
#616335	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3; MCCRP3		15q15.3		
#616353	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6; DKCB6		16p13.12		
#616490	JOUBERT SYNDROME 23; JBTS23		14q23.1		
#616553	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 6; DKCA6	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 7, INCLUDED; DKCB7, INCLUDED	16q22.1		
#616688	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z; CMT2Z		22q12.2		
#617120	JOUBERT SYNDROME 27; JBTS27		17p11.2		
#617121	JOUBERT SYNDROME 28; JBTS28		17q22		
#617219	CHROMOSOME 19q13.11 DELETION SYNDROME, PROXIMAL		19q13.11	19:31900000-35100000	
#617516	STANKIEWICZ-ISIDOR SYNDROME; STISS		17q24.2		
#617604	MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES; MISSLA		21q22.11		
#618010	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 17; GPIBD17		14q24.1		
#618097	MICROCEPHALY, GROWTH RESTRICTION, AND INCREASED SISTER CHROMATID EXCHANGE 2; MGRISCE2		17p11.2		
#618120	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 5; MC5DN5		19p13.3		
#618164	CARDIAC, FACIAL, AND DIGITAL ANOMALIES WITH DEVELOPMENTAL DELAY; CAFDADD		16p13.3		
#618347	GALLOWAY-MOWAT SYNDROME 6; GAMOS6		21q22.3		
#618832	EPILEPSY, EARLY-ONSET, WITH OR WITHOUT DEVELOPMENTAL DELAY; EPEDD		16p11.2		







