OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 10, 11, 12, 13)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#613091	SHORT-RIB THORACIC DYSPLASIA 3 WITH OR WITHOUT POLYDACTYLY; SRTD3		11q22.3		
#613093	CONE DYSTROPHY 4; COD4	ACHROMATOPSIA 5, INCLUDED; ACHM5, INCLUDED	10q23.33		
#613108	CANDIDIASIS, FAMILIAL, 4; CANDF4		12p13.2		
#613120	BRUGADA SYNDROME 7; BRGDA7	ATRIAL FIBRILLATION, FAMILIAL, 16, INCLUDED; ATFB16, INCLUDED	11q24.1		
#613148	INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE; IBD28		11q23.3		
#613162	SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE; SPG45		10q24.32-q24.33		
#613172	CARDIOMYOPATHY, DILATED, 1DD; CMD1DD		10q25.2		
#613204	MUSCULAR DYSTROPHY, CONGENITAL, DUE TO INTEGRIN ALPHA-7 DEFICIENCY		12q13.2		
#613229	TRICHOTILLOMANIA; TTM		13q31.1		
#613254	TUBEROUS SCLEROSIS 2; TSC2	TSC2 ANGIOMYOLIPOMAS, RENAL, MODIFIER OF, INCLUDED	12q15, 16p13.3		
#613255	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 15; CMH15		10q22.2		
#613291	BILE ACID MALABSORPTION, PRIMARY; PBAM		13q33.1		
#613309	DIAMOND-BLACKFAN ANEMIA 10; DBA10		12q13.2		
#613319	MIYOSHI MUSCULAR DYSTROPHY 3; MMD3		11p14.3		
#613370	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10; MODY10		11p15.5		
#613382	BRACHYDACTYLY, TYPE E2; BDE2		12p11.22		
#613391	DEAFNESS, AUTOSOMAL RECESSIVE 84A; DFNB84A		12q21.31		
#613398	WARSAW BREAKAGE SYNDROME; WABS		12p11.21		
#613451	FRONTONASAL DYSPLASIA 2; FND2		11p11.2		
#613456	FRONTONASAL DYSPLASIA 3; FND3		12q21.31		
#613485	LONG QT SYNDROME 13; LQT13		11q24.3		
#613495	IMMUNODEFICIENCY, COMMON VARIABLE, 5; CVID5		11q12.2		
#613496	IMMUNODEFICIENCY, COMMON VARIABLE, 6; CVID6		11p15.5		
#613502	AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE; AGM4		10q24.1		
#613554	VON WILLEBRAND DISEASE, TYPE 2; VWD2	VON WILLEBRAND DISEASE, TYPE 2A, INCLUDED; VWD2A, INCLUDED	12p13.31		
#613559	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7; COXPD7		12q24.31		
#613561	MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 2; MLASA2		12p11.21		
#613563	NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA; NSLL		11q23.3		
#609195	SPASTIC PARAPLEGIA 26, AUTOSOMAL RECESSIVE; SPG26		12q13.3		
#609270	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 7; SCAR7		11p15.4		
#609286	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 3; PEOA3		10q24.31		
#609304	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 3; DEE3		11p15.5		
#609307	SPINOCEREBELLAR ATAXIA 27; SCA27		13q33.1		
#609311	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H; CMT4H		12p11.21		
#609446	PAROXYSMAL NONKINESIGENIC DYSKINESIA, 3, WITH OR WITHOUT GENERALIZED EPILEPSY; PNKD3		10q22.3		
#609452	MYOPATHY, MYOFIBRILLAR, 4; MFM4		10q23.2		
#609460	GOLDBERG-SHPRINTZEN SYNDROME; GOSHS		10q22.1		
#609508	STICKLER SYNDROME, TYPE I, NONSYNDROMIC OCULAR	RHEGMATOGENOUS RETINAL DETACHMENT, AUTOSOMAL DOMINANT, INCLUDED; DRRD, INCLUDED	12q13.11		
#609533	DEAFNESS, AUTOSOMAL RECESSIVE 23; DFNB23		10q21.1		
#609535	DRUG METABOLISM, POOR, CYP2C19-RELATED	MEPHENYTOIN, POOR METABOLISM OF, INCLUDED	10q23.33		
#609541	SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND NEUROPATHY; SPOAN		11q13.2		
#609597	PARIETAL FORAMINA 2; PFM2		11p11.2		
#609621	SHORT QT SYNDROME 2; SQT2		11p15.5-p15.4		
#609625	CHROMOSOME 10q26 DELETION SYNDROME		10q26	10:117300000-133797422	
#609637	HOLOPROSENCEPHALY 5; HPE5		13q32.3		
#609942	NOONAN SYNDROME 3; NS3		12p12.1		
#610006	2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY		10q26.13		
#610024	RETINAL CONE DYSTROPHY 3A; RCD3A	ACHROMATOPSIA 6, INCLUDED; ACHM6, INCLUDED	12p12.3		
#610048	CORNEAL DYSTROPHY, CONGENITAL STROMAL; CSCD		12q21.33		
#610127	CEROID LIPOFUSCINOSIS, NEURONAL, 10; CLN10	NEURONAL CEROID LIPOFUSCINOSIS, CONGENITAL, INCLUDED	11p15.5		
#610181	AICARDI-GOUTIERES SYNDROME 2; AGS2		13q14.3		
#610188	JOUBERT SYNDROME 5; JBTS5		12q21.32		
#610189	SENIOR-LOKEN SYNDROME 6; SLSN6		12q21.32		
#610244	SPASTIC PARAPLEGIA 33, AUTOSOMAL DOMINANT; SPG33		10q24.2		
#610251	ALCOHOL SENSITIVITY, ACUTE	HANGOVER, SUSCEPTIBILITY TO, INCLUDED	12q24.12		
#610313	CRISPONI/COLD-INDUCED SWEATING SYNDROME 2; CISS2		11q13.2		
#610329	AICARDI-GOUTIERES SYNDROME 3; AGS3		11q13.1		
#610370	DIARRHEA 4, MALABSORPTIVE, CONGENITAL; DIAR4		10q22.1		
#610377	MEVALONIC ACIDURIA; MEVA		12q24.11		
#610427	CONE-ROD SYNAPTIC DISORDER, CONGENITAL NONPROGRESSIVE; CRSD		11q13.2		
#610478	RETINAL CONE DYSTROPHY 4; RCD4		12p13.33		
#610498	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 2; COXPD2		10q22.2		
#610505	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3; COXPD3		12q14.1		
#610582	DIABETES MELLITUS, TRANSIENT NEONATAL, 3	DIABETES MELLITUS, TYPE II, AUTOSOMAL DOMINANT, INCLUDED	11p15.1		
#610623	CATARACT 11, MULTIPLE TYPES; CTRCT11	CATARACT 11 WITH MICROPHTHALMIA AND NEURODEVELOPMENTAL ABNORMALITIES, INCLUDED	10q24.32		
#610629	DIAMOND-BLACKFAN ANEMIA 3; DBA3		10q22.3		
#610706	DEAFNESS, CONGENITAL, WITH INNER EAR AGENESIS, MICROTIA, AND MICRODONTIA		11q13.3		
#610708	OPTIC ATROPHY 5; OPA5		12p11.21		
#610717	NEUTRAL LIPID STORAGE DISEASE WITH MYOPATHY; NLSDM		11p15.5		
#610725	NEPHROTIC SYNDROME, TYPE 3; NPHS3		10q23.33		
#610755	MULTIPLE ENDOCRINE NEOPLASIA, TYPE IV; MEN4		12p13.1		
#610759	CORNELIA DE LANGE SYNDROME 3 WITH OR WITHOUT MIDLINE BRAIN DEFECTS; CDLS3		10q25.2		
#610773	MITOCHONDRIAL PHOSPHATE CARRIER DEFICIENCY; MPCD		12q23.1		
#610947	CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2; ADCAD2		12p13.2		
#610967	OSTEOGENESIS IMPERFECTA, TYPE V; OI5		11p15.5		
#611022	DEAFNESS, AUTOSOMAL RECESSIVE 24; DFNB24		11q22.3		
#611040	MICROPHTHALMIA, ISOLATED 5; MCOP5		11q23.3		
#611134	MECKEL SYNDROME, TYPE 4; MKS4	MECKEL-LIKE CEREBRORENODIGITAL SYNDROME, INCLUDED	12q21.32		
#611283	ISOBUTYRYL-CoA DEHYDROGENASE DEFICIENCY; IBDD		11q25		
#611307	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 12; LGMDR12		11p14.3		
#611451	DEAFNESS, AUTOSOMAL RECESSIVE 63; DFNB63		11q13.4		
#613616	HYPEROXALURIA, PRIMARY, TYPE III; HP3		10q24.2		
#613656	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 13; MGR13		10q25.3		
#613660	CONE-ROD DYSTROPHY 15; CORD15	RETINITIS PIGMENTOSA 65, INCLUDED; RP65, INCLUDED	10q23.1		
#613661	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip; CDG1P		13q14.3		
#613668	MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY		11q21		
#613672	SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE; SPAX4		10p11.23		
#613676	SECKEL SYNDROME 4; SCKL4		13q12.12-q12.13		
#613677	HYPERALDOSTERONISM, FAMILIAL, TYPE III; HALD3		11q24.3		
#613679	PROTHROMBIN DEFICIENCY, CONGENITAL	DYSPROTHROMBINEMIA, INCLUDED	11p11.2		
#613688	LONG QT SYNDROME 2; LQT2	LONG QT SYNDROME 2, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED	7q36.1, 12q12		
#613703	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6; MCOPCB6		8q22.1, 12p13.31		
#613704	MICROPHTHALMIA, ISOLATED 7; MCOP7		12p13.31		
#613717	TREACHER COLLINS SYNDROME 2; TCS2		13q12.2		
#613718	DEAFNESS, AUTOSOMAL RECESSIVE 74; DFNB74		12q14.3		
#613730	HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS; HDBSCC		11q25		
#613759	INFECTIONS, RECURRENT, WITH ENCEPHALOPATHY, HEPATIC DYSFUNCTION, AND CARDIOVASCULAR MALFORMATIONS		11q13.3		
#613763	CATARACT 16, MULTIPLE TYPES; CTRCT16		11q23.1		
#613834	MULTISYSTEMIC SMOOTH MUSCLE DYSFUNCTION SYNDROME; MSMDS		10q23.31		
#613848	OSTEOGENESIS IMPERFECTA, TYPE X; OI10		11q13.5		
#613849	OSTEOGENESIS IMPERFECTA, TYPE XII; OI12		12q13.13		
#613869	MYOPATHY, MYOFIBRILLAR, FATAL INFANTILE HYPERTONIC, ALPHA-B CRYSTALLIN-RELATED		11q23.1		
#613881	CARDIOMYOPATHY, DILATED, 1HH; CMD1HH		10q26.11		
#613882	HYPOMAGNESEMIA 6, RENAL; HOMG6		10q24.32		
#613884	CHROMOSOME 13q14 DELETION SYNDROME		13q14	13:39500000-54700000	
#613885	MECKEL SYNDROME, TYPE 8; MKS8		12q24.31		
#613925	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2A; MLC2A		11q24.2		
#613926	MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION; MLC2B		11q24.2		
#613943	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8; ARCI8		10q23.31		
#613958	SPERMATOGENIC FAILURE 9; SPGF9		12q14.2		
#613970	MENTAL RETARDATION, AUTOSOMAL DOMINANT 6, WITH OR WITHOUT SEIZURES; MRD6		12p13.1		
#613977	CYANOSIS, TRANSIENT NEONATAL; TNCY		11p15.4		
#613981	HYPOTRICHOSIS 3; HYPT3		12q13.13		
#614008	NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS		11q13.1		
#614050	ATRIAL FIBRILLATION, FAMILIAL, 12; ATFB12		12p12.1		
#614074	HERMANSKY-PUDLAK SYNDROME 5; HPS5		11p15.1		
#614075	HERMANSKY-PUDLAK SYNDROME 6; HPS6		10q24.32		
#614114	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 2; MVA2		11q21		
#614152	DEAFNESS, AUTOSOMAL DOMINANT 64; DFNA64		12q24.31		
#614173	JOUBERT SYNDROME 13; JBTS13		12q24.11		
#614196	NEPHROTIC SYNDROME, TYPE 6; NPHS6		12p12.3		
#614207	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 3; HPMRS3		11p15.4		
#614222	WARBURG MICRO SYNDROME 3; WARBM3		10p12.1		
#614226	HOLOPROSENCEPHALY 11; HPE11		11q24.2		
#614279	46,XY SEX REVERSAL 8; SRXY8		10p15.1, 10p15.1		
#614300	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY		10q22.2		
#614305	SCLEROSTEOSIS 2; SOST2		11p11.2		
#614306	COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA; CIAT		12q13.13		
#614326	FEINGOLD SYNDROME 2; FGLDS2		13q31.3		
#614335	ARTHROGRYPOSIS, DISTAL, TYPE 1B; DA1B		12q23.2		
#614338	PANCREATIC LIPASE DEFICIENCY; PNLIPD	PANCREATIC COLIPASE DEFICIENCY, INCLUDED	10q25.3		
#614372	MANNOSE-BINDING LECTIN DEFICIENCY; MBLD		10q21.1		
#614381	LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD8		12q23.3		
#614388	ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1; EMPF1		12p11.21		
#614390	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 2; RPRGL2		11p11.2		
#614401	ACCELERATED TUMOR FORMATION, SUSCEPTIBILITY TO; ACTFS		12q15		
#614402	MICROPHTHALMIA, SYNDROMIC 11; MCOPS11		10q25.3		
#614437	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB; ARCL1B		11q13.1		
#614465	JOUBERT SYNDROME 16; JBTS16		11q12.2		
#614470	RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER; RALD		1p13.2, 12p12.1		
#614480	HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE; HTGTI		12q13.12		
#614483	BRAIN SMALL VESSEL DISEASE 2; BSVD2		13q34		
#614492	PSEUDOHYPOALDOSTERONISM, TYPE IIC; PHA2C		12p13.33		
#614499	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 34, WITH VARIANT LISSENCEPHALY; MRT34		12q22		
#614558	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 13; DEE13		12q13.13		
#614576	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L		13q14.11		
#614592	BENT BONE DYSPLASIA SYNDROME; BBDS		10q26.13		
#614616	DIARRHEA 6; DIAR6		12p12.3		
#614618	HYPEREKPLEXIA 3; HKPX3		11p15.1		
#614651	COENZYME Q10 DEFICIENCY, PRIMARY, 2; COQ10D2		10p12.1		
#614665	MECONIUM ILEUS		12p12.3		
#614732	INTRAUTERINE GROWTH RETARDATION, METAPHYSEAL DYSPLASIA, ADRENAL HYPOPLASIA CONGENITA, AND GENITAL ANOMALIES; IMAGE		11p15.4		
#614750	MYASTHENIC SYNDROME, CONGENITAL, 13; CMS13		11q23.3		
#614815	JOUBERT SYNDROME 18; JBTS18		10q24.1		
#614839	HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR WITHOUT ANOSMIA; HH10		12q13.3		
#614845	NEPHRONOPHTHISIS 15; NPHP15		11q23.3		
#614858	HYPOGONADOTROPIC HYPOGONADISM 14 WITH OR WITHOUT ANOSMIA; HH14		10q26.12		
#614876	PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER); PBD8A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 9, INCLUDED; CG9, INCLUDED	11p11.2		
#614877	PEROXISOME BIOGENESIS DISORDER 8B; PBD8B		11p11.2		
#614899	DEAFNESS, AUTOSOMAL RECESSIVE 93; DFNB93		11q13.2		
#614915	LETHAL CONGENITAL CONTRACTURE SYNDROME 4; LCCS4		12q23.2		
#614929	ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE; ECTD7		12q13.13		
#614931	ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE; ECTD9		12q13.13		
#614944	DEAFNESS, AUTOSOMAL RECESSIVE 84B; DFNB84B		12q21.31		
#614945	DEAFNESS, AUTOSOMAL RECESSIVE 18B; DFNB18B		11p15.1		
#614974	FOCAL FACIAL DERMAL DYSPLASIA 4; FFDD4		10q23.33		
#615009	SCHUURS-HOEIJMAKERS SYNDROME; SHMS		11q13.1-q13.2		
#615025	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Q; CMT2Q		10p14		
#615028	EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE; EBNS		11q22.3		
#615034	DYSTONIA 24; DYT24		11p14.3-p14.2		
#615035	SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE; SPG55		12q24.31		
#615041	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 10; MDDGA10		12q14.2		
#615083	COLORECTAL CANCER, SUSCEPTIBILITY TO, 12; CRCS12		12q24.33		
#615119	MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 6; MC4DN6		10q24.2		
#615122	LYMPHOPROLIFERATIVE SYNDROME 2; LPFS2		12p13.31		
#615139	FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LIVEDO, AND SHORT STATURE; FILS		12q24.33		
#615147	RETINAL DYSTROPHY, IRIS COLOBOMA, AND COMEDOGENIC ACNE SYNDROME; RDCCAS		10q23.33		
#615156	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 6; PEOA6		10q21.3		
#615179	ALBINISM, OCULOCUTANEOUS, TYPE VII; OCA7		10q22.2-q22.3		
#615184	CARDIOMYOPATHY, DILATED, 1II; CMD1II		11q23.1		
#615220	OSTEOGENESIS IMPERFECTA, TYPE XV; OI15		12q13.12		
#615233	RETINITIS PIGMENTOSA 66; RP66		10q11.22		
#615237	CONGENITAL SHORT BOWEL SYNDROME; CSBS		11q24.1		
#615248	CARDIOMYOPATHY, DILATED, 1KK; CMD1KK	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 22, INCLUDED; CMH22, INCLUDED	10q21.3		
#615268	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 4; CAMRQ4		13q12.13		
#615269	HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA; HH19		12q21.33		
#615274	CATARACT 15, MULTIPLE TYPES; CTRCT15		12q13.3		
#615278	CARDIOFACIOCUTANEOUS SYNDROME 2; CFC2		12p12.1		
#615287	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13; MDDGA13		11q13.2		
#615328	SHAHEEN SYNDROME; SHNS		13q14.11		
#615342	PULMONARY HYPERTENSION, PRIMARY, 2; PPH2		13q13.3		
#615362	CEROID LIPOFUSCINOSIS, NEURONAL, 13; CLN13		11q13.2		
#615378	ATRIAL FIBRILLATION, FAMILIAL, 14; ATFB14		11q23.3		
#615386	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14; SCAR14		11q13.2		
#615396	LEFT VENTRICULAR NONCOMPACTION 10; LVNC10	CARDIOMYOPATHY, DILATED, 1MM, INCLUDED; CMD1MM, INCLUDED	11p11.2		
#615413	SPERMATOGENIC FAILURE 12; SPGF12		10q26.11		
#615414	MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE; MCPH11		12p13.31		
#615419	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1; IHPRF1		13q32.3-q33.1		
#615424	INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 3; IBMPFD3		12q13.13		
#615426	AMYOTROPHIC LATERAL SCLEROSIS 20; ALS20		12q13.13		
#615436	AORTIC ANEURYSM, FAMILIAL THORACIC 8; AAT8		10q11.2-q21.1		
#615451	CILIARY DYSKINESIA, PRIMARY, 23; CILD23		10p12.1		
#615486	INTERSTITIAL LUNG AND LIVER DISEASE; ILLD		12q13.3		
#615493	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 37; MRT37		10q21.2		
#615504	CILIARY DYSKINESIA, PRIMARY, 27; CILD27		12q13.12		
#615506	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 5; HHT5		10q11.22		
#615512	TRIOSEPHOSPHATE ISOMERASE DEFICIENCY; TPID		12p13.31		
#615517	HEMOCHROMATOSIS, TYPE 5; HFE5		11q12.3		
#615529	CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO; CRS5		11p11.2		
#615577	IMMUNODEFICIENCY, COMMON VARIABLE, 10; CVID10		10q24.32		
#615578	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18; COXPD18		10q26.11		
#615596	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iw; CDG1W		11q24.2		
#615607	IMMUNODEFICIENCY 17; IMD17		11q23.3		
#615615	IMMUNODEFICIENCY 18; IMD18	IMMUNODEFICIENCY 18, SEVERE COMBINED IMMUNODEFICIENCY VARIANT, INCLUDED	11q23.3		
#615616	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 13; ARVD13		10q21.3		
#615617	IMMUNODEFICIENCY 19; IMD19		11q23.3		
#615632	NEUROPATHY, HEREDITARY SENSORY, TYPE IF; HSN1F		11q13.1		
#615673	MYOPATHY WITH EXTRAPYRAMIDAL SIGNS; MPXPS		10q22.1		
#615681	SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE; SPG62		10q24.31		
#615683	SPASTIC PARAPLEGIA 64, AUTOSOMAL RECESSIVE; SPG64		10q24.1		
#615704	POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS; POIKTMP		11q12.1		
#615726	PACHYONYCHIA CONGENITA 3; PC3		12q13.13		
#615728	PACHYONYCHIA CONGENITA 4; PC4		12q13.13		
#615735	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL OR DIFFUSE; PPKNEFD		12q13.13		
#615774	OOCYTE MATURATION DEFECT 1; OOMD1		11q12.2		
#615803	PONTOCEREBELLAR HYPOPLASIA, TYPE 10; PCH10		11q12.1		
#615807	SECKEL SYNDROME 8; SCKL8		10q21.3		
#615817	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43; MRT43		12q23.3		
#615828	VULTO-VAN SILFHOUT-DE VRIES SYNDROME; VSVS		11p15.5		
#615833	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 21; DEE21		12p13.31		
#615862	NEPHRONOPHTHISIS 18; NPHP18		12q22		
#615883	MYOPATHY, TUBULAR AGGREGATE, 2; TAM2		12q24.31		
#615885	HYPOTRICHOSIS 12; HYPT12		13q12.2		
#615888	BLEEDING DISORDER, PLATELET-TYPE, 18; BDPLT18		11q13.1		
#615896	HYPOTRICHOSIS 13; HYPT13		12q13.13		
#615924	ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY; PELD		11q12.3		
#615935	PANCREATIC AGENESIS 2; PAGEN2		10p12.2		
#615938	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3; MPPH3		12p13.32		
#615946	MYOPIA 24, AUTOSOMAL DOMINANT; MYP24		12q13.3		
#615948	OROFACIODIGITAL SYNDROME XIV; OFD14		11q13.4		
#615973	CONE-ROD DYSTROPHY 20; CORD20		12q21.33		
#615974	DEAFNESS, AUTOSOMAL RECESSIVE 102; DFNB102		12p12.3		
#615987	BARDET-BIEDL SYNDROME 10; BBS10		12q21.2		
#615991	BARDET-BIEDL SYNDROME 14; BBS14		8q22.1, 12q21.32		
#615995	BARDET-BIEDL SYNDROME 18; BBS18		10q25.2		
#616002	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7; FSGS7		10q24.31		
#616039	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE D; CMTRID		12q24.31		
#616079	RETINAL DYSTROPHY WITH INNER RETINAL DYSFUNCTION AND GANGLION CELL ABNORMALITIES; RDGCA		13q14.2		
#616081	PONTOCEREBELLAR HYPOPLASIA, TYPE 1C; PCH1C		13q13.3		
#616083	MENTAL RETARDATION, AUTOSOMAL DOMINANT 30; MRD30		10p15.3		
#616111	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 9; MC3DN9		11q12.3		
#616127	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17; SCAR17		10q24.31		
#616138	PERRAULT SYNDROME 5; PRLTS5		10q24.31		
#616139	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 27; DEE27		12p13.1		
#616145	CATEL-MANZKE SYNDROME; CATMANS		13q32.1		
#616154	PEROXISOMAL FATTY ACYL-CoA REDUCTASE 1 DISORDER; PFCRD		11p15.3		
#616155	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2S; CMT2S		11q13.3		
#616166	AORTIC ANEURYSM, FAMILIAL THORACIC 9; AAT9		12p13.31		
#616187	EPILEPSY, PROGRESSIVE MYOCLONIC 7; EPM7		11p15.1		
#616188	RETINAL DYSTROPHY AND OBESITY; RDOB		11p15.4		
#616192	ATAXIA, COMBINED CEREBELLAR AND PERIPHERAL, WITH HEARING LOSS AND DIABETES MELLITUS; ACPHD		13q32.1		
#616214	HYPERPROINSULINEMIA		11p15.5		
#616216	THROMBOCYTOPENIA 5; THC5		12p13.2		
#616229	OSTEOGENESIS IMPERFECTA, TYPE XVI; OI16	CHROMOSOME 11p11.2 DELETION SYNDROME, 91.3-KB, INCLUDED	11p11.2		
#616239	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 24; COXPD24		11q14.1		
#616266	CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY; CLIFAHDD		13q32.3-q33.1		
#616271	3-METHYLGLUTACONIC ACIDURIA, TYPE VII; MGCA7		11q13.4		
#616277	MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY; ECHS1D		10q26.3		
#616280	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2U; CMT2U		12q13.3		
#616287	LETHAL CONGENITAL CONTRACTURE SYNDROME 8; LCCS8		12q13.12		
#616304	MYASTHENIC SYNDROME, CONGENITAL, 17; CMS17		11p11.2		
#616326	MYASTHENIC SYNDROME, CONGENITAL, 11, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS11		11p11.2		
#616329	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13; MODY13		11p15.1		
#616345	IMMUNODEFICIENCY 39; IMD39		11p15.5		
#616418	HYPOMAGNESEMIA, SEIZURES, AND MENTAL RETARDATION 1; HOMGSMR1		10q24.32		
#616428	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 10; MCOPCB10		10q23.33		
