OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 3, 4, 5)'
Downloaded:	Nov 17, 2020
Copyright (c) 1966-2020 Johns Hopkins University OMIM, data are provided for research purposes only.
#614743	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 2; PFBMFT2		3q26.2		
#614813	SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT		3p21.2		
#614814	ADAMS-OLIVER SYNDROME 3; AOS3		4p15.2		
#614830	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8; MDDGA8		3p22.1		
#614832	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4; AI2A4		4q21.1		
#614840	HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA; HH11		4q24		
#614890	IMMUNODEFICIENCY 29; IMD29		5q33.3		
#614896	SINOATRIAL NODE DYSFUNCTION AND DEAFNESS; SANDD		3p21.1		
#614926	PERRAULT SYNDROME 2; PRLTS2		5q31.3		
#614979	RETINAL DYSTROPHY, OPTIC NERVE EDEMA, SPLENOMEGALY, ANHIDROSIS, AND MIGRAINE HEADACHE SYNDROME; ROSAH		4q25		
#615007	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4; IBGC4		5q32		
#615030	SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE; SPG56		4q25		
#615058	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1F; CSNB1F		4q25		
#615071	ALAZAMI SYNDROME; ALAZS		4q25		
#615075	NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV		3p22.1		
#615127	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 4; FAME4		3q27.1		
#615145	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9; MCOPCB9	MICROPHTHALMIA, SYNDROMIC 15, INCLUDED; MCOPS15, INCLUDED	4q34.3-q35.1		
#615159	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 4; MC3DN4		5q31.1		
#615185	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F; CMTDIF		3q26.33		
#615214	AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE; AGM7		5q13.1		
#615222	SMITH-MCCORT DYSPLASIA 2; SMC2		4q31.1		
#615226	POLYDACTYLY, POSTAXIAL, TYPE A6; PAPA6		4p16.3		
#615238	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 5; FPLD5		3p25.3		
#615266	HYPOGONADOTROPIC HYPOGONADISM 17 WITH OR WITHOUT ANOSMIA; HH17		5q31.3		
#615267	HYPOGONADOTROPIC HYPOGONADISM 18 WITH OR WITHOUT ANOSMIA; HH18		3p14.3		
#615273	CONGENITAL DISORDER OF DEGLYCOSYLATION; CDDG		3p24.2		
#615297	ADAMS-OLIVER SYNDROME 4; AOS4		3p14.1		
#615300	PERRAULT SYNDROME 4; PRLTS4		3p21.31		
#615348	NEMALINE MYOPATHY 8; NEM8		3p22.1		
#615350	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14; MDDGA14		3p21.31		
#615351	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 14; MDDGB14		3p21.31		
#615352	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14; MDDGC14		3p21.31		
#615356	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 18; LGMDR18		4q35.1		
#615374	CONE-ROD DYSTROPHY 18; CORD18		4p15.33		
#615411	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3; CDCBM3		5q12.1		
#615418	MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE; MTDPS12B		4q35.1		
#615420	MYOPIA 22, AUTOSOMAL DOMINANT; MYP22		4q35.1		
#615431	MYOPIA 23, AUTOSOMAL RECESSIVE; MYP23		4p16.3		
#615433	CHROMOSOME 3q13.31 DELETION SYNDROME		3q13.31	3:113700000-117600000	
#615438	INFANTILE LIVER FAILURE SYNDROME 1; ILFS1		5q32		
#615439	MACULAR DEGENERATION, AGE-RELATED, 13; ARMD13		4q25		
#615444	CILIARY DYSKINESIA, PRIMARY, 22; CILD22		3p21.31		
#615474	PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES; PASNA		3p21.1		
#615490	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2R; CMT2R		4q31.3		
#615491	SPASTIC PARAPLEGIA 79, AUTOSOMAL RECESSIVE; SPG79		4p13		
#615524	MICROPHTHALMIA, SYNDROMIC 12; MCOPS12		3p24.2		
#615546	VAN MALDERGEM SYNDROME 2; VMLDS2		4q28.1		
#615548	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII; HSAN7		3p22.2		
#615550	DIAMOND-BLACKFAN ANEMIA 12; DBA12		3p24.2		
#615551	EPISODIC PAIN SYNDROME, FAMILIAL, 2; FEPS2		3p22.2		
#615552	EPISODIC PAIN SYNDROME, FAMILIAL, 3; FEPS3		3p22.2		
#615554	MULTIPLE FIBROADENOMAS OF THE BREAST; MFAB		5p13.2		
#615555	HYPERPROLACTINEMIA; HPRL		5p13.2		
#615559	AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III; ALPS3		3p21.1		
#615575	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IID; HMN2D		5q32		
#615597	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ix; CDG1X		3p23		
#615605	FANCONI RENOTUBULAR SYNDROME 3; FRTS3		3q27.2		
#615625	SPASTIC PARAPLEGIA 72, AUTOSOMAL RECESSIVE; SPG72	SPASTIC PARAPLEGIA 72, AUTOSOMAL DOMINANT, INCLUDED	5q31.2		
#615651	LEUKOENCEPHALOPATHY WITH ATAXIA; LKPAT		3q27.1		
#615658	SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE; SPG57		3q12.2		
#615668	CHROMOSOME 5q12 DELETION SYNDROME		5q12	5:59600000-67400000	
#615696	DOWLING-DEGOS DISEASE 4; DDD4		3q13.33		
#615703	MORBID OBESITY AND SPERMATOGENIC FAILURE; MOSPGF		3q29		
#615705	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 15; SCAR15		3q29		
#615722	BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYNDROME; BBSOAS		5q15		
#615725	RETINITIS PIGMENTOSA 68; RP68		3q26.2		
#615744	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 19; DEE19		5q34		
#615750	MOYAMOYA DISEASE 6 WITH OR WITHOUT ACHALASIA; MYMY6		4q32.1		
#615760	MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY; MSCCA		3p21.31		
#615761	MENTAL RETARDATION, AUTOSOMAL DOMINANT 23; MRD23		3p25.3		
#615767	IMMUNODEFICIENCY, COMMON VARIABLE, 11; CVID11		4q27		
#615770	ATRIAL FIBRILLATION, FAMILIAL, 15; ATFB15		5p13.2		
#615837	DEAFNESS, AUTOSOMAL RECESSIVE 101; DFNB101		5q32		
#615838	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8; MC3DN8		5q23.3-q31.1		
#615871	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 24; DEE24		5p12		
#615872	CILIARY DYSKINESIA, PRIMARY, 29; CILD29		5q11.2		
#615877	MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME; MCSKS		4q31.3		
#615907	LYMPHATIC MALFORMATION 4; LMPHM4		4q34.3		
#615916	CARDIOMYOPATHY, DILATED, 1NN; CMD1NN		3p25.2		
#615925	GROWTH HORMONE DEFICIENCY, ISOLATED PARTIAL; GHDP		3q26.31		
#615934	STING-ASSOCIATED VASCULOPATHY, INFANTILE-ONSET; SAVI		5q31.2		
#615962	GLUCOCORTICOID RESISTANCE, GENERALIZED; GCCR		5q31.3		
#615969	ALPHA-FETOPROTEIN DEFICIENCY; AFPD		4q13.3		
#615970	ALPHA-FETOPROTEIN, HEREDITARY PERSISTENCE OF; HPAFP		4q13.3		
#615984	BARDET-BIEDL SYNDROME 7; BBS7		4q27		
#615989	BARDET-BIEDL SYNDROME 12; BBS12		4q27		
#615994	BARDET-BIEDL SYNDROME 17; BBS17		3p21.31		
#616005	IMMUNODEFICIENCY 36; IMD36		5q13.1		
#616006	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 2; HKLLS2		4q28.1		
#616022	NEUTROPENIA, SEVERE CONGENITAL, 6, AUTOSOMAL RECESSIVE; SCN6		3p25.3		
#616033	MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1; MSSGM1		4q23		
#616034	2,4-DIENOYL-CoA REDUCTASE DEFICIENCY; DECRD		5p13.2		
#616051	MICROCEPHALY 13, PRIMARY, AUTOSOMAL RECESSIVE; MCPH13		4q24		
#616084	SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY; SIFD		3p26.2		
#616116	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 46; MRT46		5q33.1		
#616118	MACULAR DEGENERATION, EARLY-ONSET; EOMD		5q23.3		
#616140	LEUKODYSTROPHY, HYPOMYELINATING, 9; HLD9		5q34		
#616152	MACULAR DYSTROPHY, VITELLIFORM, 5; VMD5		3q12.3		
#616158	MENTAL RETARDATION, AUTOSOMAL DOMINANT 31; MRD31		5q31.3		
#616165	NEMALINE MYOPATHY 10; NEM10		3p14.1		
#616170	MACULAR DYSTROPHY WITH CENTRAL CONE INVOLVEMENT; CCMD		4q28.2		
#616171	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 2; MCCRP2		4q28.1		
#616199	POLYGLUCOSAN BODY MYOPATHY 2; PGBM2		3q24		
#616201	CHRONIC ATRIAL AND INTESTINAL DYSRHYTHMIA; CAID		3p24.3		
#616204	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18; SCAR18		4q22.1-q22.2		
#616219	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 5; CFEOM5		4q25		
#616270	AMELOGENESIS IMPERFECTA, TYPE IF; AI1F		4q13.3		
#616294	COLE-CARPENTER SYNDROME 2; CLCRP2		4q26		
#616295	PEELING SKIN WITH LEUKONYCHIA, ACRAL PUNCTATE KERATOSES, CHEILITIS, AND KNUCKLE PADS; PLACK		5q15		
#616300	SHORT-RIB THORACIC DYSPLASIA 13 WITH OR WITHOUT POLYDACTYLY; SRTD13		5q23.2		
#616307	SENIOR-LOKEN SYNDROME 8; SLSN8		4p14		
#616351	MENTAL RETARDATION, AUTOSOMAL DOMINANT 34; MRD34		5q13.3		
#616367	MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA; MFDA		4q31.22-q31.23		
#616368	CHOPS SYNDROME; CHOPS		5q31.1		
#616389	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1G; CSNB1G		3p21.31		
#616410	SPINOCEREBELLAR ATAXIA 41; SCA41		4q27		
#616421	MYOCLONIC-ATONIC EPILEPSY; MAE		3p25.3		
#616433	IMMUNODEFICIENCY 40; IMD40		5q35.1		
#616437	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3; FTDALS3		5q35.3		
#616445	CANDIDIASIS, FAMILIAL, 9; CANDF9		3p25.3		
#616482	ACHONDROPLASIA, SEVERE, WITH DEVELOPMENTAL DELAY AND ACANTHOSIS NIGRICANS; SADDAN		4p16.3		
#616505	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIB, WITH OPTIC ATROPHY; HMSN6B		5q22.1		
#616507	OSTEOGENESIS IMPERFECTA, TYPE XVII; OI17		5q33.1		
#616511	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14; MODY14		3p14.3		
#616538	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 9; MDDGA9		3p21.31		
#616541	SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION; SSMED		5q14.2		
#616576	IMMUNODEFICIENCY, COMMON VARIABLE, 12; CVID12		4q24		
#616577	EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME; EHLMRS		4q28.1		
#616592	KOSAKI OVERGROWTH SYNDROME; KOGS		5q32		
#616602	CRANIOSYNOSTOSIS 6; CRS6		3q24		
#616625	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2W; CMT2W		5q31.3		
#616632	SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME; SCBMS		5q31.3		
#616640	EPILEPSY, PROGRESSIVE MYOCLONIC, 10; EPM10		4q21.21		
#616721	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn; CDG2N		4q24		
#616738	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2; RUSAT2		3q26.2		
#616740	IMMUNODEFICIENCY 46; IMD46		3q29		
#616777	SECKEL SYNDROME 9; SCKL9		3p21.31		
#616794	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28; COXPD28		3p14.1		
#616809	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 6; HPMRS6		4q22.1		
#616816	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION; IHPMR		3p25.1		
#616831	LUSCAN-LUMISH SYNDROME; LLS		3p21.31		
#616834	MICROCEPHALY, CONGENITAL CATARACT, AND PSORIASIFORM DERMATITIS; MCCPD		4q32.3		
#616849	BRACHYDACTYLY, TYPE A1, D; BDA1D		4q22.3		
#616854	EVEN-PLUS SYNDROME; EVPLS		5q31.2		
#616868	DIARRHEA 8, SECRETORY SODIUM, CONGENITAL; DIAR8		5p15.33		
#616871	MYELOPROLIFERATIVE/LYMPHOPROLIFERATIVE NEOPLASMS, FAMILIAL (MULTIPLE TYPES), SUSCEPTIBILITY TO; MPLPF		5q35.3		
#616894	ROBINOW SYNDROME, AUTOSOMAL DOMINANT 3; DRS3		3q27.1		
#616896	MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE); MTDPS14		3q29		
#616897	OSTEOCHONDRODYSPLASIA, COMPLEX LETHAL, SYMOENS-BARNES-GISTELINCK TYPE; OCLSBG		4p15.32		
#616900	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3; IHPRF3		4q24		
#616917	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53; MRT53		4p16.3		
#616944	MENTAL RETARDATION, AUTOSOMAL DOMINANT 41; MRD41		3q26.32		
#616959	RETINITIS PIGMENTOSA AND ERYTHROCYTIC MICROCYTOSIS; RPEM		3p26.2		
#616963	HYPERCALCEMIA, INFANTILE, 2; HCINF2		5q35.3		
#616968	DEAFNESS, AUTOSOMAL DOMINANT 70; DFNA70		3q21.3		
#616974	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30; COXPD30		3q12.3		
#617017	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T; CMT2T		3q25.2		
#617018	SPINOCEREBELLAR ATAXIA 43; SCA43		3q25.2		
#617021	HYDROPS, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA; HLASA		3p21.31		
#617028	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54; MRT54		3q26.2-q26.3		
#617039	PATENT DUCTUS ARTERIOSUS 3; PDA3		5q23.2		
#617044	SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS; SDDHD		3p21.1		
#617052	BONE MARROW FAILURE SYNDROME 3; BMFS3		5p13.2		
#617056	HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 4; HNFJ4		3q21.3		
#617061	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY; MRD44		5p15.2		
#617065	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 40; DEE40		4p12		
#617075	NASOPHARYNGEAL CARCINOMA, SUSCEPTIBILITY TO, 3; NPCA3		3p21.31		
#617099	AUTOINFLAMMATION, PANNICULITIS, AND DERMATOSIS SYNDROME; AIPDS		5p15.2		
#617100	FAMILIAL ADENOMATOUS POLYPOSIS 4; FAP4		5q14.1		
#617111	MACULAR DYSTROPHY, PATTERNED, 3; MDPT3		3p21.2		
#617114	MYOPATHY, MYOFIBRILLAR, 7; MFM7		3q22.2		
#617116	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2; FFEVF2		3p21.31		
#617132	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 44; DEE44		3q22.1		
#617133	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 24; SCAR24		3q22.1		
#617145	NEURODEGENERATION WITH ATAXIA, DYSTONIA, AND GAZE PALSY, CHILDHOOD-ONSET; NADGP		5q35.3		
#617153	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 45; DEE45		4p12		
#617158	MYOPATHY, DISTAL, WITH RIMMED VACUOLES; DMRV		5q35.3		
#617166	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 47; DEE47		3q28-q29		
#617168	AORTIC ANEURYSM, FAMILIAL THORACIC 10; AAT10		5q23.1		
#617184	MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT; MTDPS12A		4q35.1		
#617222	SUDDEN CARDIAC FAILURE, INFANTILE; SCFI		4q24		
#617223	SUDDEN CARDIAC FAILURE, ALCOHOL-INDUCED; SCFAI		4q24		
#617232	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 21; LGMDR21		3q13.33		
#617238	MYOPIA 25, AUTOSOMAL DOMINANT; MYP25		5q31.1		
#617260	GLOBAL DEVELOPMENTAL DELAY, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, AND DYSMORPHIC FACIES; GDACCF		3q21.2		
#617294	EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED, WITH SCARRING AND HAIR LOSS; EBSSH		3q27.1		
#617306	COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS; COMMAD		3p13		
#617308	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 6; CBAS6		3p14.3		
#617333	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS; IDDDFP		3p25.3		
#617403	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IID; ARCL2D		3q13.31		
#617405	SHORT-RIB THORACIC DYSPLASIA 17 WITH OR WITHOUT POLYDACTYLY; SRTD17		3q29		
#617412	BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY; BTDD		5q14.2		
#617435	LOPES-MACIEL-RODAN SYNDROME; LOMARS		4p16.3		
#617520	MICROCEPHALY 18, PRIMARY, AUTOSOMAL DOMINANT; MCPH18		4q21.23		
#617572	EXUDATIVE VITREORETINOPATHY 7; EVR7		3p22.1		
#617576	SPERMATOGENIC FAILURE 18; SPGF18		3p21.1		
#617577	CILIARY DYSKINESIA, PRIMARY, 37; CILD37		3p21.1		
#617593	SPERMATOGENIC FAILURE 20; SPGF20		3q13.2		
#617595	BIRK-LANDAU-PEREZ SYNDROME; BILAPES		4p13		
#617598	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 3; MVA3		5p15.33		
#617607	AMELOGENESIS IMPERFECTA, TYPE IIIB; AI3B		4q13.3		
#617610	POLYCYSTIC KIDNEY DISEASE 5; PKD5		3q22.3		
#617626	FIBROMATOSIS, GINGIVAL, 5; GINGF5		4q12		
#617635	MENTAL RETARDATION, AUTOSOMAL DOMINANT 47; MRD47		3q22.3		
#617682	PILAROWSKI-BJORNSSON SYNDROME; PILBOS		5q15-q21		
#617695	PONTOCEREBELLAR HYPOPLASIA, TYPE 11; PCH11		3q12.1-q12.2		
#617711	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 1; IECEE1		4q24		
#617761	JOUBERT SYNDROME 31; JBTS31		5q23.2		
#617769	SPINOCEREBELLAR ATAXIA 45; SCA45		5q33.1		
#617787	MENTAL RETARDATION, AUTOSOMAL DOMINANT 50; MRD50		4q31.1		
#617798	MENTAL RETARDATION, AUTOSOMAL DOMINANT 53; MRD53		5q32		
#617800	MICROCEPHALY 19, PRIMARY, AUTOSOMAL RECESSIVE; MCPH19		3q23		
#617804	NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE; NEDMIAL		3p21.31		
#617822	ALKURAYA-KUCINSKAS SYNDROME; ALKKUCS		4q27		
#617829	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 2; IECEE2		5q34		
#617865	NEURODEVELOPMENTAL DISORDER WITH MOVEMENT ABNORMALITIES, ABNORMAL GAIT, AND AUTISTIC FEATURES; NEDMAGA		5q12.1		
#617892	AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 24; ALS24		4q33		
#617915	HYPOTONIA, ATAXIA, DEVELOPMENTAL DELAY, AND TOOTH ENAMEL DEFECT SYNDROME; HADDTS		4p16.3		
#617925	SHORT-RIB THORACIC DYSPLASIA 20 WITH POLYDACTYLY; SRTD20		4q28.1		
#617926	OROFACIODIGITAL SYNDROME XVII; OFD17		4q28.1		
#617927	OROFACIODIGITAL SYNDROME XVIII; OFD18		3q13.12-q13.13		
#617974	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, DI ROCCO TYPE; SEMDDR		4q35.1		
#617976	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 63; EIEE63		4p16.3		
#617982	VERVERI-BRADY SYNDROME; VERBRAS		3p21.31		
#618008	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 65; EIEE65		5q33.3		
#618012	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3; IECEE3		3q13.31		
#618014	PREMATURE OVARIAN FAILURE 14; POF14		5q31.1		
#618061	POLYCYSTIC KIDNEY DISEASE 6 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE; PKD6		3q27.3		
#618065	PONTOCEREBELLAR HYPOPLASIA, TYPE 1D; PCH1D		4q27		
#618075	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 7; FAME7		4q32.1		
#618091	SPERMATOGENIC FAILURE 29; SPGF29		4q12		
#618095	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 63; MRT63		5q32		
#618117	OVARIAN DYSGENESIS 7; ODG7		3q23		
#618135	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 8; MDDGC8		3p22.1		
#618154	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 3; HKLLS3		4q13.3		
#618201	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 68; EIEE68		3p22.1		
#618232	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 9; MC1DN9		5p15.33		
#618233	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 10; MC1DN10		5q12.1		
#618235	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 13; MC1DN13		5q31.3		
#618240	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 18; MC1DN18		3p21.31		
#618251	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 31; MC1DN31		3q13.33		
#618257	DEAFNESS, AUTOSOMAL RECESSIVE 112; DFNB112		5q13.2		
#618265	ARTHROGRYPOSIS, CLEFT PALATE, CRANIOSYNOSTOSIS, AND IMPAIRED INTELLECTUAL DEVELOPMENT; ACCIID		4q24		
#618292	NEURODEVELOPMENTAL DISORDER WITH IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND ATAXIA; NEDIDHA		3p21.2		
#618307	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 4; EV4		4p14		
#618354	NEURODEVELOPMENTAL DISORDER AND LANGUAGE DELAY WITH OR WITHOUT STRUCTURAL BRAIN ABNORMALITIES; NEDLBA		5q31.1		
#618363	SHORT STATURE, AMELOGENESIS IMPERFECTA, AND SKELETAL DYSPLASIA WITH SCOLIOSIS; SSASKS		4q31.22		
#618379	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 73; EIEE73		3q25.1		
#618383	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 69; MRT69		3q12.3		
#618389	FETAL AKINESIA DEFORMATION SEQUENCE 3; FADS3		4p16.3		
#618396	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 74; EIEE74		5q34		
#618397	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 39; COXPD39		5q13.3		
#618398	T-CELL LYMPHOMA, SUBCUTANEOUS PANNICULITIS-LIKE; SPTCL		5q33.3		
#618402	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 70; MRT70		3q25.32		
#618422	DEAFNESS, AUTOSOMAL RECESSIVE 100; DFNB100		5q21.1		
#618429	SPERMATOGENIC FAILURE 37; SPGF37		3p22.2		
#618476	BRAIN ABNORMALITIES, NEURODEGENERATION, AND DYSOSTEOSCLEROSIS; BANDDOS		5q32		
#618482	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 10; GEFSP10		5p12		
#618493	HYPOTONIA, HYPOVENTILATION, IMPAIRED INTELLECTUAL DEVELOPMENT, DYSAUTONOMIA, EPILEPSY, AND EYE ABNORMALITIES; HIDEA		3p21.31		
#618498	POLYDACTYLY, POSTAXIAL, TYPE A10; PAPA10		5q15		
#618499	NOONAN SYNDROME 11; NS11		3q22.3		
#618501	CEREBELLAR ATROPHY WITH SEIZURES AND VARIABLE DEVELOPMENTAL DELAY; CASVDD		3p21.31		
#618523	HYPER-IgE RECURRENT INFECTION SYNDROME 4, AUTOSOMAL RECESSIVE; HIES4		5q11.2		
#618546	TRICHOTHIODYSTROPHY 7, NONPHOTOSENSITIVE; TTD7		5p13.3		
#618557	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 78; EIEE78		4p12		
#618587	INTELLECTUAL DEVELOPMENTAL DISORDER 60 WITH SEIZURES; MRD60		3q27.1		
#618646	DIENCEPHALIC-MESENCEPHALIC JUNCTION DYSPLASIA SYNDROME 2; DMJDS2		4q12		
#618651	NEURODEVELOPMENTAL DISORDER WITH SPASTIC QUADRIPLEGIA, OPTIC ATROPHY, SEIZURES, AND STRUCTURAL BRAIN ANOMALIES; NEDSOSB		4q21.22		
#618667	HYDROCEPHALUS, CONGENITAL COMMUNICATING, 1; HYDCC1		3p22.3		
