OMIM Search - '(Search in: Entries with: Clinical synopsis, Prefixes: #, Chromosomes: 14, 15, 16, 17)'
Downloaded:	Nov 17, 2020
#610131	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 4; PEOA4		17q23.3		
#610185	CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 2; CAMRQ2		17p13.3		
#610202	CATARACT 21, MULTIPLE TYPES; CTRCT21		16q23.2		
#610204	PONTOCEREBELLAR HYPOPLASIA, TYPE 5; PCH5		17q25.1		
#610443	KOOLEN-DE VRIES SYNDROME; KDVS		17q21.31		
#610489	PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1; PPNAD1		17q24.2		
#610536	MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE; MFDGA		17q21.31		
#610678	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 4; COXPD4		16p11.2		
#610687	NEMALINE MYOPATHY 7; NEM7		14q13.1		
#610883	POTOCKI-LUPSKI SYNDROME; PTLS		17p11.2	17:16100000-22700000	
#610921	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 3; SMDP3		16p13.3		
#610965	XFE PROGEROID SYNDROME; XFEPS		16p13.12		
#610968	OSTEOGENESIS IMPERFECTA, TYPE XI; OI11		17q21.2		
#610978	CHOREOATHETOSIS AND CONGENITAL HYPOTHYROIDISM WITH OR WITHOUT PULMONARY DYSFUNCTION; CAHTP		14q13.3		
#611087	POLYHYDRAMNIOS, MEGALENCEPHALY, AND SYMPTOMATIC EPILEPSY; PMSE		17q23.3		
#611102	DEAFNESS-INFERTILITY SYNDROME; DIS		15q15.3	15:43300000-44500000	
#611131	RETINITIS PIGMENTOSA 37; RP37		15q23		
#611174	HAMAMY SYNDROME; HMMS		16q12.2		
#611209	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIg; CDG2G		17q25.1		
#611302	SPASTIC ATAXIA 2, AUTOSOMAL RECESSIVE; SPAX2		17p13.2		
#611377	BRACHYDACTYLY, TYPE B2; BDB2		17q22		
#611431	LEGIUS SYNDROME; LGSS		15q14		
#613604	CHROMOSOME 16p12.2-p11.2 DELETION SYNDROME, 7.1- TO 8.7-MB		16p12.2-p11.2	16:21200000-35300000	
#613618	CHROMOSOME 17q23.1-q23.2 DUPLICATION SYNDROME		17q23.1-q23.2	17:59500000-63100000	
#613640	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC; HSAN1C		14q24.3		
#613641	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE B; CMTRIB		16q23.1		
#613662	MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE); MTDPS4B		15q26.1		
#613675	CHROMOSOME 17q11.2 DELETION SYNDROME, 1.4-MB		17q11.2	17:27400000-33500000	
#613680	BEAULIEU-BOYCOTT-INNES SYNDROME; BBIS		16p13.3		
#613686	SPONDYLOCOSTAL DYSOSTOSIS 4, AUTOSOMAL RECESSIVE; SCDO4		17p13.1		
#613694	CARDIOMYOPATHY, DILATED, 1U; CMD1U		14q24.2		
#613708	NEUROPATHY, HEREDITARY SENSORY, TYPE ID; HSN1D		14q22.1		
#613710	THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE); THMD4		17q25.1		
#613737	ACNE INVERSA, FAMILIAL, 3; ACNINV3		14q24.2		
#613744	SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSIVE; SPG51		15q21.2		
#613750	RETINITIS PIGMENTOSA 27; RP27	RETINAL DEGENERATION, AUTOSOMAL RECESSIVE, CLUMPED PIGMENT TYPE, INCLUDED	14q11-q12		
#613767	RETINITIS PIGMENTOSA 45; RP45		16q21		
#613776	CHROMOSOME 17p13.1 DELETION SYNDROME		17p13.1	17:6500000-10800000	
#613795	LOEYS-DIETZ SYNDROME 3; LDS3		15q22.33		
#613803	MEIER-GORLIN SYNDROME 3; MGORS3		16q11.2		
#613804	MEIER-GORLIN SYNDROME 4; MGORS4		16q24.3		
#613805	MEIER-GORLIN SYNDROME 5; MGORS5		17q21.2		
#613823	SECKEL SYNDROME 5; SCKL5		15q21.1		
#613826	LEBER CONGENITAL AMAUROSIS 6; LCA6		14q11.2		
#613830	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1D; CSNB1D		15q22.31		
#613877	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 4; FPLD4		15q26.1		
#613916	DEAFNESS, AUTOSOMAL RECESSIVE 89; DFNB89		16q23.1		
#613951	FANCONI ANEMIA, COMPLEMENTATION GROUP P; FANCP		16p13.3		
#613980	ATRIAL FIBRILLATION, FAMILIAL, 9; ATFB9		17q24.3		
#613982	OSTEOGENESIS IMPERFECTA, TYPE VI; OI6		17p13.3		
#613986	PITUITARY HORMONE DEFICIENCY, COMBINED, 6; CPHD6		14q22.3		
#613988	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 3; DKCB3		17p13.1		
#613990	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 3; DKCA3		14q12		
#614017	CILIARY DYSKINESIA, PRIMARY, 16; CILD16		14q24.3		
#614018	EPILEPSY, PROGRESSIVE MYOCLONIC, 6; EPM6		17q21.32		
#614019	LISSENCEPHALY 4; LIS4		16p13.11		
#614025	HEPATIC LIPASE DEFICIENCY		15q21.3		
#614039	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 1; CDCBM1		16q24.3		
#614067	SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE; SPG52		14q12		
#614099	CRANIOECTODERMAL DYSPLASIA 3; CED3		14q24.3		
#614105	METHYLMALONATE SEMIALDEHYDE DEHYDROGENASE DEFICIENCY; MMSDHD		14q24.3		
#614120	HYDROLETHALUS SYNDROME 2; HLS2		15q26.1		
#614131	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6; FSGS6		15q22.2		
#614163	DELAYED SLEEP PHASE DISORDER, SUSCEPTIBILITY TO; DSPD		17q25	17:72900000-83257441	
#614171	HERMANSKY-PUDLAK SYNDROME 9; HPS9		15q21.1		
#614185	GELEOPHYSIC DYSPLASIA 2; GPHYSD2		15q21.1		
#614198	MYASTHENIC SYNDROME, CONGENITAL, 16; CMS16		17q23.3		
#614203	PARKINSON DISEASE 17; PARK17		16q11.2		
#614209	MECKEL SYNDROME, TYPE 9; MKS9		17p11.2		
#614228	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O; CMT2O		14q32.31		
#614262	ARTHROGRYPOSIS, PERTHES DISEASE, AND UPWARD GAZE PALSY; APUG		14q24.3		
#614294	CHROMOSOME 15q25 DELETION SYNDROME		15q25	15:78000000-88500000	
#614303	EDICT SYNDROME; EDICT		15q25.1		
#614322	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 12; SCAR12		16q23.1-q23.2		
#614324	OVARIAN DYSGENESIS 3; ODG3		17q21.2		
#614340	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27; MRT27		15q26.3		
#614434	CUTIS LAXA, AUTOSOMAL DOMINANT 2; ADCL2		14q32.12		
#614450	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6; CHNG6		17q21.1		
#614455	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE E; CMTDIE		14q32.33		
#614468	FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3; FCAS3		16q23.3		
#614473	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2; GACI2		16p13.11		
#614491	PSEUDOHYPOALDOSTERONISM, TYPE IIB; PHA2B		17q21.2		
#614508	MIRROR MOVEMENTS 2; MRMV2		15q15.1		
#614526	CHROMOSOME 17q12 DUPLICATION SYNDROME		17q12	17:33500000-39800000	
#614527	CHROMOSOME 17q12 DELETION SYNDROME		17q12	17:33500000-39800000	
#614541	CHROMOSOME 16q22 DELETION SYNDROME		16q22	16:66600000-74100000	
#614561	LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC		17p13.1		
#614563	MENTAL RETARDATION, AUTOSOMAL DOMINANT 13; MRD13		14q32.31		
#614565	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E; CSNB1E		17q12		
#614583	BARAITSER-WINTER SYNDROME 2; BRWS2		17q25.3		
#614594	PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTIC PLAQUES		17p13.2		
#614617	DEAFNESS, AUTOSOMAL RECESSIVE 86; DFNB86		16p13.3		
#614650	COENZYME Q10 DEFICIENCY, PRIMARY, 6; COQ10D6		14q24.3		
#614654	COENZYME Q10 DEFICIENCY, PRIMARY, 5; COQ10D5		16q21		
#614679	CILIARY DYSKINESIA, PRIMARY, 17; CILD17		17q21.31		
#614706	CEROID LIPOFUSCINOSIS, NEURONAL, 11; CLN11		17q21.31		
#614714	POROKERATOSIS 7, MULTIPLE TYPES; POROK7		16q24.2		
#614723	ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY; APRTD		16q24.3		
#614740	BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 7; BCC7		17p13.1		
#614744	FACIAL PARESIS, HEREDITARY CONGENITAL, 3; HCFP3		17q21.32		
#614748	INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL; ILNEB		17q21.33		
#614782	TREMOR, HEREDITARY ESSENTIAL, 4; ETM4		16p11.2		
#614807	MYOPATHY, CENTRONUCLEAR, 4; CNM4		16p13.3		
#614817	INTERSTITIAL NEPHRITIS, KARYOMEGALIC; KMIN		15q13.3		
#614819	WEILL-MARCHESANI SYNDROME 3; WMS3		14q24.3		
#614822	SPERMATOGENIC FAILURE 10; SPGF10		16p13.3		
#614823	AORTIC VALVE DISEASE 2; AOVD2		15q22.31		
#614844	NEPHRONOPHTHISIS 14; NPHP14	JOUBERT SYNDROME 19, INCLUDED; JBTS19, INCLUDED	16q12.1		
#614851	SECKEL SYNDROME 7; SCKL7		14q22.1		
#614852	MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE; MCPH9		15q21.1		
#614857	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE; MAHCJ		14q24.3		
#614859	PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER); PBD3A	PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 3, INCLUDED; CG3, INCLUDED	17q12		
#614869	USHER SYNDROME, TYPE IJ; USH1J		15q25.1		
#614878	AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION; APLAID		16q23.3		
#614893	IMMUNODEFICIENCY 32A; IMD32A		16q24.1		
#614900	DIAMOND-BLACKFAN ANEMIA 11; DBA11		17p13.1		
#614916	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 4; CPVT4		14q32.11		
#614924	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12; COXPD12		16p12.2		
#614937	MYOCLONUS, FAMILIAL, 1; MYOCL1		16q22.1		
#614947	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15		15q22.31		
#614961	PONTOCEREBELLAR HYPOPLASIA, TYPE 8; PCH8		16q24.3		
#614970	JOUBERT SYNDROME 20; JBTS20		16q23.1		
#615008	NEPHROTIC SYNDROME, TYPE 7; NPHS7	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 7, INCLUDED; AHUS7, INCLUDED	17q22		
#615023	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 9; ARCI9		15q26.3		
#615026	RIBOFLAVIN DEFICIENCY; RBFVD		17p13.2		
#615031	SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE; SPG49		14q32.31		
#615032	AUTISM, SUSCEPTIBILITY TO, 18; AUTS18		14q11.2		
#615081	SPERMATOGENIC FAILURE 11; SPGF11		17q21.2		
#615113	MICROPHTHALMIA, ISOLATED 8; MCOP8		15q26.3		
#615157	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2; MC3DN2		17p12		
#615160	MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5; MC3DN5		16p12.2		
#615193	BLEEDING DISORDER, PLATELET-TYPE, 15; BDPLT15		14q24.1		
#615207	IMMUNODEFICIENCY 56; IMD56		16p12.1		
#615217	ATAXIA-OCULOMOTOR APRAXIA 3; AOA3		17p13.1		
#615224	ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2; FASPS2		17q25.3		
#615225	PALMOPLANTAR CARCINOMA, MULTIPLE SELF-HEALING; MSPC		17p13.2		
#615244	NEPHROTIC SYNDROME, TYPE 8; NPHS8		17q25.3		
#615272	FANCONI ANEMIA, COMPLEMENTATION GROUP Q; FANCQ		16p13.12		
#615279	CARDIOFACIOCUTANEOUS SYNDROME 3; CFC3		15q22.31		
#615314	CRANIOSYNOSTOSIS 3; CRS3		15q21.3		
#615338	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 16; DEE16		16p13.3		
#615346	PRECOCIOUS PUBERTY, CENTRAL, 2; CPPB2		15q11.2		
#615369	EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET; EEOC		15q26.1		
#615387	T-CELL RECEPTOR-ALPHA/BETA DEFICIENCY		14q11.2		
#615397	MECKEL SYNDROME, TYPE 11; MKS11		16q23.1		
#615401	IMMUNODEFICIENCY 8; IMD8		16p11.2		
#615412	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4; CDCBM4		17q21.2		
#615415	RENAL-HEPATIC-PANCREATIC DYSPLASIA 2; RHPD2		17q11.2		
#615434	RETINITIS PIGMENTOSA 82 WITH OR WITHOUT SITUS INVERSUS; RP82		16q13		
#615440	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17; COXPD17		17p12		
#615458	MICROCORNEA, MYOPIC CHORIORETINAL ATROPHY, AND TELECANTHUS; MMCAT		16q23.1		
#615473	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 17; DEE17		16q13		
#615482	CILIARY DYSKINESIA, PRIMARY, 25; CILD25		15q21.3		
#615501	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP C; MOCODC		14q23.3		
#615502	MENTAL RETARDATION, AUTOSOMAL DOMINANT 21; MRD21		16q22.1		
#615516	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38; MRT38		15q13.1		
#615518	IMMUNODEFICIENCY 13; IMD13		17q11.2		
#615523	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 8; FECD8		15q25.3		
#615537	RETICULATE ACROPIGMENTATION OF KITAMURA; RAK		15q21.3		
#615547	SCHAAF-YANG SYNDROME; SHFYNG		15q11.2		
#615582	LOEYS-DIETZ SYNDROME 5; LDS5		14q24.3		
#615631	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ib; CDAN1B		15q14		
#615643	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 6; NBIA6		17q21.2		
#615656	CHROMOSOME 15q11.2 DELETION SYNDROME		15q11.2	15:20500000-25500000	
#615685	SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE; SPG61		16p12.3		
#615716	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 4; HPMRS4		17q12		
#615751	CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO; CA5AD		16q24.2		
#615768	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16; SCAR16		16p13.3		
#615777	DESBUQUOIS DYSPLASIA 2; DBQD2		16p12.3		
#615779	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4; CHTD4		15q26.2		
#615785	WHITE SPONGE NEVUS 2; WSN2		17q21.2		
#615842	SPERMATOGENIC FAILURE 14; SPGF14		17p13.2		
#615851	PONTOCEREBELLAR HYPOPLASIA, TYPE 2E; PCH2E		17p13.3		
#615860	CONE-ROD DYSTROPHY 19; CORD19		14q24.3		
#615861	NEPHROTIC SYNDROME, TYPE 10; NPHS10		16p13.13		
#615887	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA5; AI2A5		14q32.12		
#615905	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 25, WITH AMELOGENESIS IMPERFECTA; DEE25		17p13.1		
#615909	DIAMOND-BLACKFAN ANEMIA 13; DBA13		14q21.3		
#615926	WEBB-DATTANI SYNDROME; WEDAS		15q25.1		
#615942	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 44; MRT44		17q25.1		
#615952	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1; ADMIO1		17q21.2		
#615954	ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2; AIMAH2		16p11.2		
#615972	NANOPHTHALMOS 4; NNO4		17q11.2		
#615979	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 45; MRT45		16q24.2		
#615981	BARDET-BIEDL SYNDROME 2; BBS2		16q13		
#615982	BARDET-BIEDL SYNDROME 4; BBS4		15q24.1		
#615985	BARDET-BIEDL SYNDROME 8; BBS8		14q31.3		
#615990	BARDET-BIEDL SYNDROME 13; BBS13		17q22		
#616025	GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 11; GPIBD11		17q12		
#616044	DEAFNESS, AUTOSOMAL DOMINANT 65; DFNA65		16p13.3		
#616053	SPINOCEREBELLAR ATAXIA 40; SCA40		14q32.11-q32.12		
#616108	RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME; RDJCSS		14q24.1		
#616113	POLYENDOCRINE-POLYNEUROPATHY SYNDROME; PEPNS		15q21.2		
#616172	GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9; GEFSP9		16p11.2		
#616202	CEREBELLOFACIODENTAL SYNDROME; CFDS		14q32.33		
#616211	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 28; DEE28		16q23.1-q23.2		
#616212	LISSENCEPHALY 6 WITH MICROCEPHALY; LIS6		16q21		
#616222	TEMPLE SYNDROME		14q32	14:89300000-107043718	
#616247	LONG QT SYNDROME 14; LQT14		14q32.11		
#616248	LETHAL CONGENITAL CONTRACTURE SYNDROME 6; LCCS6		14q32.33		
#616263	NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET; IMNEPD		17q23.1		
#616279	CATARACT 43; CTRCT43		17q12		
#616281	NEURODEVELOPMENTAL DISORDER WITH SPASTIC PARAPLEGIA AND MICROCEPHALY; NEDSPM		16q11.2		
#616286	LETHAL CONGENITAL CONTRACTURE SYNDROME 7; LCCS7		17q21.2		
#616313	MYASTHENIC SYNDROME, CONGENITAL, 2A, SLOW-CHANNEL; CMS2A		17p13.1		
#616314	MYASTHENIC SYNDROME, CONGENITAL, 2C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY; CMS2C		17p13.1		
#616324	MYASTHENIC SYNDROME, CONGENITAL, 4B, FAST-CHANNEL; CMS4B		17p13.2		
#616335	MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 3; MCCRP3		15q15.3		
#616339	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 29; DEE29		16q22.1		
#616353	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6; DKCB6		16p13.12		
#616357	DEAFNESS, AUTOSOMAL DOMINANT 40; DFNA40		16p12.2		
#616370	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 4; MMDS4		14q24.3		
#616371	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4; PFBMFT4		16p13.12		
#616400	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2; FNEPPK2		17p13.2		
#616415	FAMILIAL ADENOMATOUS POLYPOSIS 3; FAP3		16p13.3		
#616425	46,XY SEX REVERSAL 10; SRXY10		17q24	17:64600000-72900000	
#616460	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 50; MRT50		15q24.1		
#616490	JOUBERT SYNDROME 23; JBTS23		14q23.1		
#616491	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2V; CMT2V		17q21.2		
#616539	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26; COXPD26		14q23.1		
#616546	SHORT-RIB THORACIC DYSPLASIA 14 WITH POLYDACTYLY; SRTD14		14q23.1		
#616553	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 6; DKCA6	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 7, INCLUDED; DKCB7, INCLUDED	16q22.1		
#616559	NOONAN SYNDROME 9; NS9		14q21.3		
#616562	RETINITIS PIGMENTOSA 74; RP74		16q13		
#616589	ADAMS-OLIVER SYNDROME 6; AOS6		15q15.1		
#616604	CHROMOSOME 14q32 DUPLICATION SYNDROME, 700-KB		14q32	14:89300000-107043718	
#616606	RING CHROMOSOME 14 SYNDROME		Chr.14		
#616649	SPHEROCYTOSIS, TYPE 2; SPH2		14q23.3		
#616652	YUAN-HAREL-LUPSKI SYNDROME; YUHAL		17p12-p11.2	17:10800000-22700000	
#616668	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X; CMT2X		15q21.1		
#616707	DEAFNESS, AUTOSOMAL DOMINANT 68; DFNA68		15q25.2		
#616723	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, FADEN-ALKURAYA TYPE; SEMDFA		16q13		
#616726	CILIARY DYSKINESIA, PRIMARY, 33; CILD33		16q24.3		
#616733	COENZYME Q10 DEFICIENCY, PRIMARY, 8; COQ10D8		16p12.3		
#616760	WOOLLY HAIR, AUTOSOMAL RECESSIVE 3; ARWH3		17q21.2		
#616784	JOUBERT SYNDROME 26; JBTS26		16p12.1		
#616788	OROFACIAL CLEFT 15; OFC15		17q21.33		
#616795	SPINOCEREBELLAR ATAXIA 42; SCA42		17q21.33		
#616829	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp; CDG2P		17q11.2		
#616840	PARKINSON DISEASE 23, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK23		15q22.2		
#616843	LYMPHATIC MALFORMATION 6; LMPHM6		16q24.3		
#616859	SPASTICITY, CHILDHOOD-ONSET, WITH HYPERGLYCINEMIA; SPAHGC		14q32.13		
#616860	ANEMIA, SIDEROBLASTIC, 3, PYRIDOXINE-REFRACTORY; SIDBA3		14q32.13		
#616863	HAO-FOUNTAIN SYNDROME; HAFOUS	CHROMOSOME 16p13.2 DELETION SYNDROME, INCLUDED	16p13.2		
#616866	SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1; SMABF1		15q22.31		
#616892	NEPHROTIC SYNDROME, TYPE 12; NPHS12		16q13		
#616898	CHROMOSOME 15q14 DELETION SYNDROME		15q14	15:33400000-39800000	
#616901	DEVELOPMENTAL DELAY WITH SHORT STATURE, DYSMORPHIC FACIAL FEATURES, AND SPARSE HAIR; DEDSSH		17p13.3		
#616913	BLEEDING DISORDER, PLATELET-TYPE, 20; BDPLT20		17q12		
#616914	MARFANOID-PROGEROID-LIPODYSTROPHY SYNDROME; MFLS		15q21.1		
#616938	COFFIN-SIRIS SYNDROME 5; CSS5		17q21.2		
#616954	YOU-HOOVER-FONG SYNDROME; YHFS		16p13.3		
#617011	MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION; MDFPMR		15q22.31		
#617022	LETHAL CONGENITAL CONTRACTURE SYNDROME 10; LCCS10		14q24.3		
#617025	NEVUS COMEDONICUS; NC		14q24.3		
#617027	HYPERALDOSTERONISM, FAMILIAL, TYPE IV; HALD4		16p13.3		
#617030	MYOPATHY, DISTAL, 5; MPD5		14q32.33		
#617054	STRIATONIGRAL DEGENERATION, CHILDHOOD-ONSET; SNDC		16q22.1-q22.2		
#617066	MUSCULAR DYSTROPHY, CONGENITAL, DAVIGNON-CHAUVEAU TYPE; MDCDC		15q22.31		
#617069	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 3; PEOB3		16q21		
#617092	CILIARY DYSKINESIA, PRIMARY, 35; CILD35		17q21.2		
#617108	SESSILE SERRATED POLYPOSIS CANCER SYNDROME; SSPCS		17q22		
#617113	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 43; DEE43		15q12		
#617118	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 3; FFEVF3		16p13.3		
#617120	JOUBERT SYNDROME 27; JBTS27		17p11.2		
#617121	JOUBERT SYNDROME 28; JBTS28		17q22		
#617125	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 56; MRT56		14q31.3		
#617127	OROFACIODIGITAL SYNDROME XV; OFD15		17p13.1		
#617157	SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES; SBIDDS		16q22.1		
#617173	INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA; IDDCA		15q21.2		
#617182	LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA; LADCI		15q21.2		
#617193	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM; PEBAT		17q25.3		
#617194	LETHAL CONGENITAL CONTRACTURE SYNDROME 11; LCCS11		15q21.2		
#617213	SEDOHEPTULOKINASE DEFICIENCY; SHPKD		17p13.2		
#617217	AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA6; AI2A6		14q32.11		
#617237	IMMUNODEFICIENCY 49; IMD49		14q32.2		
#617241	LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME; LICS		15q13.1		
#617244	FANCONI ANEMIA, COMPLEMENTATION GROUP R; FANCR		15q15.1		
#617271	NEPHRONOPHTHISIS 20; NPHP20		15q15.1		
#617276	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 48; DEE48		15q25.2		
#617280	ATRIAL FIBRILLATION, FAMILIAL, 18; ATFB18		17q21.32		
#617321	YAO SYNDROME; YAOS		16q12.1		
#617364	CONGENITAL HEART DEFECTS AND ECTODERMAL DYSPLASIA; CHDED		14q12		
#617388	AUTOINFLAMMATION WITH ARTHRITIS AND DYSKERATOSIS; AIADK		17p13.2		
#617404	MUSCULAR DYSTROPHY, CONGENITAL, WITH CATARACTS AND INTELLECTUAL DISABILITY; MDCCAID		17p13.3		
#617408	DIAMOND-BLACKFAN ANEMIA 16; DBA16		17q21.31		
#617439	CRANIOSYNOSTOSIS 7; CRS7		15q22.31		
#617450	JANSEN-DE VRIES SYNDROME; JDVS		17q23.2		
#617466	TOWNES-BROCKS SYNDROME 2; TBS2		14q23.1		
#617475	SPECIFIC GRANULE DEFICIENCY 2; SGD2		17q23.3		
#617478	STRUCTURAL HEART DEFECTS AND RENAL ANOMALIES SYNDROME; SHDRA		14q22.3		
#617493	NEURODEVELOPMENTAL DISORDER WITH INVOLUNTARY MOVEMENTS; NEDIM		16q13		
