Approved symbol,class,chr,classic_caf,max_af,exon_score
LRRC7,noDisorder_0homko,1,0.00022827,0.00013191,0.933692893401015
LRRC8A,PMT_noBrain_0homko,9,0.000031904,0.0000079834,0.916892725030826
LRRC8B,noDisorder_0homko,1,0.00009173,0.00001593,0.858747927031509
LRRC8C,noDisorder_0homko,1,0.00012368,0.000015945,0.876658374792703
LRRC8D,noDisorder_0homko,1,0.000039843,0.0000039988,0.89802095459837
LRRC8E,noDisorder_0homko,19,0.00064679,0.00039489,0.758260142199916
LRRC9,noDisorder_0homko,14,0,0,0.852911508482348
LRRC10,noDisorder_0homko,12,0,0,0.752038369304556
LRRC10B,noDisorder_0homko,11,0,0,0.763708759954494
LRRC14,noDisorder_0homko,8,0.000089891,0.000019946,0.530094466936572
LRRC14B,training_validation_dispensable,5,0.00069529,0.00020306,0.689773462783172
LRRC15,noDisorder_0homko,3,0.00030257,0.000059701,0.580011454753723
LRRC17,noDisorder_0homko,7,0.0001958,0.000027985,0.798642533936652
LRRC18,noDisorder_0homko,10,0.000091611,0.000011942,0.719720101781171
LRRC19,noDisorder_0homko,9,0.000053006,0.000020139,0.640431266846361
LRRC20,noDisorder_0homko,10,0.00024271,0.00010743,0.854054054054054
LRRC23,noDisorder_0homko,12,0.00025084,0.00004374,0.710174418604651
LRRC24,noDisorder_0homko,8,0.00012747,0.0000735,0.465369649805447
LRRC25,noDisorder_0homko,19,0.0000082158,0.0000042115,0.184531590413943
LRRC26,noDisorder_0homko,9,0,0,0.140796019900498
LRRC27,training_validation_dispensable,10,0.0018461,0.0012867,0.214689265536723
LRRC28,training_validation_dispensable,15,0.00016387,0.000019907,0.926086956521739
LRRC29,noDisorder_0homko,16,0.000090639,0.00002991,
LRRC30,noDisorder_0homko,18,0,0,0.749889624724062
LRRC31,training_validation_dispensable,3,0.0043265,0.0039442,0.572875226039783
LRRC32,training_validation_brain_disease,11,0.00006509,0.000015916,0.660683760683761
LRRC34,training_validation_dispensable,3,0.0030483,0.0026494,0.663010752688172
LRRC36,noDisorder_0homko,16,0.00062539,0.00014369,0.837880794701987
LRRC37A,training_validation_dispensable,17,0.000012951,0.000008705,0.129828850855746
LRRC37A2,noDisorder_0homko,17,0.00025959,0.00024688,0.1262590632961
LRRC37A3,noDisorder_0homko,17,0.00037719,0.00023028,0.124525993883792
LRRC37B,noDisorder_0homko,17,0.00065061,0.00057414,0.212124711316397
LRRC38,noDisorder_0homko,1,0,0,0.841468926553672
LRRC39,training_validation_dispensable,1,0.0025613,0.0020647,0.86468253968254
LRRC40,noDisorder_0homko,1,0.00060115,0.000076209,0.836428966279713
LRRC41,noDisorder_0homko,1,0.000078566,0.000046715,0.904264042640426
LRRC42,noDisorder_0homko,1,0.00059176,0.00021302,0.847707847707848
LRRC43,noDisorder_0homko,12,0.00075081,0.0001931,0.43404363267377
LRRC45,noDisorder_0homko,17,0.00026652,0.000064237,0.712568306010929
LRRC46,training_validation_dispensable,17,0.00099572,0.00076351,0.489130434782609
LRRC47,noDisorder_0homko,1,0.000075378,0.000012104,0.60662100456621
LRRC49,noDisorder_0homko,15,0.00021528,0.000028585,0.921300339640951
LRRC52,noDisorder_0homko,1,0.00027451,0.000071591,0.690764331210191
LRRC53,noDisorder_0homko,1,0,0,0.367441239316239
LRRC55,noDisorder_0homko,11,0.0020102,0.0019622,0.6438127090301
LRRC56,confirmed_noBrain_0homko,11,0.00014676,0.000056347,0.268017188459177
LRRC57,noDisorder_0homko,15,0.000057365,0.00001193,0.934444444444444
LRRC58,noDisorder_0homko,3,0.000062246,0.000012984,0.838440860215054
LRRC59,noDisorder_0homko,17,0.000019907,0.0000039881,0.901948051948052
LRRC61,noDisorder_0homko,7,0.00035919,0.00015103,0.631410256410256
LRRC63,noDisorder_0homko,13,0,0,0.287755102040816
LRRC66,noDisorder_0homko,4,0.000098477,0.000033179,0.202043132803632
LRRC69,training_validation_dispensable,8,0,0,0.59176245210728
LRRC70,noDisorder_0homko,5,0,0,0.78705189941145
LRRC71,training_validation_dispensable,1,0.00024056,0.000076199,0.651309523809524
LRRC72,noDisorder_0homko,7,0,0,0.647337962962963
LRRC73,noDisorder_0homko,6,0.000044312,0.0000080124,0.941850683491062
LRRC74A,training_validation_dispensable,14,0.00080515,0.00023959,0.617518745739605
LRRC74B,noDisorder_0homko,22,0,0,0.540203562340967
LRRC75A,noDisorder_0homko,17,0.000016224,0.000004117,0.748502415458937
LRRC75B,noDisorder_0homko,22,0.000425,0.00026732,0.715928270042194
LRRCC1,noDisorder_0homko,8,0.00055435,0.000052133,0.837431429493385
LRRD1,noDisorder_0homko,7,0,0,0.629926442121564
LRRFIP1,noDisorder_0homko,2,0.000044687,0.0000079842,0.775767030681227
LRRFIP2,noDisorder_0homko,3,0.00056762,0.000087897,0.915420129270545
LRRIQ1,noDisorder_0homko,12,0.30339,0.30296,0.506732443412652
LRRIQ3,training_validation_dispensable,1,0.00082775,0.00048664,0.42096
LRRIQ4,noDisorder_0homko,3,0.0003036,0.000072249,0.445751633986928
LRRK1,noDisorder_0homko,15,0.00028608,0.000018389,0.797337962962963
LRRK2,PMT_Brain_0homko,12,0.0011769,0.00018298,0.849077004219409
LRRN1,noDisorder_0homko,3,0.000047822,0.000011954,0.868526266852627
LRRN2,noDisorder_0homko,1,0,0,0.722735760971055
LRRN3,noDisorder_0homko,7,0.000091765,0.00005183,0.919370004701457
LRRN4,noDisorder_0homko,20,0.00075726,0.00038978,0.367161493477283
LRRN4CL,noDisorder_0homko,11,0.00014785,0.000067483,0.362622036262204
LRRTM1,noDisorder_0homko,2,0.000015955,0.0000040162,0.951306564690886
LRRTM2,noDisorder_0homko,5,0.000016067,0.0000040311,0.989941972920696
LRRTM3,noDisorder_0homko,10,0.000027995,0.0000041013,0.965120274914089
LRRTM4,noDisorder_0homko,2,0.00010475,0.000036163,0.886125211505922
LRSAM1,training_validation_brain_disease,9,0.00047404,0.0001363,0.837476979742173
LRTM1,training_validation_dispensable,3,0.0020544,0.00061311,0.630346820809249
LRTM2,noDisorder_0homko,12,0.0000080892,0.0000040816,0.78984725965858
LRTOMT,confirmed_noBrain_0homko,11,0.0000079702,0.0000039851,0.828842832469775
LRWD1,noDisorder_0homko,7,0.00039943,0.00009936,0.679938271604938
LSAMP,noDisorder_0homko,3,0.0000040243,0.0000040243,0.964208456243854
LSG1,noDisorder_0homko,3,0.00053387,0.00016627,0.704704097116844
LSM1,noDisorder_0homko,8,0.000027929,0.0000040284,0.942039800995025
LSM2,noDisorder_0homko,6,0.000059106,0.00001773,0.951388888888889
LSM3,noDisorder_0homko,3,0.00014399,0.000028312,0.937540453074434
LSM4,noDisorder_0homko,19,0.000036635,0.000019886,0.891904761904762
LSM5,noDisorder_0homko,7,0.000040364,0.000019936,0.943840579710145
LSM6,noDisorder_0homko,4,0,0,0.97037037037037
LSM7,noDisorder_0homko,19,0,0,0.909935897435897
LSM8,noDisorder_0homko,7,0.000035863,0.000011933,0.952577319587629
LSM10,noDisorder_0homko,1,0.00002387,0.0000079532,0.822043010752688
LSM11,noDisorder_0homko,5,0.000017092,0.0000091355,0.855124653739612
LSM12,noDisorder_0homko,17,0,0,0.994387755102041
LSM14A,noDisorder_0homko,19,0.000065026,0.000016613,0.958692528735632
LSM14B,noDisorder_0homko,20,0.0000080352,0.0000040186,0.817962003454231
LSMEM1,noDisorder_0homko,7,0.00010393,0.000024023,0.646212121212121
LSMEM2,training_validation_dispensable,3,0.00097762,0.00065725,0.453737373737374
LSP1,noDisorder_0homko,11,0.000081778,0.0000083828,0.399019607843137
LSR,noDisorder_0homko,19,0.00016238,0.00002508,0.613344407530454
LSS,training_validation_brain_disease,21,0.00029723,0.000036463,0.75025011368804
LST1,noDisorder_0homko,6,0.00013171,0.00011035,0.361904761904762
LTA,PMT_noBrain_0homko,6,0.0000079542,0.0000039776,0.498220064724919
LTA4H,noDisorder_0homko,12,0.00026987,0.000028517,0.906917211328976
LTB,noDisorder_0homko,6,0.000070153,0.000012184,0.631020408163265
LTB4R,noDisorder_0homko,14,0.000027887,0.0000040003,0.314164305949008
LTB4R2,noDisorder_0homko,14,0.0023359,0.0011761,0.253946146703807
LTBP1,noDisorder_0homko,2,0.00019276,0.000015923,0.838811459543167
LTBP2,confirmed_noBrain_0homko,14,0.00030796,0.000036321,0.667654592023417
LTBP3,confirmed_noBrain_0homko,11,0.00016503,0.000029365,0.669222903885481
LTBP4,confirmed_noBrain_0homko,19,1.0001,0.99998,0.53461703038083
LTBR,noDisorder_0homko,12,0.000031879,0.0000039953,0.505428134556575
LTC4S,confirmed_noBrain_1homko,5,0.002264,0.0022382,0.577924944812362
LTF,training_validation_dispensable,3,0.0012133,0.00052092,0.495311767463666
LTK,training_validation_dispensable,15,0.0048616,0.0037915,0.594913294797688
LTN1,noDisorder_0homko,21,0.00021232,0.000016021,0.847670250896057
LTO1,noDisorder_0homko,11,0.000051698,0.00001193,0.72463768115942
LTV1,noDisorder_0homko,6,0.00082501,0.00031811,0.834033613445378
LUC7L,noDisorder_0homko,16,0.000043895,0.00001196,0.919713261648746
LUC7L2,noDisorder_0homko,7,0.000067712,0.000030496,0.967345207803223
LUC7L3,noDisorder_0homko,17,0.000012859,0.0000047603,0.986759045419553
LUM,noDisorder_0homko,12,0.000035873,0.0000079673,0.817699115044248
LURAP1,training_validation_dispensable,1,0.000041487,0.000012974,0.701666666666667
LURAP1L,noDisorder_0homko,9,0.000046761,0.000012616,0.82707423580786
LUZP1,noDisorder_0homko,1,0.00013945,0.000027889,0.641597028783658
LUZP2,noDisorder_0homko,11,0.00011512,0.000045044,0.737367915465898
LUZP4,noDisorder_0homko,X,0.0000065252,0.0000065252,0.0575371549893843
LVRN,noDisorder_0homko,5,0.0043763,0.0027394,0.624621594349142
LXN,training_validation_dispensable,3,0.00048343,0.00030685,0.838266068759342
LY6D,noDisorder_0homko,8,0.000096091,0.000067913,0.0302325581395349
LY6E,noDisorder_0homko,8,0.000015942,0.0000079744,0.107828282828283
LY6G5B,noDisorder_0homko,6,0.000089186,0.000016276,0.416336633663366
LY6G5C,noDisorder_0homko,6,0.0000081042,0.0000040528,0.388520971302428
LY6G6C,noDisorder_0homko,6,0.00013697,0.000081139,0.775925925925926
LY6G6D,noDisorder_0homko,6,0.000057011,0.000020287,0.430845771144279
LY6G6F,noDisorder_0homko,6,0.0004155,0.00025453,0.513422818791946
LY6H,noDisorder_0homko,8,0.0000080691,0.0000040868,0.168106995884774
LY6K,noDisorder_0homko,8,0.000063765,0.000039776,0.0598393574297189
LY6L,noDisorder_0homko,8,0,0,0.12326139088729
LY9,noDisorder_0homko,1,0.000049321,0.000020904,0.10635162601626
LY75,noDisorder_0homko,2,0.0023496,0.00053476,0.748094408976591
LY86,noDisorder_0homko,6,0.00034868,0.00022704,0.518609406952965
LY96,noDisorder_0homko,8,0.00011168,0.000035942,0.45879917184265
LYAR,noDisorder_0homko,4,0.00013652,0.000028066,0.609912280701754
LYG1,training_validation_dispensable,2,0.0010267,0.00077616,0.583931623931624
LYG2,noDisorder_0homko,2,0.00050248,0.00018403,0.534115805946792
LYL1,confirmed_noBrain_0homko,19,0,0,0.554211150652432
LYN,noDisorder_0homko,8,0.000016273,0.0000043222,0.84541910331384
LYNX1,noDisorder_0homko,8,0.000039672,0.00001461,0.398290598290598
LYPD1,noDisorder_0homko,2,0.000081103,0.000023106,0.843896713615023
LYPD2,noDisorder_0homko,8,0.0000039782,0.0000039782,0.185185185185185
LYPD3,training_validation_dispensable,19,0.00037384,0.00021643,0.55283381364073
LYPD4,noDisorder_0homko,19,,,0.541160593792173
LYPD5,noDisorder_0homko,19,0.00014231,0.000073678,0.412433862433862
LYPD6,noDisorder_0homko,2,0.00037923,0.00022363,0.875
LYPD6B,noDisorder_0homko,2,0.00008857,0.000016123,0.614903846153846
LYPD8,noDisorder_0homko,1,,,0.107282913165266
LYPLA1,noDisorder_0homko,8,0.000089364,0.000027959,0.927128427128427
LYPLA2,noDisorder_0homko,1,0.000015974,0.0000040143,0.925718390804598
LYPLAL1,noDisorder_0homko,1,0.00022903,0.00010008,0.745098039215686
LYRM1,noDisorder_0homko,16,0.00016757,0.00005567,0.934146341463415
LYRM2,noDisorder_0homko,6,0.000067696,0.00003184,0.845318352059925
LYRM4,PMT_noBrain_0homko,6,0.000011993,0.000007996,0.917028985507246
LYRM7,training_validation_brain_disease,5,0.000011973,0.0000039917,0.928888888888889
LYRM9,noDisorder_0homko,17,0.000079045,0.000047946,0.894514767932489
LYSMD1,noDisorder_0homko,1,0.00017238,0.000039767,0.662865497076023
LYSMD2,noDisorder_0homko,15,0.00002403,0.0000040536,0.835185185185185
LYSMD3,noDisorder_0homko,5,0.000052356,0.0000080717,0.82985884907709
LYSMD4,noDisorder_0homko,15,0.00027032,0.00013103,0.343502824858757
LYST,training_validation_brain_disease,1,0.00037138,0.000027922,0.808434157460985
LYVE1,noDisorder_0homko,11,0.00019125,0.000035858,0.549742002063984
LYZ,training_validation_brain_disease,12,0.00029828,0.00013124,0.537136465324385
LYZL1,noDisorder_0homko,10,0.000096074,0.000021077,0.65592841163311
LYZL2,noDisorder_0homko,10,0.0028405,0.0019531,0.624608501118568
LYZL4,noDisorder_0homko,3,0.0000079709,0.0000039937,0.582766439909297
LYZL6,noDisorder_0homko,17,,,0.484340044742729
LZIC,noDisorder_0homko,1,0.000056179,0.0000082021,0.96195462478185
LZTFL1,training_validation_brain_disease,3,0.000052344,0.000008405,0.883222222222222
LZTR1,training_validation_brain_disease,22,0.0015567,0.00014434,0.835909631391201
LZTS1,confirmed_noBrain_0homko,8,0.000024572,0.0000042319,0.79536571747627
LZTS2,noDisorder_0homko,10,0.000074859,0.0000098311,0.73407960199005
LZTS3,noDisorder_0homko,20,0.000016646,0.0000044117,0.854896142433234
M1AP,noDisorder_0homko,2,0.0005106,0.00017117,0.702972802024035
M6PR,noDisorder_0homko,12,0.00019515,0.00013546,0.806115107913669
MAB21L1,training_validation_brain_disease,13,0,0,0.961481481481481
MAB21L2,training_validation_brain_disease,4,0,0,0.950555555555555
MAB21L3,training_validation_dispensable,1,0.00054893,0.00023467,0.704591368227732
MAB21L4,noDisorder_0homko,2,0.00021831,0.00014309,0.46703869047619
MACC1,training_validation_dispensable,7,0.0011731,0.00017363,0.739234075810864
MACF1,training_validation_brain_disease,1,0.000099846,0.0000079867,0.746534088414768
MACIR,noDisorder_0homko,5,0.0000079583,0.0000039802,0.90805152979066
MACO1,noDisorder_0homko,1,0.000027877,0.0000039927,0.963659147869674
MACROD1,noDisorder_0homko,11,0.000082177,0.000047717,0.591717791411043
MACROD2,noDisorder_0homko,20,0.000044215,0.000028133,0.830907668231612
MACROH2A1,noDisorder_0homko,5,0.0000080078,0.0000040271,0.940750670241287
MACROH2A2,noDisorder_0homko,10,0.000015948,0.0000040087,0.918677390527257
MAD1L1,confirmed_noBrain_0homko,7,0.00046136,0.000076259,0.795549374130737
MAD2L1,noDisorder_0homko,4,0.000040263,0.0000040811,0.92411003236246
MAD2L1BP,noDisorder_0homko,6,0.00010406,0.000012068,0.717212121212121
MAD2L2,PMT_noBrain_0homko,1,0.000057227,0.000023975,0.936949685534591
MADCAM1,noDisorder_0homko,19,0.0096115,0.0091278,0.0864229765013055
MADD,training_validation_brain_disease,11,0.039027,0.038461,0.899538493811622
MAEA,noDisorder_0homko,4,0.000036775,0.0000046083,0.941813602015113
MAEL,noDisorder_0homko,1,0.00010848,0.000011993,0.858927203065134
MAF,training_validation_brain_disease,16,0.0000039851,0.0000039851,0.865346534653465
MAF1,noDisorder_0homko,8,0.0000040089,0.0000040089,0.805836575875486
MAFA,confirmed_noBrain_0homko,8,0,0,0.857909604519774
MAFB,confirmed_noBrain_0homko,20,0,0,0.949074074074074
MAFF,noDisorder_0homko,22,0.0000043678,0.0000043678,0.829090909090909
MAFG,noDisorder_0homko,17,0,0,0.94478527607362
MAFK,noDisorder_0homko,7,0,0,0.930573248407643
MAG,training_validation_brain_disease,19,0.000060043,0.000019929,0.857788410419989
MAGEA1,noDisorder_0homko,X,,,0.0688172043010753
MAGEA2,noDisorder_0homko,X,,,0.0477248677248677
MAGEA2B,noDisorder_0homko,X,,,0.0349206349206349
MAGEA3,noDisorder_0homko,X,,,0.0688888888888889
MAGEA4,noDisorder_0homko,X,,,0.0727463312368973
MAGEA6,noDisorder_0homko,X,,,0.0593650793650794
MAGEA8,noDisorder_0homko,X,,,0.0547544409613375
MAGEA9,noDisorder_0homko,X,,,0.0341772151898734
MAGEA9B,noDisorder_0homko,X,,,0.0471518987341772
MAGEA10,noDisorder_0homko,X,,,0.0803603603603604
MAGEA11,noDisorder_0homko,X,0,0,0.0378294573643411
MAGEA12,noDisorder_0homko,X,,,0.0426455026455026
MAGEB1,noDisorder_0homko,X,,,0.222509578544061
MAGEB2,noDisorder_0homko,X,,,0.164583333333333
MAGEB3,noDisorder_0homko,X,0.000021877,0.000021877,0.217675312199808
MAGEB4,noDisorder_0homko,X,,,0.0532180595581172
MAGEB5,noDisorder_0homko,X,,,0.0727053140096618
MAGEB6,noDisorder_0homko,X,,,0.0485294117647059
MAGEB10,noDisorder_0homko,X,,,0.133141762452107
MAGEB16,noDisorder_0homko,X,0.00020514,0.00020514,0.102871794871795
MAGEB17,noDisorder_0homko,X,,,0.199703264094955
MAGEB18,noDisorder_0homko,X,0.000057484,0.000011814,0.30281007751938
MAGEC1,noDisorder_0homko,X,0.0000057224,0.0000057224,0.0207640711577719
MAGEC2,noDisorder_0homko,X,,,0.0640819964349376
MAGEC3,noDisorder_0homko,X,0.00012164,0.000032864,0.0381469979296066
MAGED1,noDisorder_0homko,X,0.000078213,0.000055825,0.787505348737698
MAGED2,confirmed_noBrain_0homko,X,0.0000054628,0.0000054628,0.824107633168589
MAGED4,noDisorder_0homko,X,0,0,0.623878627968338
MAGED4B,noDisorder_0homko,X,,,0.570395327942498
MAGEE1,noDisorder_0homko,X,0,0,0.399860821155184
MAGEE2,noDisorder_0homko,X,0,0,0.825763358778626
MAGEF1,noDisorder_0homko,3,0,0,0.192965367965368
MAGEH1,noDisorder_0homko,X,0,0,0.436818181818182
MAGEL2,training_validation_brain_disease,15,0,0,0.218
MAGI1,noDisorder_0homko,3,0.00013353,0.00001258,0.916744306418219
MAGI2,confirmed_noBrain_0homko,7,0.000065181,0.0000084465,0.900457875457875
MAGI3,noDisorder_0homko,1,0.00034085,0.000056435,0.751214574898785
MAGIX,noDisorder_0homko,X,,,0.334661835748792
MAGOH,noDisorder_0homko,1,0.0000039858,0.0000039858,0.972562358276644
MAGOHB,noDisorder_0homko,12,0.00004818,0.00002001,0.963534675615212
MAGT1,training_validation_brain_disease,X,0,0,0.924107142857143
MAIP1,training_validation_dispensable,2,0.0025487,0.002383,0.632648401826484
MAJIN,noDisorder_0homko,11,0.00013745,0.000083935,0.552073732718894
MAK,confirmed_noBrain_0homko,6,0.00044338,0.000051745,0.809090909090909
MAK16,noDisorder_0homko,8,0.000027867,0.000011935,0.894573643410853
MAL,noDisorder_0homko,2,0.0000079606,0.0000039835,0.622727272727273
MAL2,noDisorder_0homko,8,0.000024099,0.0000040284,0.819774011299435
MALL,noDisorder_0homko,2,0.000028252,0.000016144,0.671428571428571
MALRD1,noDisorder_0homko,10,0,0,0.609086694483078
MALSU1,noDisorder_0homko,7,0.000371,0.000083538,0.536028368794326
MALT1,confirmed_noBrain_0homko,18,0.000073409,0.00001199,0.757010101010101
MAMDC2,noDisorder_0homko,9,0.00020587,0.000017023,0.823580786026201
MAMDC4,training_validation_dispensable,9,0.014088,0.011355,0.307088459285296
MAML1,noDisorder_0homko,5,0.0000080785,0.0000041003,0.779875450671911
MAML2,confirmed_noBrain_0homko,11,0.000037198,0.0000048284,0.7860270815327
MAML3,noDisorder_0homko,4,1.4684,0.74732,0.859057652911911
MAMLD1,confirmed_noBrain_0homko,X,0.0000054913,0.0000054913,0.533166499833167
MAMSTR,noDisorder_0homko,19,0.00010072,0.000029282,0.593669871794872
MAN1A1,noDisorder_0homko,6,0.000060362,0.000012006,0.840621814475025
MAN1A2,noDisorder_0homko,1,0.000023965,0.0000040246,0.946677050882658
MAN1B1,training_validation_brain_disease,9,0.00022606,0.000028802,0.655047619047619
MAN1C1,noDisorder_0homko,1,0.00010932,0.000019903,0.737612255678817
MAN2A1,noDisorder_0homko,5,0.00011845,0.00001258,0.810596797671033
MAN2A2,noDisorder_0homko,15,0.0015539,0.0012295,0.834375905010136
MAN2B1,training_validation_brain_disease,19,0.00044497,0.000092507,0.641106719367589
MAN2B2,training_validation_dispensable,4,0.0016198,0.00041499,0.627425742574257
MAN2C1,noDisorder_0homko,15,0.0030386,0.0011278,0.790361831572206
MANBA,training_validation_brain_disease,4,0.00044645,0.000035857,0.698598484848485
MANBAL,noDisorder_0homko,20,0.000027954,0.000008023,0.807364341085271
MANEA,noDisorder_0homko,6,0.00012341,0.000055686,0.802375809935205
MANEAL,noDisorder_0homko,1,0.00011372,0.000024101,0.804002911208151
MANF,noDisorder_0homko,3,0.000054022,0.000020093,0.900182149362477
MANSC1,noDisorder_0homko,12,0.000052162,0.000015915,0.270138888888889
MANSC4,noDisorder_0homko,12,0,0,0.426392961876833
MAOA,training_validation_brain_disease,X,0,0,0.810921717171717
MAOB,noDisorder_0homko,X,0.000011126,0.0000056034,0.878694817658349
MAP1A,noDisorder_0homko,15,0.000085044,0.000012032,0.584438896814075
MAP1B,training_validation_brain_disease,5,0.000044302,0.000019891,0.791629539624679
MAP1LC3A,noDisorder_0homko,20,0.000031999,0.0000079935,0.967213114754098
MAP1LC3B,noDisorder_0homko,16,0.000027849,0.0000039863,0.880952380952381
MAP1LC3B2,noDisorder_0homko,12,,,0.947883597883598
MAP1LC3C,noDisorder_0homko,1,0.00014387,0.000039766,0.735585585585586
MAP1S,noDisorder_0homko,19,0.0001007,0.000019912,0.463522012578616
MAP2,noDisorder_0homko,2,0.000011971,0.0000039931,0.715244347191831
MAP2K1,training_validation_brain_disease,15,0.000039774,0.0000079569,0.915143824027073
MAP2K2,training_validation_brain_disease,19,0.000059011,0.000015911,0.847714048212801
MAP2K3,noDisorder_0homko,17,0.000091651,0.000047769,0.840134099616858
MAP2K4,noDisorder_0homko,17,0.000003977,0.000003977,0.936833333333333
MAP2K5,noDisorder_0homko,15,0.000080093,0.000016194,0.953526354862658
MAP2K6,noDisorder_0homko,17,0.000024014,0.0000080312,0.908059701492537
MAP2K7,noDisorder_0homko,19,0.0000083124,0.0000041586,0.833253968253968
MAP3K1,confirmed_noBrain_0homko,5,0.00006837,0.0000080421,0.861423220973783
MAP3K2,noDisorder_0homko,2,0.000013099,0.0000046007,0.961612903225806
MAP3K3,noDisorder_0homko,17,0.000040013,0.000015971,0.929558745348219
MAP3K4,noDisorder_0homko,6,0.00013635,0.00004387,0.823037083074373
MAP3K5,noDisorder_0homko,6,0.00014546,0.000036461,0.886448484848485
MAP3K6,training_validation_dispensable,1,0.0044991,0.0037192,0.668244116886475
MAP3K7,training_validation_brain_disease,6,0.000042474,0.000017533,0.981603514552444
MAP3K7CL,noDisorder_0homko,21,0.000055774,0.000015917,0.905128205128205
MAP3K8,confirmed_noBrain_0homko,10,0.000016057,0.00000798,0.861467236467236
MAP3K9,noDisorder_0homko,14,0.00012503,0.000020003,0.86763197586727
MAP3K10,noDisorder_0homko,19,0.00015907,0.00011847,0.753054101221641
MAP3K11,noDisorder_0homko,11,0.000095182,0.000015939,0.786792452830189
MAP3K12,noDisorder_0homko,12,0.000024564,0.0000079747,0.81478163493841
MAP3K13,noDisorder_0homko,3,0.00012018,0.000024203,0.802068252326784
MAP3K14,noDisorder_0homko,17,,,0.758509142053446
MAP3K15,training_validation_dispensable,X,0.00091595,0.00018843,0.774708269913749
MAP3K19,noDisorder_0homko,2,0.00045827,0.00018715,0.492224730373715
MAP3K20,training_validation_brain_disease,2,0.00025533,0.00010916,0.825967540574282
MAP3K21,noDisorder_0homko,1,0.00026051,0.00011139,0.610028929604629
MAP4,noDisorder_0homko,3,0.000099577,0.0000451,0.464201877934272
MAP4K1,noDisorder_0homko,19,0.00012499,0.000068152,0.828223844282238
MAP4K2,noDisorder_0homko,11,0.00038984,0.000075663,0.768493706861551
MAP4K3,noDisorder_0homko,2,0.00011577,0.000012275,0.955195530726257
MAP4K4,noDisorder_0homko,2,0.000049082,0.0000080234,0.926722180166541
MAP4K5,noDisorder_0homko,14,0.000057753,0.0000081065,0.948130657221566
MAP6,noDisorder_0homko,11,0.000027936,0.0000080346,0.435913185913186
MAP6D1,noDisorder_0homko,3,0.000023871,0.000011932,0.545666666666667
MAP7,noDisorder_0homko,6,0.000080357,0.000011945,0.720579268292683
MAP7D1,noDisorder_0homko,1,0.000025808,0.000004649,0.63955223880597
MAP7D2,noDisorder_0homko,X,0.00019316,0.00010421,0.762360034453058
MAP7D3,noDisorder_0homko,X,0.00049036,0.00014937,0.206119346256176
MAP9,noDisorder_0homko,4,0.0026178,0.0021411,0.562654320987654
MAP10,noDisorder_0homko,1,0,0,0.325864606328182
MAPK1,confirmed_noBrain_0homko,22,0,0,0.966204986149585
MAPK1IP1L,noDisorder_0homko,14,0.0000079647,0.0000039863,0.921951219512195
MAPK3,noDisorder_0homko,16,0.000074665,0.000027844,0.890263157894737
MAPK4,noDisorder_0homko,18,0.000040211,0.0000080214,0.769784580498866
MAPK6,noDisorder_0homko,15,0.00011048,0.00001357,0.971975992613112
MAPK7,noDisorder_0homko,17,0.00004956,0.0000080008,0.660016319869441
MAPK8,noDisorder_0homko,10,0.0000081273,0.000004123,0.971806853582554
MAPK8IP1,PMT_noBrain_0homko,11,0.000012213,0.0000041627,0.824204119850187
MAPK8IP2,noDisorder_0homko,22,0,0,0.653131313131313
MAPK8IP3,training_validation_brain_disease,16,0.00019646,0.00010442,0.874314897857499
MAPK9,noDisorder_0homko,5,0.000064597,0.000008071,0.967921568627451
MAPK10,noDisorder_0homko,4,0.000043926,0.000011953,0.957491039426523
MAPK11,noDisorder_0homko,22,0.000037233,0.0000045839,0.780365296803653
MAPK12,training_validation_dispensable,22,0.0013239,0.00068598,0.739764492753623
MAPK13,noDisorder_0homko,6,0.0013774,0.00081604,0.850273224043716
MAPK14,noDisorder_0homko,6,0.000035946,0.0000080119,0.915420129270545
MAPK15,noDisorder_0homko,8,0.00093553,0.00014851,0.418532110091743
MAPKAP1,noDisorder_0homko,9,0.000020246,0.0000041684,0.961312938177183
MAPKAPK2,noDisorder_0homko,1,0.000020444,0.0000045366,0.826267664172901
MAPKAPK3,PMT_noBrain_0homko,3,0.00012872,0.000015968,0.83881636205396
MAPKAPK5,noDisorder_0homko,12,0.000049858,0.0000084815,0.972528248587571
MAPKBP1,confirmed_noBrain_0homko,15,0.00015993,0.0000079884,0.785973050585377
MAPRE1,noDisorder_0homko,20,0,0,0.930855018587361
MAPRE2,training_validation_brain_disease,18,0.000012613,0.0000046327,0.94979674796748
MAPRE3,noDisorder_0homko,2,0.000007964,0.000003985,0.90886524822695
MAPT,training_validation_brain_disease,17,0.000048911,0.000021015,0.536370903277378
MARCHF1,noDisorder_0homko,4,0.000056143,0.000011937,0.892528735632184
MARCHF2,noDisorder_0homko,19,0.000036895,0.000019925,0.857219973009447
MARCHF3,noDisorder_0homko,5,0.000047824,0.0000079744,0.929002624671916
MARCHF4,noDisorder_0homko,2,0.00010611,0.000041103,0.929197080291971
MARCHF5,noDisorder_0homko,10,0.000012393,0.0000042405,0.984707287933094
MARCHF6,training_validation_brain_disease,5,0.000033031,0.0000046845,0.918733991950238
MARCHF7,noDisorder_0homko,2,0.000073039,0.000012088,0.941323877068558
MARCHF8,noDisorder_0homko,10,0.000093896,0.000012073,0.827642276422764
MARCHF9,noDisorder_0homko,12,0.000025151,0.000012614,0.81373679154659
