HGNC ID,Approved symbol,Approved name,Status,Previous symbols,Alias symbols,Chromosome,Locus type,Locus group,Ensembl gene ID,NCBI Gene ID(supplied by NCBI),Ensembl ID(supplied by Ensembl),UniProt ID(supplied by UniProt),Mouse genome database ID(supplied by MGI),Rat genome database ID(supplied by RGD),chr,MIM_Number,morbid,phen,phen_MIM_number,inheritance,phen_additional,phen_MIM_number_additional,inheritance_additional,ClinicalSynopsis,Neurologic_ClinicalSynopsis,intellectual_disability,seizures,motor_development,language_development,spasticity,ataxia,gene_category,pseudoautosomal,f_m_misc_OMIM,monogenic_disorder,Function [CC],Gene ontology (biological process),Gene ontology (molecular function),Subcellular location [CC],Subunit structure [CC],Chromosome/scaffold name,Gene start (bp),Gene end (bp),Karyotype band,pLI,LOEUF,syn_z,mis_z,exp_lof,CpG_density,transcript_ID,exon_score,promoter_score,CDS_length,number_paralogues_90_perc,paralogues_90_perc,paralogues_90_logic,number_paralogues_95_perc,paralogues_95_perc,paralogues_95_logic,tau,max_expression_log2,max_tissue,tissue_specificity,Other_Brain_tissues,Cerebellar_tissues,brain_high,XCI,BS_Pre_Post,BS_Pre_Post1,BS_Pre_Post2,BS_Post1_Post2,gene_group
HGNC:10457,RS1,retinoschisin 1,Approved,RS,XLRS1,Xp22.13,gene with protein product,protein-coding gene,ENSG00000102104,6247,ENSG00000102104,O15537,MGI:1336189,RGD:1642515,X,300839,TRUE,Retinoschisis,312700,X-linked recessive,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,confirmed +CS,FALSE,TRUE,confirmed,"FUNCTION: Binds negatively charged membrane lipids, such as phosphatidylserine and phosphoinositides (By similarity). May play a role in cell-cell adhesion processes in the retina, via homomeric interaction between octamers present on the surface of two neighboring cells (PubMed:27114531). Required for normal structure and function of the retina (PubMed:19093009). {ECO:0000250|UniProtKB:Q9Z1L4, ECO:0000269|PubMed:19093009, ECO:0000305|PubMed:27114531}.",adaptation of rhodopsin mediated signaling [GO:0016062]; cell adhesion [GO:0007155]; multicellular organism development [GO:0007275]; protein homooligomerization [GO:0051260]; retina layer formation [GO:0010842]; visual perception [GO:0007601],phosphatidylserine binding [GO:0001786],"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:10915776, ECO:0000269|PubMed:19849666, ECO:0000269|PubMed:26812435}. Cell membrane {ECO:0000250|UniProtKB:Q9Z1L4}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9Z1L4}; Extracellular side {ECO:0000250|UniProtKB:Q9Z1L4}. Note=Binds to phosphatidylserine-containing lipid membranes and embeds itself partially into the lipid bilayer. Lipid-binding requires the presence of Ca(2+) ions. {ECO:0000250|UniProtKB:Q9Z1L4}.","SUBUNIT: Homooctamer of 4 homodimers; disulfide-linked (PubMed:15644328, PubMed:19849666). The homooctamer has a flat, cogwheel structure with a diameter of about 14 nm (PubMed:27798099, PubMed:26812435, PubMed:27114531). Two stacked octamers can assemble to form a hexadecamer (PubMed:27798099, PubMed:26812435, PubMed:27114531). {ECO:0000269|PubMed:15644328, ECO:0000269|PubMed:19849666, ECO:0000269|PubMed:26812435, ECO:0000269|PubMed:27114531, ECO:0000269|PubMed:27798099}.",X,18639688,18672108,p22.13,0.95743,0.303,0.91755,0.96911,9.8803,0.41138521273313416,ENST00000379984,0.9251851851851852,0.12934266433391653,675,,,,,,,0.9196708065256007,1.6904841440925065,Lung,tissue-specific,0.7264397620723893,0.6689922855934829,FALSE,discordant,Post_higher_vs_Pre,Post1_higher_vs_Pre,Post2_higher_vs_Pre,no difference_Post1_Post2,confirmed monogenic disorder
HGNC:10540,SAT1,spermidine/spermine N1-acetyltransferase 1,Approved,SAT,SSAT,Xp22.11,gene with protein product,protein-coding gene,ENSG00000130066,6303,ENSG00000130066,P21673,MGI:98233,RGD:1586174,X,313020,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Enzyme which catalyzes the acetylation of polyamines (PubMed:15283699, PubMed:16455797, PubMed:17516632). Substrate specificity: norspermidine = spermidine >> spermine > N(1)-acetylspermine > putrescine (PubMed:17516632). This highly regulated enzyme allows a fine attenuation of the intracellular concentration of polyamines (PubMed:16455797). Also involved in the regulation of polyamine transport out of cells (PubMed:16455797). Acts on 1,3-diaminopropane, 1,5-diaminopentane, putrescine, spermidine (forming N(1)- and N(8)-acetylspermidine), spermine, N(1)-acetylspermidine and N(8)-acetylspermidine (PubMed:16455797, PubMed:17516632). {ECO:0000269|PubMed:15283699, ECO:0000269|PubMed:16455797, ECO:0000269|PubMed:17516632}.",angiogenesis [GO:0001525]; polyamine biosynthetic process [GO:0006596]; putrescine catabolic process [GO:0009447]; regulation of cell population proliferation [GO:0042127]; spermidine acetylation [GO:0032918],diamine N-acetyltransferase activity [GO:0004145]; identical protein binding [GO:0042802]; N-acetyltransferase activity [GO:0008080]; spermidine binding [GO:0019809],"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000305|PubMed:1985966, ECO:0000305|PubMed:2241897}.","SUBUNIT: Homodimer. {ECO:0000269|PubMed:16455797, ECO:0000269|PubMed:16544326, ECO:0000269|PubMed:17516632}.",X,23783173,23786226,p22.11,0.8706,0.448,-2.1685,1.7058,6.6801,0.5509265805010994,ENST00000379270,0.9339147286821705,0.31484628842789303,516,,,,,,,0.21735128248939026,10.1999544769922,Lung,broadly expressed,6.730069285704156,6.211754966820074,FALSE,low confidence non-escapee,Post_higher_vs_Pre,Post1_higher_vs_Pre,Post2_higher_vs_Pre,no difference_Post1_Post2,no disorder
HGNC:10580,SCML1,Scm polycomb group protein like 1,Approved,,,Xp22.13,gene with protein product,protein-coding gene,ENSG00000047634,6322,ENSG00000047634,Q9UN30,,RGD:7723901,X,300227,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Putative Polycomb group (PcG) protein. PcG proteins act by forming multiprotein complexes, which are required to maintain the transcriptionally repressive state of homeotic genes throughout development. May be involved in spermatogenesis during sexual maturation (By similarity). {ECO:0000250}.","negative regulation of transcription, DNA-templated [GO:0045892]",chromatin binding [GO:0003682]; histone binding [GO:0042393],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,"",X,17737449,17754988,p22.13,0.96276,0.292,1.1282,2.2678,10.252,0.7088468662108705,ENST00000380041,0.2295959595959596,0.1482629342664334,990,,,,,,,0.3137351397630064,6.0478611617763915,Ovary,broadly expressed,2.6135057218916673,3.622561432864211,FALSE,high confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,no disorder
HGNC:10581,SCML2,Scm polycomb group protein like 2,Approved,,,Xp22.13,gene with protein product,protein-coding gene,ENSG00000102098,10389,ENSG00000102098,Q9UQR0,MGI:1340042,RGD:1564289,X,300208,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Putative Polycomb group (PcG) protein. PcG proteins act by forming multiprotein complexes, which are required to maintain the transcriptionally repressive state of homeotic genes throughout development (By similarity). {ECO:0000250}.","anatomical structure morphogenesis [GO:0009653]; negative regulation of transcription, DNA-templated [GO:0045892]",chromatin binding [GO:0003682]; histone binding [GO:0042393],SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,"",X,18239313,18354688,p22.13,0.99961,0.132,1.6888,2.3993,22.56,0.865951855482257,ENST00000251900,0.7754160722776985,0.10819795051237191,2103,,,,,,,0.6032803397429971,3.6768089943477884,Testis,tissue-specific,0.7765815779703431,1.6273243410558986,FALSE,low confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,no disorder
HGNC:10665,UTP14A,UTP14A small subunit processome component,Approved,SDCCAG16,"NY-CO-16, Utp14",Xq26.1,gene with protein product,protein-coding gene,ENSG00000156697,10813,ENSG00000156697,Q9BVJ6,MGI:1919804,RGD:1359313,X,300508,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: May be required for ribosome biogenesis. {ECO:0000250}.,rRNA processing [GO:0006364],RNA binding [GO:0003723],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.",SUBUNIT: Interacts with DHX37. {ECO:0000269|PubMed:30582406}.,X,129906121,129929761,q26.1,0.99983,0.162,1.133,1.4856,29.207,0.6125938722984169,ENST00000394422,0.6819516407599309,0.11077230692326918,2316,1,"UTP14C (90, 90, chr13)",TRUE,1,"UTP14C (90, 90, chr13)",TRUE,0.3081275710080103,4.8329608816542295,Cells - Cultured fibroblasts,broadly expressed,2.2544428725985823,3.3057487752823436,FALSE,low confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,Post2_higher_vs_Post1,no disorder
HGNC:1068,BMP15,bone morphogenetic protein 15,Approved,,GDF9B,Xp11.22,gene with protein product,protein-coding gene,ENSG00000130385,9210,ENSG00000130385,O95972,MGI:1316745,RGD:70990,X,300247,TRUE,Ovarian dysgenesis 2 // Premature ovarian failure 4,300510 // 300510,X-linked // X-linked,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,confirmed +CS,FALSE,,confirmed,FUNCTION: May be involved in follicular development. Oocyte-specific growth/differentiation factor that stimulates folliculogenesis and granulosa cell (GC) growth. {ECO:0000269|PubMed:18227435}.,"BMP signaling pathway [GO:0030509]; cellular protein metabolic process [GO:0044267]; female gamete generation [GO:0007292]; granulosa cell development [GO:0060016]; ovarian follicle development [GO:0001541]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; positive regulation of transcription, DNA-templated [GO:0045893]; post-translational protein modification [GO:0043687]; SMAD protein signal transduction [GO:0060395]",cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; type I activin receptor binding [GO:0070698],SUBCELLULAR LOCATION: Secreted.,"SUBUNIT: Homodimer. But, in contrast to other members of this family, cannot be disulfide-linked.",X,50910735,50916641,p11.22,1.832e-4,1.277,0.060911,0.06994,10.28,0.15653844908182102,ENST00000252677,0.42697201017811703,0.13941514621344664,1179,,,,,,,0.9767441860465116,0.4707148971218592,Testis,tissue-specific,0,0,FALSE,,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,confirmed monogenic disorder
HGNC:1079,BMX,BMX non-receptor tyrosine kinase,Approved,,"ETK, PSCTK3",Xp22.2,gene with protein product,protein-coding gene,ENSG00000102010,660,ENSG00000102010,P51813,MGI:1101778,RGD:1565643,X,300101,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"FUNCTION: Non-receptor tyrosine kinase that plays central but diverse modulatory roles in various signaling processes involved in the regulation of actin reorganization, cell migration, cell proliferation and survival, cell adhesion, and apoptosis. Participates in signal transduction stimulated by growth factor receptors, cytokine receptors, G-protein coupled receptors, antigen receptors and integrins. Induces tyrosine phosphorylation of BCAR1 in response to integrin regulation. Activation of BMX by integrins is mediated by PTK2/FAK1, a key mediator of integrin signaling events leading to the regulation of actin cytoskeleton and cell motility. Plays a critical role in TNF-induced angiogenesis, and implicated in the signaling of TEK and FLT1 receptors, 2 important receptor families essential for angiogenesis. Required for the phosphorylation and activation of STAT3, a transcription factor involved in cell differentiation. Also involved in interleukin-6 (IL6) induced differentiation. Plays also a role in programming adaptive cytoprotection against extracellular stress in different cell systems, salivary epithelial cells, brain endothelial cells, and dermal fibroblasts. May be involved in regulation of endocytosis through its interaction with an endosomal protein RUFY1. May also play a role in the growth and differentiation of hematopoietic cells; as well as in signal transduction in endocardial and arterial endothelial cells. {ECO:0000269|PubMed:10688651, ECO:0000269|PubMed:11331870, ECO:0000269|PubMed:12370298, ECO:0000269|PubMed:12832404, ECO:0000269|PubMed:15788485, ECO:0000269|PubMed:18292575, ECO:0000269|PubMed:9520419}.",adaptive immune response [GO:0002250]; apoptotic process [GO:0006915]; B cell receptor signaling pathway [GO:0050853]; cell adhesion [GO:0007155]; intracellular signal transduction [GO:0035556]; mesoderm development [GO:0007498]; peptidyl-tyrosine autophosphorylation [GO:0038083]; phosphatidylinositol biosynthetic process [GO:0006661]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein tyrosine kinase activity [GO:0004713],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12832404}. Note=Localizes to the edges of spreading cells when complexed with BCAR1.,"SUBUNIT: Interacts with BCAR1, CAV1, MYD88, PTK2/FAK1, RUFY1, RUFY2, STAT3, TIRAP and TNFRSF1B. {ECO:0000269|PubMed:10688651, ECO:0000269|PubMed:11331870, ECO:0000269|PubMed:11751885, ECO:0000269|PubMed:11877430, ECO:0000269|PubMed:12370298, ECO:0000269|PubMed:12832404, ECO:0000269|PubMed:18292575}.",X,15464246,15556529,p22.2,0.006673,0.564,-0.21802,0.99111,27.858,0.28113242533541494,ENST00000348343,0.7523175542406312,0.1448137965508623,2028,,,,,,,0.5646126270184435,4.045460445159225,Whole Blood,broadly expressed,0.1807576624712793,0.10084164460715243,FALSE,discordant,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,no disorder
HGNC:10820,SH2D1A,SH2 domain containing 1A,Approved,"IMD5, LYP","XLP, MTCP1, DSHP, XLPD, EBVS, SAP",Xq25,gene with protein product,protein-coding gene,ENSG00000183918,4068,ENSG00000183918,O60880,MGI:1328352,RGD:1562408,X,300490,TRUE,"Lymphoproliferative syndrome, X-linked, 1",308240,X-linked recessive,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,confirmed +CS,FALSE,,confirmed,"FUNCTION: Cytoplasmic adapter regulating receptors of the signaling lymphocytic activation molecule (SLAM) family such as SLAMF1, CD244, LY9, CD84, SLAMF6 and SLAMF7. In SLAM signaling seems to cooperate with SH2D1B/EAT-2. Initially it has been proposed that association with SLAMF1 prevents SLAMF1 binding to inhibitory effectors including INPP5D/SHIP1 and PTPN11/SHP-2 (PubMed:11806999). However, by simultaneous interactions, recruits FYN which subsequently phosphorylates and activates SLAMF1 (PubMed:12458214). Positively regulates CD244/2B4- and CD84-mediated natural killer (NK) cell functions. Can also promote CD48-, SLAMF6 -, LY9-, and SLAMF7-mediated NK cell activation. In the context of NK cell-mediated cytotoxicity enhances conjugate formation with target cells (By similarity). May also regulate the activity of the neurotrophin receptors NTRK1, NTRK2 and NTRK3. {ECO:0000250|UniProtKB:O88890, ECO:0000269|PubMed:11806999, ECO:0000269|PubMed:12458214, ECO:0000305|PubMed:21219180}.",adaptive immune response [GO:0002250]; cell-cell signaling [GO:0007267]; cellular defense response [GO:0006968]; humoral immune response [GO:0006959]; innate immune response [GO:0045087]; negative regulation of T cell receptor signaling pathway [GO:0050860]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; regulation of immune response [GO:0050776],"",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,"SUBUNIT: Interacts with NTRK1, NTRK2 and NTRK3 (By similarity). Interacts with CD84, CD244, LY9, SLAMF1 and FYN. {ECO:0000250, ECO:0000269|PubMed:11389028, ECO:0000269|PubMed:11477068, ECO:0000269|PubMed:11806999, ECO:0000269|PubMed:11823424, ECO:0000269|PubMed:12115647, ECO:0000269|PubMed:12458214, ECO:0000269|PubMed:12545174}.",X,124227868,124373197,q25,0.38935,0.959,0.25982,1.6869,4.9306,0.28285653673599276,ENST00000371139,0.8834625322997416,0.15571107223194203,387,,,,,,,0.7990622140907936,3.358265434419237,Spleen,tissue-specific,0.20344424796369426,0.06684873522281004,FALSE,variable escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,confirmed monogenic disorder
HGNC:10823,SH3BGRL,SH3 domain binding glutamate rich protein like,Approved,,MGC117402,Xq21.1,gene with protein product,protein-coding gene,ENSG00000131171,6451,ENSG00000131171,O75368,MGI:1930849,RGD:1560520,X,300190,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,"","",SH3 domain binding [GO:0017124],"","",X,81202102,81298547,q21.1,0.30081,1.172,-1.1338,0.52829,3.9873,0.26708655157099687,ENST00000373212,0.9579710144927536,0.18170457385653588,345,1,"SH3BGRL2 (59, 63, chr6)",TRUE,,,,0.25751535209123694,8.933852912140905,Artery - Tibial,broadly expressed,6.353104470526531,4.670896973237183,FALSE,discordant,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,Post2_higher_vs_Post1,no disorder
HGNC:10853,SHOX,short stature homeobox,Approved,,"PHOG, GCFX, SS, SHOXY",Xp22.33 and Yp11.32,gene with protein product,protein-coding gene,ENSG00000185960,6473,ENSG00000185960,O15266,,RGD:1586239,X,"312865, 400020",TRUE,"Langer mesomelic dysplasia // Leri-Weill dyschondrosteosis // Short stature, idiopathic familial",249700 // 127300 // 300582,Pseudoautosomal recessive // Pseudoautosomal dominant //,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,confirmed +CS,TRUE,,confirmed,FUNCTION: Controls fundamental aspects of growth and development.,positive regulation of transcription by RNA polymerase II [GO:0045944]; skeletal system development [GO:0001501],"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108, ECO:0000255|PROSITE-ProRule:PRU00138}.","",X,624344,659411,p22.33,0.66566,0.515,-3.4115,-0.53811,12.218,0.41724847353157457,ENST00000381578,0.8930602957906713,0.018920487521764364,879,1,"SHOX2 (71, 59, chr3)",TRUE,,,,0.932634237974301,1.2804397008987058,Adipose - Subcutaneous,tissue-specific,0,0.04415571397889924,FALSE,low confidence escapee,no_difference_Pre_Post,no difference_Pre_Post1,no difference_Pre_Post2,no difference_Post1_Post2,confirmed monogenic disorder
HGNC:10923,SLC16A2,solute carrier family 16 member 2,Approved,"DXS128, AHDS, MRX22","XPCT, MCT8, MCT7",Xq13.2,gene with protein product,protein-coding gene,ENSG00000147100,6567,ENSG00000147100,P36021,MGI:1203732,RGD:628608,X,300095,TRUE,Allan-Herndon-Dudley syndrome,300523,X-linked,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,confirmed +CS,FALSE,TRUE,confirmed,"FUNCTION: Very active and specific thyroid hormone transporter. Stimulates cellular uptake of thyroxine (T4), triiodothyronine (T3), reverse triiodothyronine (rT3) and diidothyronine. Does not transport Leu, Phe, Trp or Tyr. {ECO:0000269|PubMed:23550058, ECO:0000269|PubMed:26426690}.",amino acid import across plasma membrane [GO:0089718]; cellular amino acid metabolic process [GO:0006520]; monocarboxylic acid transport [GO:0015718]; negative regulation of neural precursor cell proliferation [GO:2000178]; sodium-independent organic anion transport [GO:0043252]; thyroid hormone generation [GO:0006590]; thyroid hormone metabolic process [GO:0042403]; thyroid hormone transport [GO:0070327]; thyroid-stimulating hormone secretion [GO:0070460]; transport across blood-brain barrier [GO:0150104],amino acid transmembrane transporter activity [GO:0015171]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; symporter activity [GO:0015293]; thyroid hormone transmembrane transporter activity [GO:0015349]; transporter activity [GO:0005215],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23550058, ECO:0000269|PubMed:25527620, ECO:0000269|PubMed:26426690}; Multi-pass membrane protein {ECO:0000269|PubMed:23550058, ECO:0000269|PubMed:25527620}.","SUBUNIT: Homodimer. {ECO:0000269|PubMed:19797118, ECO:0000269|PubMed:25527620}.",X,74421493,74533917,q13.2,0.98828,0.223,0.88871,2.3824,13.408,0.5533700498295305,ENST00000587091,0.8411111111111111,0.2485378655336166,1620,,,,,,,0.35774984295380324,5.688874117995128,Adrenal Gland,broadly expressed,3.3202897060543064,4.0197997511093435,FALSE,high confidence non-escapee,Pre_higher_vs_Post,Pre_higher_vs_Post1,Pre_higher_vs_Post2,no difference_Post1_Post2,confirmed monogenic disorder
HGNC:10984,SLC25A14,solute carrier family 25 member 14,Approved,,"BMCP1, UCP5",Xq26.1,gene with protein product,protein-coding gene,ENSG00000102078,9016,ENSG00000102078,O95258,MGI:1330823,RGD:621433,X,300242,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,no disorder,FALSE,,no disorder,FUNCTION: Participates in the mitochondrial proton leak measured in brain mitochondria.,aerobic respiration [GO:0009060]; malate transmembrane transport [GO:0071423]; mitochondrial transport [GO:0006839]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; proton transmembrane transport [GO:1902600]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709],antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117],SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,"",X,130339888,130373361,q26.1,0.98821,0.223,0.61023,2.4975,13.392,0.49850778532401907,ENST00000545805,0.870961145194274,0.2250937265683579,978,1,"SLC25A30 (66, 80, chr13)",TRUE,,,,0.3713979958879727,4.643377135493738,Pituitary,broadly expressed,3.0991268520368793,4.253172415190249,FALSE,high confidence non-escapee,Post_higher_vs_Pre,no difference_Pre_Post1,Post2_higher_vs_Pre,Post2_higher_vs_Post1,no disorder
