Gene stable ID	Transcript stable ID	Transcript stable ID version	HGNC ID	HGNC symbol	Gene start (bp)	Gene end (bp)	Transcription start site (TSS)	GENCODE basic annotation	APPRIS annotation	RefSeq match transcript	Transcript start (bp)	Transcript end (bp)
ENSG00000229547	ENST00000442533	ENST00000442533.1	HGNC:28656	UBE2DNL	84934151	84934890	84934242				84934242	84934819
ENSG00000229547	ENST00000451386	ENST00000451386.1	HGNC:28656	UBE2DNL	84934151	84934890	84934260				84934260	84934869
ENSG00000229547	ENST00000474922	ENST00000474922.2	HGNC:28656	UBE2DNL	84934151	84934890	84934540	GENCODE basic			84934540	84934761
ENSG00000230781	ENST00000456978	ENST00000456978.1			84973217	84977829	84973217	GENCODE basic			84973217	84977829
ENSG00000155008	ENST00000373173	ENST00000373173.7	HGNC:24009	APOOL	85003877	85093316	85003877	GENCODE basic	principal4	NM_198450.6	85003877	85093315
ENSG00000155008	ENST00000622540	ENST00000622540.4	HGNC:24009	APOOL	85003877	85093316	85003892	GENCODE basic			85003892	85093316
ENSG00000155008	ENST00000613473	ENST00000613473.1	HGNC:24009	APOOL	85003877	85093316	85046301	GENCODE basic	alternative1		85046301	85093316
ENSG00000184788	ENST00000509231	ENST00000509231.1	HGNC:27992	SATL1	85092284	85243911	85109048	GENCODE basic			85092294	85109048
ENSG00000184788	ENST00000646235	ENST00000646235.1	HGNC:27992	SATL1	85092284	85243911	85243911	GENCODE basic			85092300	85243911
ENSG00000184788	ENST00000644105	ENST00000644105.2	HGNC:27992	SATL1	85092284	85243911	85243779	GENCODE basic	principal4	NM_001367857.2	85092284	85243779
ENSG00000184788	ENST00000646118	ENST00000646118.1	HGNC:27992	SATL1	85092284	85243911	85243779	GENCODE basic	principal4		85092311	85243779
ENSG00000184788	ENST00000647304	ENST00000647304.1	HGNC:27992	SATL1	85092284	85243911	85243870				85208776	85243870
ENSG00000184788	ENST00000395409	ENST00000395409.7	HGNC:27992	SATL1	85092284	85243911	85108968	GENCODE basic	alternative2		85092287	85108968
ENSG00000283446	ENST00000636677	ENST00000636677.1			85143427	85156444	85143427	GENCODE basic			85143427	85156444
ENSG00000276391	ENST00000616294	ENST00000616294.1			85207187	85210649	85207187	GENCODE basic			85207187	85210649
ENSG00000235461	ENST00000665337	ENST00000665337.1			85210684	85220021	85210684				85210684	85219939
ENSG00000235461	ENST00000666023	ENST00000666023.1			85210684	85220021	85210690				85210690	85219701
ENSG00000235461	ENST00000443247	ENST00000443247.2			85210684	85220021	85210712	GENCODE basic			85210712	85219699
ENSG00000235461	ENST00000669792	ENST00000669792.1			85210684	85220021	85210738	GENCODE basic			85210738	85220021
ENSG00000147180	ENST00000674551	ENST00000674551.1	HGNC:13128	ZNF711	85243991	85273362	85243991	GENCODE basic	principal1	NM_001330574.2	85243991	85273357
ENSG00000147180	ENST00000373165	ENST00000373165.7	HGNC:13128	ZNF711	85243991	85273362	85244032	GENCODE basic			85244032	85273360
ENSG00000147180	ENST00000276123	ENST00000276123.7	HGNC:13128	ZNF711	85243991	85273362	85244084	GENCODE basic			85244084	85271921
ENSG00000147180	ENST00000360700	ENST00000360700.4	HGNC:13128	ZNF711	85243991	85273362	85244765	GENCODE basic	principal1		85244765	85273362
ENSG00000124429	ENST00000262753	ENST00000262753.9	HGNC:13711	POF1B	85277396	85379717	85379665	GENCODE basic	principal4	NM_024921.4	85277396	85379665
ENSG00000124429	ENST00000373145	ENST00000373145.3	HGNC:13711	POF1B	85277396	85379717	85379717	GENCODE basic	alternative2		85282115	85379717
ENSG00000283435	ENST00000637766	ENST00000637766.1	HGNC:35373	MIR1321	85835780	85835858	85835780	GENCODE basic			85835780	85835858
ENSG00000223707	ENST00000421841	ENST00000421841.2	HGNC:51532	SFR1P2	85849410	85850139	85850139	GENCODE basic			85849410	85850139
ENSG00000276892	ENST00000619498	ENST00000619498.1			85851575	85851682	85851682	GENCODE basic			85851575	85851682
ENSG00000188419	ENST00000357749	ENST00000357749.7	HGNC:1940	CHM	85861180	86047561	86047558	GENCODE basic	principal1	NM_000390.4	85861180	86047558
ENSG00000188419	ENST00000467744	ENST00000467744.2	HGNC:1940	CHM	85861180	86047561	86047305				85861181	86047305
ENSG00000188419	ENST00000615443	ENST00000615443.1	HGNC:1940	CHM	85861180	86047561	86047539	GENCODE basic			85969087	86047539
ENSG00000188419	ENST00000487515	ENST00000487515.1	HGNC:1940	CHM	85861180	86047561	85981809				85978656	85981809
ENSG00000188419	ENST00000483950	ENST00000483950.1	HGNC:1940	CHM	85861180	86047561	86047561				86026958	86047561
ENSG00000199051	ENST00000362181	ENST00000362181.3	HGNC:31867	MIR361	85903636	85903707	85903707	GENCODE basic			85903636	85903707
ENSG00000199567	ENST00000362697	ENST00000362697.1			86019608	86019715	86019608	GENCODE basic			86019608	86019715
ENSG00000234039	ENST00000452914	ENST00000452914.2	HGNC:48849	NDUFA5P7	86066227	86066468	86066468	GENCODE basic			86066227	86066468
ENSG00000225536	ENST00000394563	ENST00000394563.4	HGNC:49554	STIP1P3	86084716	86086339	86086339	GENCODE basic			86084716	86086339
ENSG00000223574	ENST00000450749	ENST00000450749.1	HGNC:44567	TPMTP4	86128893	86129570	86129570	GENCODE basic			86128893	86129570
ENSG00000126733	ENST00000373131	ENST00000373131.5	HGNC:16814	DACH2	86148451	86832604	86148458	GENCODE basic	alternative2		86148458	86832602
ENSG00000126733	ENST00000461604	ENST00000461604.6	HGNC:16814	DACH2	86148451	86832604	86148460				86148460	86832604
ENSG00000126733	ENST00000506327	ENST00000506327.6	HGNC:16814	DACH2	86148451	86832604	86148621				86148621	86832203
ENSG00000126733	ENST00000373125	ENST00000373125.9	HGNC:16814	DACH2	86148451	86832604	86148451	GENCODE basic	principal4	NM_053281.3	86148451	86832602
ENSG00000126733	ENST00000508860	ENST00000508860.5	HGNC:16814	DACH2	86148451	86832604	86262968	GENCODE basic			86262968	86832574
ENSG00000126733	ENST00000510272	ENST00000510272.5	HGNC:16814	DACH2	86148451	86832604	86262968	GENCODE basic			86262968	86832602
ENSG00000126733	ENST00000484479	ENST00000484479.1	HGNC:16814	DACH2	86148451	86832604	86714652				86714652	86832602
ENSG00000126733	ENST00000613770	ENST00000613770.4	HGNC:16814	DACH2	86148451	86832604	86514264	GENCODE basic			86514264	86832602
ENSG00000215093	ENST00000416082	ENST00000416082.1	HGNC:37904	EEF1A1P29	86160264	86161359	86161359	GENCODE basic			86160264	86161359
ENSG00000223772	ENST00000445417	ENST00000445417.1	HGNC:37978	GEMIN8P3	86304367	86305086	86304367	GENCODE basic			86304367	86305086
ENSG00000277717	ENST00000619194	ENST00000619194.1			86481028	86481130	86481028	GENCODE basic			86481028	86481130
ENSG00000231478	ENST00000412546	ENST00000412546.1	HGNC:44621	FCF1P9	86481532	86481813	86481532	GENCODE basic			86481532	86481813
ENSG00000271290	ENST00000603834	ENST00000603834.1	HGNC:45269	COPS8P1	86798598	86799226	86799226	GENCODE basic			86798598	86799226
ENSG00000236190	ENST00000440037	ENST00000440037.1			86888586	86888816	86888586	GENCODE basic			86888586	86888816
ENSG00000271457	ENST00000603497	ENST00000603497.1			87143854	87144748	87144748	GENCODE basic			87143854	87144748
ENSG00000200422	ENST00000363552	ENST00000363552.1			87146733	87146804	87146733	GENCODE basic			87146733	87146804
ENSG00000230478	ENST00000445880	ENST00000445880.1			87425583	87425690	87425690	GENCODE basic			87425583	87425690
ENSG00000102271	ENST00000652270	ENST00000652270.1	HGNC:6355	KLHL4	87517409	87670050	87517409				87517409	87670043
ENSG00000102271	ENST00000373119	ENST00000373119.9	HGNC:6355	KLHL4	87517409	87670050	87517802	GENCODE basic	principal4	NM_019117.5	87517802	87670050
ENSG00000102271	ENST00000373114	ENST00000373114.4	HGNC:6355	KLHL4	87517409	87670050	87517814	GENCODE basic	alternative2		87517814	87669596
ENSG00000237506	ENST00000448168	ENST00000448168.1	HGNC:31464	RPSAP15	87703343	87704203	87704203	GENCODE basic			87703343	87704203
ENSG00000282914	ENST00000635331	ENST00000635331.1			87707579	87750883	87750883	GENCODE basic			87707579	87750883
ENSG00000271205	ENST00000603584	ENST00000603584.1			87723089	87723238	87723238	GENCODE basic			87723089	87723238
ENSG00000270446	ENST00000605349	ENST00000605349.1	HGNC:55008	RPL34P36	87806433	87806769	87806769	GENCODE basic			87806433	87806769
ENSG00000271056	ENST00000604173	ENST00000604173.1	HGNC:29757	MRPS22P1	87807549	87809883	87809883	GENCODE basic			87807549	87809883
ENSG00000230706	ENST00000433554	ENST00000433554.2	HGNC:55010	TMEM184CP1	88061590	88062844	88062844	GENCODE basic			88061590	88062844
ENSG00000230956	ENST00000449217	ENST00000449217.2	HGNC:1489	CAPZA1P1	88096393	88097225	88097225	GENCODE basic			88096393	88097225
ENSG00000252016	ENST00000516207	ENST00000516207.1			88148792	88148918	88148792	GENCODE basic			88148792	88148918
ENSG00000271693	ENST00000603096	ENST00000603096.1			88369343	88369459	88369343	GENCODE basic			88369343	88369459
ENSG00000147183	ENST00000276127	ENST00000276127.9	HGNC:2332	CPXCR1	88747225	88754785	88747225	GENCODE basic	principal1	NM_033048.6	88747225	88754781
ENSG00000147183	ENST00000373111	ENST00000373111.5	HGNC:2332	CPXCR1	88747225	88754785	88747235	GENCODE basic	principal1		88747235	88754780
ENSG00000147183	ENST00000614120	ENST00000614120.1	HGNC:2332	CPXCR1	88747225	88754785	88749318	GENCODE basic	principal1		88749318	88754785
ENSG00000271157	ENST00000604698	ENST00000604698.1			88827554	88829858	88829858	GENCODE basic			88827554	88829858
ENSG00000232576	ENST00000440519	ENST00000440519.2			88908403	88908763	88908403	GENCODE basic			88908403	88908763
ENSG00000270745	ENST00000603124	ENST00000603124.1			88982215	88982353	88982353	GENCODE basic			88982215	88982353
ENSG00000224065	ENST00000428470	ENST00000428470.2	HGNC:38734	SRIP2	89367435	89367600	89367600	GENCODE basic			89367435	89367600
ENSG00000225012	ENST00000420327	ENST00000420327.5			89423738	89446983	89423738	GENCODE basic			89423738	89441911
ENSG00000225012	ENST00000435867	ENST00000435867.1			89423738	89446983	89423738	GENCODE basic			89423738	89446983
ENSG00000153779	ENST00000283891	ENST00000283891.6	HGNC:18570	TGIF2LX	89921908	89922883	89921908	GENCODE basic	principal1	NM_138960.4	89921908	89922883
ENSG00000153779	ENST00000561129	ENST00000561129.2	HGNC:18570	TGIF2LX	89921908	89922883	89921956	GENCODE basic	principal1		89921956	89922883
ENSG00000227581	ENST00000453704	ENST00000453704.2	HGNC:55011	STAU2P1	90039213	90039834	90039834	GENCODE basic			90039213	90039834
ENSG00000226081	ENST00000432383	ENST00000432383.2	HGNC:21410	USP12PX	90112650	90113706	90112650	GENCODE basic			90112650	90113706
ENSG00000274022	ENST00000616013	ENST00000616013.1			90208895	90209418	90209418	GENCODE basic			90208895	90209418
ENSG00000227434	ENST00000426224	ENST00000426224.2	HGNC:38484	RNF19BPX	90209796	90210420	90210420	GENCODE basic			90209796	90210420
ENSG00000229667	ENST00000414760	ENST00000414760.2	HGNC:44894	UBE2V1P9	90289536	90289903	90289903	GENCODE basic			90289536	90289903
ENSG00000207515	ENST00000384784	ENST00000384784.1	HGNC:47518	RNU6-555P	90597235	90597340	90597340	GENCODE basic			90597235	90597340
ENSG00000206062	ENST00000418369	ENST00000418369.1			91307781	91308878	91307781	GENCODE basic			91307781	91308878
ENSG00000234161	ENST00000456187	ENST00000456187.1	HGNC:31845	PABPC5-AS1	91414878	91434999	91434999	GENCODE basic			91414878	91434999
ENSG00000236413	ENST00000426065	ENST00000426065.2			91422309	91422538	91422309	GENCODE basic			91422309	91422538
ENSG00000174740	ENST00000373105	ENST00000373105.1	HGNC:13629	PABPC5	91434595	91438584	91434595	GENCODE basic			91434595	91437000
ENSG00000174740	ENST00000312600	ENST00000312600.4	HGNC:13629	PABPC5	91434595	91438584	91434839	GENCODE basic	principal1	NM_080832.3	91434839	91438584
ENSG00000230275	ENST00000446711	ENST00000446711.2	HGNC:44631	SERBP1P4	91560436	91561597	91561597	GENCODE basic			91560436	91561597
ENSG00000102290	ENST00000298274	ENST00000298274.12	HGNC:8656	PCDH11X	91779261	92623230	91779261				91779261	91884007
ENSG00000102290	ENST00000361724	ENST00000361724.3	HGNC:8656	PCDH11X	91779261	92623230	91834660				91834660	91879998
ENSG00000102290	ENST00000373097	ENST00000373097.5	HGNC:8656	PCDH11X	91779261	92623230	91834660	GENCODE basic	alternative2		91834660	92623227
ENSG00000102290	ENST00000373094	ENST00000373094.5	HGNC:8656	PCDH11X	91779261	92623230	91834660	GENCODE basic	principal4		91834660	92623230
ENSG00000102290	ENST00000373088	ENST00000373088.5	HGNC:8656	PCDH11X	91779261	92623230	91835505	GENCODE basic	alternative2		91835505	92619076
ENSG00000102290	ENST00000504220	ENST00000504220.6	HGNC:8656	PCDH11X	91779261	92623230	91835505	GENCODE basic	alternative2		91835505	92619076
ENSG00000102290	ENST00000361655	ENST00000361655.6	HGNC:8656	PCDH11X	91779261	92623230	91835505	GENCODE basic	alternative2		91835505	92619076
ENSG00000102290	ENST00000406881	ENST00000406881.3	HGNC:8656	PCDH11X	91779261	92623230	91835505	GENCODE basic	alternative2		91835505	92619076
ENSG00000222440	ENST00000410508	ENST00000410508.1	HGNC:48519	RNU2-26P	91798093	91798283	91798093	GENCODE basic			91798093	91798283
ENSG00000234702	ENST00000434069	ENST00000434069.1	HGNC:37478	VDAC1P3	91982655	91983505	91983505	GENCODE basic			91982655	91983505
ENSG00000229132	ENST00000428832	ENST00000428832.2	HGNC:37930	EIF4A1P10	92113246	92114461	92114461	GENCODE basic			92113246	92114461
ENSG00000215089	ENST00000435214	ENST00000435214.1	HGNC:6431	KRT18P11	92459670	92460952	92459670	GENCODE basic			92459670	92460952
ENSG00000230543	ENST00000414887	ENST00000414887.1	HGNC:41516	SNX3P1X	92515323	92515497	92515497	GENCODE basic			92515323	92515497
ENSG00000225912	ENST00000443413	ENST00000443413.1	HGNC:36685	RPL26P36	92676519	92676954	92676954	GENCODE basic			92676519	92676954
ENSG00000285445	ENST00000642300	ENST00000642300.1	HGNC:53818	TUSC2P2	92770855	92772091	92770855	GENCODE basic			92770855	92772091
ENSG00000237873	ENST00000441503	ENST00000441503.1	HGNC:55016	DLGAP5P2	93042490	93042942	93042490	GENCODE basic			93042490	93042942
ENSG00000234130	ENST00000441188	ENST00000441188.2	HGNC:55017	AP2B1P1	93222220	93225015	93225015	GENCODE basic			93222220	93225015
ENSG00000234322	ENST00000456632	ENST00000456632.1	HGNC:38861	ST13P18	93287733	93288759	93288759	GENCODE basic			93287733	93288759
ENSG00000237381	ENST00000414840	ENST00000414840.2	HGNC:55018	NT5DC1P1	93388075	93389497	93389497	GENCODE basic			93388075	93389497
ENSG00000228301	ENST00000450522	ENST00000450522.1	HGNC:36105	RPL7P55	93573834	93574579	93573834	GENCODE basic			93573834	93574579
ENSG00000186310	ENST00000373079	ENST00000373079.4	HGNC:7639	NAP1L3	93670930	93673578	93673578	GENCODE basic	principal4	NM_004538.6	93670930	93673578
ENSG00000186310	ENST00000475430	ENST00000475430.2	HGNC:7639	NAP1L3	93670930	93673578	93673568	GENCODE basic	alternative2		93670935	93673568
ENSG00000179083	ENST00000332647	ENST00000332647.5	HGNC:26748	FAM133A	93674013	93712274	93674206	GENCODE basic	principal1		93674206	93712265
ENSG00000179083	ENST00000322139	ENST00000322139.4	HGNC:26748	FAM133A	93674013	93712274	93674013	GENCODE basic	principal1		93674013	93712274
ENSG00000270826	ENST00000604328	ENST00000604328.1	HGNC:55020	USP37P1	93776911	93777384	93777384	GENCODE basic			93776911	93777384
ENSG00000212495	ENST00000391193	ENST00000391193.1	HGNC:47295	RNU6-332P	94003815	94003922	94003922	GENCODE basic			94003815	94003922
ENSG00000202410	ENST00000365540	ENST00000365540.1			94178005	94178106	94178005	GENCODE basic			94178005	94178106
ENSG00000227521	ENST00000420303	ENST00000420303.2	HGNC:55021	TUBB4BP8	94319038	94320025	94319038	GENCODE basic			94319038	94320025
ENSG00000232293	ENST00000419829	ENST00000419829.2	HGNC:38100	PAICSP7	94636663	94639570	94639570	GENCODE basic			94636663	94639570
ENSG00000231001	ENST00000454702	ENST00000454702.2	HGNC:37695	CCNB1IP1P3	94776739	94777567	94777567	GENCODE basic			94776739	94777567
ENSG00000221187	ENST00000408260	ENST00000408260.1	HGNC:35331	MIR548M	95063141	95063226	95063226	GENCODE basic			95063141	95063226
ENSG00000271094	ENST00000604390	ENST00000604390.1			95453369	95453581	95453369	GENCODE basic			95453369	95453581
ENSG00000223467	ENST00000442082	ENST00000442082.2	HGNC:1443	CALM1P1	95499604	95500036	95499604	GENCODE basic			95499604	95500036
ENSG00000201567	ENST00000364697	ENST00000364697.1	HGNC:43410	RNA5SP510	95582064	95582162	95582064	GENCODE basic			95582064	95582162
ENSG00000215085	ENST00000431854	ENST00000431854.2	HGNC:55023	GTF3C6P1	95584303	95584942	95584303	GENCODE basic			95584303	95584942
ENSG00000236185	ENST00000456745	ENST00000456745.1	HGNC:48754	HNRNPDLP3	95610578	95610957	95610578	GENCODE basic			95610578	95610957
ENSG00000226307	ENST00000412834	ENST00000412834.1	HGNC:48752	HNRNPDLP1	95638375	95638924	95638375	GENCODE basic			95638375	95638924
ENSG00000235425	ENST00000413955	ENST00000413955.2	HGNC:35756	RPS7P13	95679130	95679627	95679627	GENCODE basic			95679130	95679627
ENSG00000270583	ENST00000605604	ENST00000605604.1			95720243	95721144	95720243	GENCODE basic			95720243	95721144
ENSG00000232842	ENST00000444292	ENST00000444292.2	HGNC:55026	KAT7P1	95973328	95974315	95974315	GENCODE basic			95973328	95974315
ENSG00000242998	ENST00000479912	ENST00000479912.3	HGNC:46395	RN7SL379P	96023360	96023652	96023360	GENCODE basic			96023360	96023652
ENSG00000203262	ENST00000340681	ENST00000340681.4			96070669	96071778	96071778	GENCODE basic			96070669	96071778
ENSG00000286523	ENST00000653599	ENST00000653599.1			96127747	96372889	96372715	GENCODE basic			96127747	96372715
ENSG00000286523	ENST00000669252	ENST00000669252.1			96127747	96372889	96372889	GENCODE basic			96128266	96372889
ENSG00000286523	ENST00000658930	ENST00000658930.1			96127747	96372889	96372567	GENCODE basic			96348329	96372567
ENSG00000286523	ENST00000656440	ENST00000656440.1			96127747	96372889	96359624				96348374	96359624
ENSG00000232069	ENST00000446439	ENST00000446439.1	HGNC:36830	RPS29P28	96195477	96195617	96195477	GENCODE basic			96195477	96195617
ENSG00000271209	ENST00000605735	ENST00000605735.1	HGNC:51447	BRDTP1	96337236	96337912	96337912	GENCODE basic			96337236	96337912
ENSG00000223260	ENST00000411328	ENST00000411328.1	HGNC:45918	RN7SKP194	96410432	96410782	96410782	GENCODE basic			96410432	96410782
ENSG00000229693	ENST00000441783	ENST00000441783.2	HGNC:55027	SKP2P1	96620654	96621903	96620654	GENCODE basic			96620654	96621903
ENSG00000147202	ENST00000373049	ENST00000373049.8	HGNC:2877	DIAPH2	96684663	97604997	96684712	GENCODE basic	principal4		96684712	97469835
ENSG00000147202	ENST00000324765	ENST00000324765.13	HGNC:2877	DIAPH2	96684663	97604997	96684842	GENCODE basic	alternative2	NM_006729.5	96684842	97604997
ENSG00000147202	ENST00000373061	ENST00000373061.7	HGNC:2877	DIAPH2	96684663	97604997	96684663	GENCODE basic	alternative2		96684663	97600598
ENSG00000147202	ENST00000355827	ENST00000355827.8	HGNC:2877	DIAPH2	96684663	97604997	96684663	GENCODE basic	alternative2		96684663	97469838
ENSG00000147202	ENST00000373054	ENST00000373054.5	HGNC:2877	DIAPH2	96684663	97604997	96685017	GENCODE basic	alternative2		96685017	97469765
ENSG00000207426	ENST00000384695	ENST00000384695.1			96701507	96701619	96701619	GENCODE basic			96701507	96701619
ENSG00000204086	ENST00000373040	ENST00000373040.4	HGNC:30305	RPA4	96883908	96885467	96883908	GENCODE basic	principal1	NM_013347.4	96883908	96885467
ENSG00000214628	ENST00000398690	ENST00000398690.3	HGNC:52268	NDUFB5P2	96953630	96954195	96954195	GENCODE basic			96953630	96954195
ENSG00000277900	ENST00000619127	ENST00000619127.1			97081674	97081956	97081674	GENCODE basic			97081674	97081956
ENSG00000265260	ENST00000464966	ENST00000464966.3	HGNC:46090	RN7SL74P	97341046	97341344	97341046	GENCODE basic			97341046	97341344
ENSG00000236256	ENST00000439759	ENST00000439759.6	HGNC:16972	DIAPH2-AS1	97431286	97642589	97564505	GENCODE basic			97431286	97564505
ENSG00000236256	ENST00000579945	ENST00000579945.1	HGNC:16972	DIAPH2-AS1	97431286	97642589	97564533	GENCODE basic			97528365	97564533
ENSG00000236256	ENST00000445414	ENST00000445414.1	HGNC:16972	DIAPH2-AS1	97431286	97642589	97617259	GENCODE basic			97533173	97617259
ENSG00000236256	ENST00000542084	ENST00000542084.1	HGNC:16972	DIAPH2-AS1	97431286	97642589	97642589	GENCODE basic			97602830	97642589
ENSG00000233887	ENST00000427866	ENST00000427866.1			97847263	97849017	97847263	GENCODE basic			97847263	97849017
ENSG00000237752	ENST00000448218	ENST00000448218.2	HGNC:55028	NCKAP1P1	97906644	97908090	97906644	GENCODE basic			97906644	97908090
ENSG00000234889	ENST00000442570	ENST00000442570.2	HGNC:55029	KPNB1P1	97975878	97978641	97978641	GENCODE basic			97975878	97978641
ENSG00000236243	ENST00000414863	ENST00000414863.2	HGNC:36382	RPL6P29	98251679	98252543	98251679	GENCODE basic			98251679	98252543
ENSG00000271322	ENST00000603879	ENST00000603879.1			98348451	98348748	98348748	GENCODE basic			98348451	98348748
ENSG00000213704	ENST00000395772	ENST00000395772.3	HGNC:3198	EEF1A1P15	98389512	98390919	98389512	GENCODE basic			98389512	98390919
ENSG00000226837	ENST00000425971	ENST00000425971.2	HGNC:39123	HMGB1P32	98422138	98422809	98422138	GENCODE basic			98422138	98422809
ENSG00000281566	ENST00000649508	ENST00000649508.1			98450688	98892061	98450688	GENCODE basic			98450688	98892061
ENSG00000281566	ENST00000650384	ENST00000650384.1			98450688	98892061	98573810	GENCODE basic			98573810	98645226
ENSG00000281566	ENST00000626665	ENST00000626665.3			98450688	98892061	98573859	GENCODE basic			98573859	98865564
ENSG00000281566	ENST00000627700	ENST00000627700.2			98450688	98892061	98573875				98573875	98865041
ENSG00000270308	ENST00000605078	ENST00000605078.1	HGNC:55030	TEX101P1	99656997	99657381	99656997	GENCODE basic			99656997	99657381
ENSG00000215070	ENST00000435236	ENST00000435236.2	HGNC:45187	XRCC6P5	99719364	99721158	99721158	GENCODE basic			99719364	99721158
ENSG00000229946	ENST00000434960	ENST00000434960.2	HGNC:51316	B3GNT2P1	99886740	99887691	99887691	GENCODE basic			99886740	99887691
ENSG00000252296	ENST00000516487	ENST00000516487.2			100100084	100100172	100100084	GENCODE basic			100100084	100100172
ENSG00000236988	ENST00000412509	ENST00000412509.2	HGNC:55031	CTDSPL2P1	100149783	100151340	100151340	GENCODE basic			100149783	100151340
ENSG00000230592	ENST00000429844	ENST00000429844.2	HGNC:31462	RPSAP8	100155885	100156773	100156773	GENCODE basic			100155885	100156773
ENSG00000165194	ENST00000636150	ENST00000636150.1	HGNC:14270	PCDH19	100291644	100410273	100406515				100350662	100406515
ENSG00000165194	ENST00000464981	ENST00000464981.1	HGNC:14270	PCDH19	100291644	100410273	100296300				100291647	100296300
ENSG00000165194	ENST00000255531	ENST00000255531.8	HGNC:14270	PCDH19	100291644	100410273	100408597	GENCODE basic	principal4		100291646	100408597
ENSG00000165194	ENST00000373034	ENST00000373034.8	HGNC:14270	PCDH19	100291644	100410273	100410273	GENCODE basic	alternative2	NM_001184880.2	100291644	100410273
ENSG00000165194	ENST00000420881	ENST00000420881.6	HGNC:14270	PCDH19	100291644	100410273	100408597	GENCODE basic	alternative1		100291644	100408597
ENSG00000000005	ENST00000373031	ENST00000373031.5	HGNC:17757	TNMD	100584936	100599885	100584936	GENCODE basic	principal1	NM_022144.3	100584936	100599885
ENSG00000000005	ENST00000485971	ENST00000485971.1	HGNC:17757	TNMD	100584936	100599885	100593624				100593624	100597531
ENSG00000000003	ENST00000373020	ENST00000373020.9	HGNC:11858	TSPAN6	100627108	100639991	100636806	GENCODE basic	principal1	NM_003270.4	100627108	100636806
ENSG00000000003	ENST00000612152	ENST00000612152.4	HGNC:11858	TSPAN6	100627108	100639991	100637104	GENCODE basic			100627109	100637104
ENSG00000000003	ENST00000614008	ENST00000614008.4	HGNC:11858	TSPAN6	100627108	100639991	100637104	GENCODE basic			100632063	100637104
ENSG00000000003	ENST00000496771	ENST00000496771.5	HGNC:11858	TSPAN6	100627108	100639991	100636689				100632541	100636689
ENSG00000000003	ENST00000494424	ENST00000494424.1	HGNC:11858	TSPAN6	100627108	100639991	100639991				100633442	100639991
ENSG00000102359	ENST00000640889	ENST00000640889.1	HGNC:30668	SRPX2	100644195	100675788	100644195				100644195	100665547
ENSG00000102359	ENST00000640020	ENST00000640020.1	HGNC:30668	SRPX2	100644195	100675788	100644199				100644199	100662289
ENSG00000102359	ENST00000373004	ENST00000373004.5	HGNC:30668	SRPX2	100644195	100675788	100644199	GENCODE basic	principal1	NM_014467.3	100644199	100675788
ENSG00000102359	ENST00000481988	ENST00000481988.1	HGNC:30668	SRPX2	100644195	100675788	100644221				100644221	100651095
ENSG00000102359	ENST00000638738	ENST00000638738.1	HGNC:30668	SRPX2	100644195	100675788	100646086				100646086	100649489
ENSG00000102359	ENST00000638458	ENST00000638458.1	HGNC:30668	SRPX2	100644195	100675788	100646323				100646323	100666884
ENSG00000102359	ENST00000638920	ENST00000638920.1	HGNC:30668	SRPX2	100644195	100675788	100649480				100649480	100671079
ENSG00000102359	ENST00000638319	ENST00000638319.1	HGNC:30668	SRPX2	100644195	100675788	100650186				100650186	100665306
ENSG00000102359	ENST00000677630	ENST00000677630.1	HGNC:30668	SRPX2	100644195	100675788	100650577				100650577	100667407
ENSG00000102359	ENST00000640282	ENST00000640282.1	HGNC:30668	SRPX2	100644195	100675788	100666927				100666927	100671144
ENSG00000102362	ENST00000372989	ENST00000372989.5	HGNC:15588	SYTL4	100674491	100732123	100731510	GENCODE basic	principal1		100674491	100731510
ENSG00000102362	ENST00000491602	ENST00000491602.1	HGNC:15588	SYTL4	100674491	100732123	100678783				100674494	100678783
ENSG00000102362	ENST00000276141	ENST00000276141.10	HGNC:15588	SYTL4	100674491	100732123	100731534	GENCODE basic	principal1		100674494	100731534
ENSG00000102362	ENST00000263033	ENST00000263033.9	HGNC:15588	SYTL4	100674491	100732123	100732121	GENCODE basic	principal1		100675897	100732121
ENSG00000102362	ENST00000372981	ENST00000372981.1	HGNC:15588	SYTL4	100674491	100732123	100732120	GENCODE basic			100684696	100732120
ENSG00000102362	ENST00000491326	ENST00000491326.1	HGNC:15588	SYTL4	100674491	100732123	100732123				100731414	100732123
ENSG00000223819	ENST00000446082	ENST00000446082.2	HGNC:53713	PPIAP89	100800303	100800784	100800784	GENCODE basic			100800303	100800784
ENSG00000238116	ENST00000414579	ENST00000414579.2	HGNC:55032	RAD21P1	100801188	100803060	100801188	GENCODE basic			100801188	100803060
ENSG00000275320	ENST00000610385	ENST00000610385.1			100815865	100817174	100817174	GENCODE basic			100815865	100817174
ENSG00000101811	ENST00000372972	ENST00000372972.7	HGNC:2484	CSTF2	100820359	100841520	100820391	GENCODE basic	principal4	NM_001325.3	100820391	100841520
ENSG00000101811	ENST00000475126	ENST00000475126.5	HGNC:2484	CSTF2	100820359	100841520	100820417				100820417	100840923
ENSG00000101811	ENST00000413437	ENST00000413437.1	HGNC:2484	CSTF2	100820359	100841520	100820536				100820536	100824257
ENSG00000101811	ENST00000415585	ENST00000415585.6	HGNC:2484	CSTF2	100820359	100841520	100820359	GENCODE basic	alternative2		100820359	100840932
ENSG00000202231	ENST00000365361	ENST00000365361.1			100822620	100822752	100822752	GENCODE basic			100822620	100822752
